Dear	Dear	j-jn	Dear	dear	0
Francion	Francion	n1	Francion	francion	0
,	,	,	,	,	0
TO	TO	p-acp	TO	to	0
whom	whom	ro-crq	whom	who	0
more	more	n1	more	moor	0
fitly	fitly	av-j	fitly	fit	0
could	could	vmd	could	can	0
I	I	pns11	I	i	0
dedicate	dedicate	vvi	dedicate	dedicate	0
your	your	po22	your	your	0
History	History	n1	History	history	0
,	,	,	,	,	0
than	than	cs	than	than	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
self	self	n1	self	self	0
?	?	?	?	?	1
It	It	pn31	It	it	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
an	an	dt	and	a	0
Injury	Injury	n1	Injury	injury	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
other	other	n-jn	other	other	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
requisite	requisite	j	requisite	requisite	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
referred	referred	vvn	referred	refer	0
to	to	p-acp	to	to	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
Judge	Judge	n1	Judge	judge	0
∣	∣	sy	∣	∣	0
ment	ment	fw-la	ment	ment	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
there	there	a-acp	there	there	0
that	that	cst	that	that	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
more	more	av-dc	more	more	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
it	it	pn31	it	it	0
than	than	av	than	then	0
your	your	po22	your	your	0
self	self	n1	self	self	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
know	know	vvb	know	know	0
all	all	d	all	all	0
the	the	dt	the	the	0
rules	rules	n2	rules	rule	0
that	that	cst	that	that	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
observed	observed	vvn	observed	observe	0
in	in	p-acp	in	in	0
well	well	av	well	well	0
Writing	Writing	vvg	Writing	write	0
?	?	?	?	?	1
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
acknowledge	acknowledge	vvi	acknowledge	acknowledge	0
my	my	po11	my	my	0
self	self	n1	self	self	0
more	more	av-dc	more	more	0
glorious	glorious	j	glorious	glorious	0
to	to	pc-acp	to	to	0
receive	receive	vvi	receive	receive	0
ur	ur	zz	ur	ur	0
approbation	approbation	n1	approbation	approbation	0
,	,	,	,	,	0
than	than	cs	than	than	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
the	the	dt	the	the	0
praises	praises	n2	praises	praise	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
People	People	n1	People	people	0
.	.	.	.	.	1
I	I	pns11	I	i	0
am	am	vbm	am	be	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
fraid	fraid	j	fraid	afraid	0
nevertheless	nevertheless	av	nevertheless	nevertheless	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
severe	severe	j	severe	severe	0
Judge	Judge	n1	Judge	judge	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
altogeth	altogeth	vvz	altogeth	altoge	0
exempted	exempted	vvn	exempted	exempt	0
from	from	p-acp	from	from	0
Blame	Blame	vvb	Blame	blame	0
.	.	.	.	.	1
I	I	pns11	I	i	0
make	make	vvb	make	make	0
no	no	dx	no	no	0
doubt	doubt	n1	doubt	doubt	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
pleased	pleased	vvn	pleased	please	0
as	as	a-acp	as	as	0
well	well	av	well	well	0
t	t	sy	tO	t	0
take	take	vvb	take	take	0
the	the	dt	the	the	0
pains	pains	n2	pains	pain	0
to	to	pc-acp	to	to	0
commit	commit	vvi	commit	commit	0
your	your	po22	your	your	0
own	own	d	own	own	0
Adventures	Adventures	n2	Adventures	adventure	0
unto	unto	p-acp	unto	unto	0
writing	writing	n1	writing	writing	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
were	were	vbdr	were	be	0
soetimes	soetimes	av	soetimes	soetimes	0
contented	contented	vvn	contented	content	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
own	own	d	own	own	0
voice	voice	n1	voice	voice	0
to	to	pc-acp	to	to	0
represent	represent	vvi	represent	represent	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
every	every	d	every	every	0
y	y	pn22	y	you	0
have	have	vhb	have	have	0
farr	farr	av-j	far	far	0
surpassed	surpassed	vvn	surpassed	surpass	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
enter	enter	vvi	enter	enter	0
into	into	p-acp	into	into	0
cmparisons	cmparisons	n2	cmparisons	cmparison	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
.	.	.	.	.	1
It	It	pn31	It	it	0
shall	shall	vmb	shall	shall	0
suffice	suffice	vvi	suffice	suffice	0
me	me	pno11	me	i	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
take	take	vvi	take	take	0
notice	notice	n1	notice	notice	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Pce	Pce	np1	Pce	Pce	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
laboured	laboured	vvn	laboured	labour	0
with	with	p-acp	with	with	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
Zeal	Zeal	n1	Zeal	zeal	0
and	and	cc	and	and	0
Care	Care	n1	Care	care	0
as	as	a-acp	as	as	0
was	was	vbds	was	be	0
possible	possible	j	possible	possible	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
.	.	.	.	.	1
If	If	cs	If	if	0
I	I	pns11	I	i	0
hve	hve	vhb	hve	hve	0
assumed	assumed	vvn	assumed	assume	0
the	the	dt	the	the	0
boldnesse	boldnesse	n1	boldness	boldness	0
to	to	pc-acp	to	to	0
touch	touch	vvi	touch	touch	0
upon	upon	p-acp	upon	upon	0
those	those	d	those	those	0
things	things	n2	things	thing	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
peradventure	peradventure	av	peradventure	peradventure	0
,	,	,	,	,	0
may	may	vmb	may	may	0
sm	sm	n1	sm	sm	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
pertain	pertain	vvi	pertain	pertain	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
