MOST	MOST	av-ds	MOST	most	0
Reuerend	Reuerend	j-jn	Reverend	reverend	0
and	and	cc	and	and	0
Right	Right	j-jn	Right	right	0
Honorable	Honorable	j	Honourable	honourable	0
zealous	zealous	j	zealous	zealous	0
Lords	Lords	n2	Lords	lord	0
,	,	,	,	,	0
your	your	po22	your	your	0
daily	daily	j	daily	daily	0
and	and	cc	and	and	0
faithfull	faithfull	j	faithful	faithful	0
Orator	Orator	n1	Orator	orator	0
,	,	,	,	,	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
professed	professed	j-vvn	professed	profess	0
Soldi	Soldi	np1	Soldi	Soldi	0
∣	∣	sy	∣	∣	0
our	our	po12	our	our	0
vnder	vnder	p-acp	under	under	0
Christs	Christs	npg1	Christs	Christ	0
Banner	Banner	n1	Banner	banner	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
behalfe	behalfe	n1	behalf	behalf	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
spouse	spouse	n1	spouse	spouse	0
a	a	sy	a	a	0
∣	∣	sy	∣	∣	0
gainst	gainst	p-acp	gainst	against	0
Antichrist	Antichrist	np1	Antichrist	Antichrist	0
:	:	:	:	:	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
busie	busie	vvi	busy	busy	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
in	in	p-acp	in	in	0
no	no	dx	no	no	0
office	office	n1	office	office	0
so	so	av	so	so	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
fitable	fitable	j-u	fitable	fitable	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
hurtfull	hurtfull	j	hurtful	hurtful	0
vnto	vnto	p-acp	unto	unto	0
Antichrist	Antichrist	np1	Antichrist	Antichrist	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
gather	gather	vvi	gather	gather	0
together	together	av	together	together	0
the	the	dt	the	the	0
bullets	bullets	n2	bullets	bullet	0
which	which	r-crq	which	which	0
haue	haue	vhb	have	have	0
been	been	vbn	been	be	0
shot	shot	vvn	shot	shoot	0
at	at	p-acp	at	at	0
him	him	pno31	him	he	0
by	by	p-acp	by	by	0
Christs	Christs	npg1	Christs	Christ	0
Souldi	Souldi	np1	Souldi	Souldi	0
∣	∣	sy	∣	∣	0
ours	ours	png12	ours	we	0
in	in	p-acp	in	in	0
times	times	n2	times	time	0
past	past	j	past	past	0
,	,	,	,	,	0
that	that	cst	that	that	0
now	now	av	now	now	0
his	his	po31	his	his	0
children	children	n2	children	child	0
may	may	vmb	may	may	0
shoote	shoote	vvi	shoot	shoot	0
them	them	pno32	them	they	0
at	at	p-acp	at	at	0
him	him	pno31	him	he	0
againe	againe	av	again	again	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
great	great	j	great	great	0
facilitie	facilitie	n1	facility	facility	0
.	.	.	.	.	1
And	And	cc	And	and	0
whereas	whereas	cs	whereas	whereas	0
venerable	venerable	j	venerable	venerable	0
Mr	Mr	n1	Mr	mr.	0
Fox	Fox	n1	Fox	fox	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
worthy	worthy	j	worthy	worthy	0
memory	memory	n1	memory	memory	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
gathered	gathered	vvn	gathered	gather	0
into	into	p-acp	into	into	0
one	one	crd	one	one	0
Booke	Booke	n1	Book	book	0
the	the	dt	the	the	0
Acts	Acts	n2	Acts	act	0
and	and	cc	and	and	0
Monuments	Monuments	n2	Monuments	monument	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
vn	vn	fw-fr	vn	un	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
time	time	n1	time	time	0
;	;	;	;	;	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
profitablest	profitablest	js	profitablest	profitable	0
Bookes	Bookes	n2	Books	book	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
for	for	p-acp	for	for	0
Gods	Gods	npg1	Gods	God	0
Children	Children	n2	Children	child	0
,	,	,	,	,	0
except	except	c-acp	except	except	0
the	the	dt	the	the	0
Bible	Bible	n1	Bible	bible	0
;	;	;	;	;	0
a	a	dt	a	a	0
Club	Club	n1	Club	club	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
beate	beate	vvi	beat	beat	0
downe	downe	a-acp	down	down	0
the	the	dt	the	the	0
Popish	Popish	j	Popish	popish	0
