Most	Most	ds	Most	most	0
Excellent	Excellent	j	Excellent	excellent	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
I	I	pns11	I	i	0
Haue	Haue	vhb	Have	have	0
had	had	vhn	had	have	0
three	three	crd	three	three	0
Births	Births	n2	Births	birth	0
;	;	;	;	;	0
One	One	crd	One	one	0
,	,	,	,	,	0
Natu	Natu	fw-la	Natu	natu	0
∣	∣	sy	∣	∣	0
rall	rall	n1	rall	rall	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
came	came	vvd	came	come	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
World	World	n1	World	world	0
;	;	;	;	;	0
One	One	crd	One	one	0
Supernatural	Supernatural	j	Supernatural	supernatural	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
entred	entred	vvd	entered	enter	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Ministery	Ministery	n1	Ministry	ministry	0
;	;	;	;	;	0
and	and	cc	and	and	0
now	now	av	now	now	0
,	,	,	,	,	0
a	a	dt	a	a	0
preter-naturall	preter-naturall	j	preternatural	preternatural	0
Birth	Birth	n1	Birth	birth	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
returning	returning	vvg	returning	return	0
to	to	p-acp	to	to	0
Life	Life	n1	Life	life	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
this	this	d	this	this	0
Sicknes	Sicknes	n1	Sickness	sickness	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
my	my	po11	my	my	0
se	se	zz	se	se	0
∣	∣	sy	∣	∣	0
cond	cond	zz	cond	cond	0
Birth	Birth	n1	Birth	birth	0
,	,	,	,	,	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
Royall	Royall	j	Royal	royal	0
Father	Father	n1	Father	father	0
vouchsafed	vouchsafed	vvd	vouchsafed	vouchsafe	0
mee	mee	pno11	me	i	0
his	his	po31	his	his	0
Hand	Hand	n1	Hand	hand	0
,	,	,	,	,	0
no	no	dx	no	no	0
onely	onely	j	only	only	0
to	to	pc-acp	to	to	0
sustaine	sustaine	vvi	sustain	sustain	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
