CHristian	CHristian	njp	CHristian	christian	0
Ladies	Ladies	n2	Ladies	lady	0
,	,	,	,	,	0
(	(	(	(	(	0
give	give	vvb	give	give	0
me	me	pno11	me	i	0
leave	leave	vvi	leave	leave	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
entitle	entitle	vvi	entitle	entitle	0
you	you	pn22	you	you	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
no	no	dx	no	no	0
title	title	n1	title	title	0
more	more	av-dc	more	more	0
truly	truly	av-j	truly	true	0
honourable	honourable	j	honourable	honourable	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
truly	truly	av-j	truly	true	0
given	given	vvn	given	give	0
)	)	)	)	)	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
bold	bold	j	bold	bold	0
to	to	pc-acp	to	to	0
joyne	joyne	vvi	join	join	0
you	you	pn22	you	you	0
toge	toge	n1	toga	toge	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Dedication	Dedication	n1	Dedication	dedication	0
,	,	,	,	,	0
though	though	cs	though	though	0
unknowne	unknowne	j	unknown	unknown	0
each	each	d	each	each	0
to	to	p-acp	to	to	0
other	other	n-jn	other	other	0
:	:	:	:	:	0
1.	1.	crd	1.	1.	1
Because	Because	p-acp	Because	because	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
both	both	av-d	both	both	0
well	well	av	well	well	0
knowne	knowne	vvn	known	know	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
fore-knowne	fore-knowne	j	foreknown	foreknown	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
Eternity	Eternity	n1	Eternity	eternity	0
those	those	d	those	those	0
whom	whom	r-crq	whom	who	0
he	he	pns31	he	he	0
loves	loves	vvz	loves	love	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
peculiar	peculiar	j	peculiar	peculiar	0
love	love	n1	love	love	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
Because	Because	p-acp	Because	because	0
the	the	dt	the	the	0
subject	subject	n-jn	subject	subject	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
is	is	vbz	is	be	0
sutable	sutable	j	suitable	suitable	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
condition	condition	n1	condition	condition	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
both	both	d	both	both	0
;	;	;	;	;	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
neede	neede	n1	need	need	0
of	of	pp-f	of	of	0
joy	joy	n1	joy	joy	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
that	that	cst	that	that	0
long	long	j	long	long	0
time	time	n1	time	time	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
drunke	drunke	vvn	drunk	drink	0
deeply	deeply	av-jn	deeply	deep	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
cuppe	cuppe	n1	cup	cup	0
of	of	pp-f	of	of	0
sadnesse	sadnesse	n1	sadness	sadness	0
and	and	cc	and	and	0
sorrow	sorrow	n1	sorrow	sorrow	0
:	:	:	:	:	0
and	and	cc	and	and	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
joy	joy	n1	joy	joy	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
that	that	cst	that	that	0
your	your	po22	your	your	0
good	good	j	good	good	0
GOD	GOD	np1	GOD	God	0
hath	hath	vhz	hath	have	0
given	given	vvn	given	give	0
you	you	pn22	you	you	0
faire	faire	j	fair	fair	0
evidences	evidences	n2	evidences	evidence	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Names	Names	n2	Names	name	0
are	are	vbr	are	be	0
written	written	vvn	written	write	0
in	in	p-acp	in	in	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
principall	principall	j-jn	principal	principal	0
ground	ground	n1	ground	ground	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
true	true	j	true	true	0
joy	joy	n1	joy	joy	0
.	.	.	.	.	1
3	3	crd	3	3	0
The	The	dt	The	the	0
loving	loving	j-vvg	loving	love	0
respect	respect	n1	respect	respect	0
that	that	cst	that	that	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
long	long	j	long	long	0
time	time	n1	time	time	0
shewed	shewed	vvd	showed	show	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
now	now	av	now	now	0
hath	hath	vhz	hath	have	0
lasted	lasted	vvn	lasted	last	0
almost	almost	av	almost	almost	0
these	these	d	these	these	0
thirty	thirty	crd	thirty	thirty	0
years	years	n2	years	year	0
)	)	)	)	)	0
calls	calls	vvz	calls	call	0
for	for	p-acp	for	for	0
some	some	d	some	some	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
spectfull	spectfull	j	spectfull	spectfull	0
acknowledgement	acknowledgement	n1	acknowledgement	acknowledgement	0
.	.	.	.	.	1
I	I	pns11	I	i	0
could	could	vmd	could	can	0
thinke	thinke	vvi	think	think	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
∣	∣	sy	∣	∣	0
thing	thing	n1	thing	thing	0
more	more	av-dc	more	more	0
sutable	sutable	j	suitable	suitable	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
ability	ability	n1	ability	ability	0
or	or	cc	or	or	0
your	your	po22	your	your	0
necessity	necessity	n1	necessity	necessity	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
Spirituall	Spirituall	j	Spiritual	spiritual	0
gift	gift	n1	gift	gift	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
fit	fit	j	fit	fit	0
to	to	pc-acp	to	to	0
helpe	helpe	vvi	help	help	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
heavenly	heavenly	j	heavenly	heavenly	0
home	home	n1-an	home	home	0
with	with	p-acp	with	with	0
more	more	dc	more	more	0
cheerefulnesse	cheerefulnesse	n1	cheerfulness	cheerfulness	0
and	and	cc	and	and	0
comfort	comfort	n1	comfort	comfort	0
.	.	.	.	.	1
Be	Be	vbb	Be	be	0
pleased	pleased	vvn	pleased	please	0
therefore	therefore	av	therefore	therefore	0
to	to	pc-acp	to	to	0
read	read	vvi	read	read	0
and	and	cc	and	and	0
consider	consider	vvi	consider	consider	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
and	and	cc	and	and	0
apply	apply	vvi	apply	apply	0
what	what	r-crq	what	what	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
finde	finde	vvi	find	find	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
ensuing	ensuing	j-vvg	ensuing	ensue	0
Treatise	Treatise	n1	Treatise	treatise	0
usefull	usefull	j	useful	useful	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
end	end	n1	end	end	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
the	the	dt	the	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
hope	hope	n1	hope	hope	0
sill	sill	vvi	sill	fill	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
peace	peace	n1	peace	peace	0
and	and	cc	and	and	0
joy	joy	n1	joy	joy	0
in	in	p-acp	in	in	0
beleeving	beleeving	vvg	believing	believe	0
,	,	,	,	,	0
and	and	cc	and	and	0
cause	cause	vvb	cause	cause	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
due	due	j-jn	due	due	0
time	time	n1	time	time	0
to	to	p-acp	to	to	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
ceive	ceive	vvb	ceive	ceive	0
the	the	pno32	thee	they	0
end	end	vvi	end	end	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
faith	faith	n1	faith	faith	0
and	and	cc	and	and	0
hope	hope	n1	hope	hope	0
,	,	,	,	,	0
namely	namely	av	namely	namely	0
the	the	dt	the	the	0
salva	salva	n1	salvam	salvam	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
soules	soules	n2	souls	soul	0
.	.	.	.	.	1
