YOu	YOu	pn22	YOu	you	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
hoping	hoping	vvg	hoping	hope	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
vvill	vvill	vmb	will	will	0
take	take	vvi	take	take	0
well	well	av	well	well	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
worse	worse	av-jc	worse	worse	0
ment	ment	vvn	meant	mean	0
,	,	,	,	,	0
hauing	hauing	vhg	having	have	0
nothing	nothing	pix	nothing	nothing	0
else	else	av	else	else	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
you	you	pn22	you	you	0
:	:	:	:	:	0
I	I	pns11	I	i	0
heere	heere	av	here	here	0
present	present	vvb	present	present	0
you	you	pn22	you	you	0
vvith	vvith	p-acp	with	with	0
a	a	dt	a	a	0
booke	booke	n1	book	book	0
,	,	,	,	,	0
vvher	vvher	c-crq	where	where	0
∣	∣	sy	∣	∣	0
in	in	a-acp	in	in	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
vvriten	vvriten	vvn	written	write	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
see	see	vvb	see	see	0
,	,	,	,	,	0
vvhat	vvhat	r-crq	what	what	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
Iudge	Iudge	vvi	Judge	judge	0
,	,	,	,	,	0
a	a	dt	a	a	0
strange	strange	j	strange	strange	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
odde	odde	j	odd	odd	0
straine	straine	n1	strain	strain	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
vvhich	vvhich	r-crq	which	which	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
finde	finde	vvb	find	find	0
no	no	dx	no	no	0
matter	matter	n1	matter	matter	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
you	you	pn22	you	you	0
merry	merry	j	merry	merry	0
,	,	,	,	,	0
feede	feede	vvb	feed	feed	0
fatte	fatte	j	fat	fat	0
vvith	vvith	p-acp	with	with	0
your	your	po22	your	your	0
melancholy	melancholy	n-jn	melancholy	melancholy	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
you	you	pn22	you	you	0
be	be	vbb	be	be	0
as	as	a-acp	as	as	0
madde	madde	j	mad	mad	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
no	no	dx	no	no	0
more	more	dc	more	more	0
vvit	vvit	n1	wit	wit	0
,	,	,	,	,	0
then	then	cs	then	than	0
he	he	pns31	he	he	0
needes	needes	vvz	needs	need	0
to	to	pc-acp	to	to	0
occupie	occupie	vvi	occupy	occupy	0
:	:	:	:	:	0
There	There	a-acp	There	there	0
are	are	vbr	are	be	0
many	many	d	many	many	0
passages	passages	n2	passages	passage	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
little	little	j	little	little	0
purpose	purpose	n1	purpose	purpose	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
that	that	cst	that	that	0
vn	vn	p-acp	un	unto	0
∣	∣	sy	∣	∣	0
derstands	derstands	vvz	derstands	derstand	0
them	them	pno32	them	they	0
not	not	xx	not	not	0
,	,	,	,	,	0
&	&	cc	&	and	0
yet	yet	av	yet	yet	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
both	both	d	both	both	0
his	his	po31	his	his	0
eyes	eyes	n2	eyes	eye	0
,	,	,	,	,	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
a	a	dt	a	a	0
blinde	blinde	j	blind	blind	0
man	man	n1	man	man	0
:	:	:	:	:	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
be	be	vbb	be	be	0
,	,	,	,	,	0
God	God	np1	God	God	0
help	help	vvb	help	help	0
you	you	pn22	you	you	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
thogh	thogh	cs	though	though	0
many	many	d	many	many	0
can	can	vmb	can	can	0
make	make	vvi	make	make	0
lipp-salue	lipp-salue	j	lipp-salue	lipp-salue	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
,	,	,	,	,	0
vvit-salue	vvit-salue	j	vvit-salue	vvit-salue	0
is	is	vbz	is	be	0
past	past	p-acp	passed	past	0
my	my	po11	my	my	0
skill	skill	n1	skill	skill	0
:	:	:	:	:	0
preceptes	preceptes	n2	precepts	precept	0
there	there	a-acp	there	there	0
are	are	vbr	are	be	0
none	none	pix	none	none	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
not	not	xx	not	not	0
keepe	keepe	vvi	keep	keep	0
a	a	dt	a	a	0
schoole	schoole	n1	school	school	0
,	,	,	,	,	0
excepte	excepte	c-acp	except	except	0
it	it	pn31	it	it	0
bee	bee	vbb	be	be	0
of	of	pp-f	of	of	0
had-I-vviste	had-I-vviste	j	had-I-vviste	had-i-vviste	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
set	set	vvi	set	set	0
vp	vp	a-acp	up	up	0
my	my	po11	my	my	0
bill	bill	n1	bill	bill	0
,	,	,	,	,	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
haue	haue	vhi	have	have	0
too	too	av	too	too	0
many	many	d	many	many	0
Scholers	Scholers	n2	Scholars	scholar	0
:	:	:	:	:	0
my	my	po11	my	my	0
meaning	meaning	n1	meaning	meaning	0
vvas	vvas	vbds	was	be	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
merry	merry	j	merry	merry	0
vvith	vvith	p-acp	with	with	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
if	if	cs	if	if	0
in	in	p-acp	in	in	0
mine	mine	po11	mine	my	0
humor	humor	n1	humour	humour	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
made	made	vvn	made	make	0
any	any	d	any	any	0
angrie	angrie	j	angry	angry	0
,	,	,	,	,	0
if	if	cs	if	if	0
he	he	pns31	he	he	0
cannot	cannot	vmbx	cannot	can	0
haue	haue	vhi	have	have	0
patience	patience	n1	patience	patience	0
,	,	,	,	,	0
he	he	pns31	he	he	0
must	must	vmb	must	must	0
fret	fret	vvi	fret	fret	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
he	he	pns31	he	he	0
be	be	vbb	be	be	0
vveary	vveary	j	weary	weary	0
:	:	:	:	:	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
vvise	vvise	j	wise	wise	0
,	,	,	,	,	0
vvill	vvill	vmb	will	will	0
smile	smile	vvi	smile	smile	0
at	at	p-acp	at	at	0
their	their	po32	their	their	0
conceit	conceit	n1	conceit	conceit	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
foole	foole	n1	fool	fool	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
lack	lack	n1	lack	lack	0
of	of	pp-f	of	of	0
vvit	vvit	n1	wit	wit	0
vvill	vvill	vmb	will	will	0
finde	finde	vvi	find	find	0
fault	fault	n1	fault	fault	0
,	,	,	,	,	0
vvith	vvith	p-acp	with	with	0
he	he	pns31	he	he	0
knovves	knovves	vvz	knows	know	0
not	not	xx	not	not	0
vvhat	vvhat	r-crq	what	what	0
.	.	.	.	.	1
Ten	Ten	crd	Ten	ten	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
one	one	crd	one	one	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
please	please	vvi	please	please	0
all	all	d	all	all	0
men	men	n2	men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
Tvventy	Tvventy	crd	Tvventy	twenty	0
to	to	p-acp	to	to	0
one	one	crd	one	one	0
,	,	,	,	,	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
desire	desire	vvi	desire	desire	0
it	it	pn31	it	it	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
,	,	,	,	,	0
loath	loath	j	loath	loath	0
to	to	p-acp	to	to	0
dis	dis	d	dis	this	0
∣	∣	sy	∣	∣	0
please	please	vvb	please	please	0
any	any	d	any	any	0
,	,	,	,	,	0
I	I	pns11	I	i	0
leaue	leaue	vvb	leave	leave	0
it	it	pn31	it	it	0
indifferently	indifferently	av-j	indifferently	indifferent	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
euery	euery	d	every	every	0
one	one	crd	one	one	0
,	,	,	,	,	0
intre	intre	n1	intre	intre	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
good	good	j	good	good	0
minds	minds	n2	minds	mind	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
it	it	pn31	it	it	0
good	good	j	good	good	0
vvords	vvords	n2	words	word	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	pno32	thee	they	0
I	I	pns11	I	i	0
leave	leave	vvb	leave	leave	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
bad	bad	j	bad	bad	0
humors	humors	n2	humours	humour	0
:	:	:	:	:	0
So	So	av	So	so	0
,	,	,	,	,	0
loath	loath	j	loath	loath	0
to	to	pc-acp	to	to	0
tel	tel	vvi	tell	tell	0
vvhat	vvhat	r-crq	what	what	0
follovves	follovves	vvz	follows	follow	0
,	,	,	,	,	0
I	I	pns11	I	i	0
leaue	leaue	vvb	leave	leave	0
my	my	po11	my	my	0
vvorke	vvorke	n1	work	work	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
cen	cen	n1	cen	cen	0
∣	∣	sy	∣	∣	0
e	e	sy	e	e	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Good	Good	j	Good	good	0
vvill	vvill	n1	will	will	0
:	:	:	:	:	0
and	and	cc	and	and	0
so	so	av	so	so	0
rest	rest	vvb	rest	rest	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
finde	finde	vvb	find	find	0
cause	cause	n1	cause	cause	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
louing	louing	j-vvg	loving	love	0
Friend	Friend	n1	Friend	friend	0
,	,	,	,	,	0
C.	C.	np1	C.	C.	0
T.	T.	np1	T.	T.	1
