DEare	DEare	n1	DEare	deer	0
Christian	Christian	np1	Christian	Christian	0
,	,	,	,	,	0
bought	bought	vvn	bought	buy	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
price	price	n1	price	price	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
happy	happy	j	happy	happy	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
that	that	cst	that	that	0
thou	thou	pns21	thou	thou	0
art	art	vb2r	art	be	0
not	not	xx	not	not	0
thine	thine	po21	thine	thy	0
owne	owne	d	own	own	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
thy	thy	po21	thy	thy	0
sake	sake	n1	sake	sake	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
undertaken	undertaken	vvn	undertaken	undertake	0
to	to	pc-acp	to	to	0
answer	answer	vvi	answer	answer	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
thee	thee	pno21	thee	thou	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
I	I	pns11	I	i	0
Dedi	Dedi	fw-la	Dedi	dedi	0
∣	∣	sy	∣	∣	0
cate	cate	zz	cate	cate	0
it	it	pn31	it	it	0
,	,	,	,	,	0
who	who	q-crq	who	who	0
mayest	mayest	vm2	mayest	may	0
of	of	pp-f	of	of	0
right	right	av-jn	right	right	0
challenge	challenge	vvb	challenge	challenge	0
all	all	d	all	all	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
or	or	cc	or	or	0
can	can	vmb	can	can	0
.	.	.	.	.	1
Thou	Thou	pns21	Thou	thou	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
noble	noble	j	noble	noble	0
,	,	,	,	,	0
wise	wise	j	wise	wise	0
,	,	,	,	,	0
mightie	mightie	j	mighty	mighty	0
,	,	,	,	,	0
learned	learned	j	learned	learned	0
,	,	,	,	,	0
unlear	unlear	j	unlear	unlear	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
,	,	,	,	,	0
weake	weake	j	weak	weak	0
or	or	cc	or	or	0
meane	meane	j	mean	mean	0
,	,	,	,	,	0
neare	neare	av-j	near	near	0
or	or	cc	or	or	0
farre	farre	av-j	far	far	0
off	off	a-acp	off	off	0
,	,	,	,	,	0
art	art	vb2r	art	be	0
interessed	interessed	vvn	interested	interest	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
that	that	cst	that	that	0
maketh	maketh	vvz	makes	make	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
done	done	vdn	done	do	0
against	against	p-acp	against	against	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Paul	Paul	np1	Paul	Paul	0
,	,	,	,	,	0
Apollo	Apollo	np1	Apollo	Apollo	0
,	,	,	,	,	0
Cephas	Cephas	np1	Cephas	Cephas	0
are	are	vbr	are	be	0
thine,1	thine,1	n1	thine,1	thine,1	0
.	.	.	.	.	1
Cor.	Cor.	np1	Cor.	Cor.	0
3.	3.	crd	3.	3.	0
all	all	av-d	all	all	0
thine	thine	png21	thine	thou	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
thou	thou	pns21	thou	thou	0
art	art	vb2r	art	be	0
Christs	Christs	npg1	Christs	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
Christ	Christ	np1	Christ	Christ	0
is	is	vbz	is	be	0
Gods.	Gods.	n2	Gods.	god	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
broaching	broaching	vvg	broaching	broach	0
of	of	pp-f	of	of	0
Heresies	Heresies	n2	Heresies	heresy	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
art	art	vb2r	art	be	0
woun	woun	n1	woun	woun	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
making	making	n-vvg	making	make	0
of	of	pp-f	of	of	0
schismes	schismes	n2	schisms	schism	0
thou	thou	pns21	thou	thou	0
art	art	vb2r	art	be	0
racked	racked	vvn	racked	rack	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
