Right	Right	av-jn	Right	right	0
Honorable	Honorable	j	Honourable	honourable	0
,	,	,	,	,	0
THE	THE	dt	THE	the	0
auncient	auncient	j-jn	ancient	ancient	0
Jewes	Jewes	np2	Jewes	Jew	0
Talmud	Talmud	np1	Talmud	Talmud	0
l.	l.	n1	l.	l.	0
Iuchsin	Iuchsin	n1	Iuchsin	iuchsin	0
.	.	.	.	.	1
Folio	Folio	n1	Folio	folio	0
.	.	.	.	.	1
13.	13.	crd	13.	13.	0
testifie	testifie	vvi	testify	testify	0
,	,	,	,	,	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
were	were	vbdr	were	be	0
three	three	crd	three	three	0
Crownes	Crownes	n2	Crowns	crown	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
made	made	vvd	made	make	0
ISRAELL	ISRAELL	np1	ISRAELL	Israel	0
renow	renow	av	renow	renow	0
∣	∣	sy	∣	∣	0
med	med	vvd	med	m	0
:	:	:	:	:	0
The	The	dt	The	the	0
first	first	ord	first	first	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
Crowne	Crowne	n1	Crown	crown	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
;	;	;	;	;	0
the	the	dt	the	the	0
second	second	ord	second	second	0
,	,	,	,	,	0
the	the	dt	the	the	0
Crowne	Crowne	n1	Crown	crown	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
King	King	n1	King	king	0
;	;	;	;	;	0
the	the	dt	the	the	0
third	third	ord	third	three	0
,	,	,	,	,	0
the	the	dt	the	the	0
Crowne	Crowne	n1	Crown	crown	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Priest	Priest	n1	Priest	priest	0
:	:	:	:	:	0
And	And	cc	And	and	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
three	three	crd	three	three	0
Crownes	Crownes	n2	Crowns	crown	0
,	,	,	,	,	0
they	they	pns32	they	they	0
say	say	vvb	say	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Crowne	Crowne	n1	Crown	crown	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Law	Law	n1	Law	law	0
was	was	vbds	was	be	0
most	most	av-ds	most	most	0
glorious	glorious	j	glorious	glorious	0
;	;	;	;	;	0
because	because	c-acp	because	because	0
Pro.	Pro.	np1	Pro.	Pro.	1
8.	8.	crd	8.	8.	0
15	15	crd	15	15	0
,	,	,	,	,	1
16.	16.	crd	16.	16.	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
said	said	vvn	said	say	0
,	,	,	,	,	0
By	By	p-acp	By	by	0
me	me	pno11	me	i	0
Princes	Princes	n2	Princes	prince	0
Raigne	Raigne	vvi	Reign	reign	0
.	.	.	.	.	1
It	It	pn31	It	it	0
was	was	vbds	was	be	0
this	this	d	this	this	0
Law	Law	n1	Law	law	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
David	David	np1	David	David	0
made	made	vvd	made	make	0
his	his	po31	his	his	0
Counsellour	Counsellour	n1	Counselor	counsellor	0
,	,	,	,	,	0
Psal.	Psal.	np1	Psal.	Psal.	1
119.	119.	crd	119.	119.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
morning	morning	n1	morning	morning	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
rose	rose	vvd	rose	rise	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
night	night	n1	night	night	0
