IT	IT	pn31	IT	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
truth	truth	n1	truth	truth	0
generally	generally	av-j	generally	general	0
confes	confes	vvi	confess	confess	0
∣	∣	sy	∣	∣	0
sed	sed	fw-la	sed	sed	0
,	,	,	,	,	0
(	(	(	(	(	0
Right	Right	av-jn	Right	right	0
VVorshipful	VVorshipful	j	Worshipful	worshipful	0
&	&	cc	&	and	0
yee	yee	pn22	ye	you	0
the	the	dt	the	the	0
residue	residue	n1	residue	residue	0
beloved	beloved	vvn	beloved	belove	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
)	)	)	)	)	0
that	that	cst	that	that	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
feastes	feastes	n2	feasts	feast	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
sumptuous	sumptuous	j	sumptuous	sumptuous	0
and	and	cc	and	and	0
dainty	dainty	j	dainty	dainty	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
wisedome	wisedome	n1	wisdom	wisdom	0
hath	hath	vhz	hath	have	0
provided	provided	vvn	provided	provide	0
for	for	p-acp	for	for	0
Pro.	Pro.	np1	Pro.	Pro.	1
9.	9.	crd	9.	9	0
her	her	po31	her	her	0
guests	guests	n2	guests	guest	0
:	:	:	:	:	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
consisteth	consisteth	vvz	consisteth	consist	0
of	of	pp-f	of	of	0
three	three	crd	three	three	0
courses	courses	n2	courses	course	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
instructions	instructions	n2	instructions	instruction	0
of	of	pp-f	of	of	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
precepts	precepts	n2	precepts	precept	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
rules	rules	n2	rules	rule	0
of	of	pp-f	of	of	0
discipline	discipline	n1	discipline	discipline	0
and	and	cc	and	and	0
govern	govern	vvi	govern	govern	0
∣	∣	sy	∣	∣	0
ment	ment	vvn	meant	mean	0
.	.	.	.	.	1
The	The	dt	The	the	0
two	two	crd	two	two	0
first	first	ord	first	first	0
courses	courses	n2	courses	course	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
worthy	worthy	j	worthy	worthy	0
feast	feast	n1	feast	feast	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
the	the	dt	the	the	0
first	first	ord	first	first	0
cōsisting	cōsisting	vvg	consisting	consist	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
instructions	instructions	n2	instructions	instruction	0
of	of	pp-f	of	of	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
bin	bin	vbn	been	be	0
seasōed	seasōed	vvn	seasoned	season	0
&	&	cc	&	and	0
served	served	vvn	served	serve	0
in	in	p-acp	in	in	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
most	most	av-ds	most	most	0
skilfull	skilfull	j	skilful	skilful	0
Cookes	Cookes	n2	Cooks	cook	0
and	and	cc	and	and	0
sworne	sworne	j-vvn	sworn	swear	0
servāts	servāts	n2	servants	servant	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
beene	beene	vbn	been	be	0
attempted	attempted	vvn	attempted	attempt	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
stempered	stempered	vvn	stempered	stemper	0
&	&	cc	&	and	0
even	even	av	even	even	0
poisoned	poisoned	vvd	poisoned	poison	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
blacke	blacke	j-jn	black	black	0
guard	guard	n1	guard	guard	0
of	of	pp-f	of	of	0
Antichrists	Antichrists	np2	Antichrists	Antichrist	0
kitchin	kitchin	n1	kitchen	kitchen	0
&	&	cc	&	and	0
the	the	dt	the	the	0
devils	devils	ng1	devils	devil	0
scullery	scullery	n1	scullery	scullery	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
already	already	av	already	already	0
set	set	vvn	set	set	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
Christian	Christian	njp	Christian	christian	0
Reader	Reader	n1	Reader	reader	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
vouchsafeth	vouchsafeth	vvz	vouchsafeth	vouchsafe	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
guest	guest	n1	guest	guest	0
at	at	p-acp	at	at	0
wisedomes	wisedomes	ng1	wisdoms	wisdom	0
table	table	n1	table	table	0
,	,	,	,	,	0
&	&	cc	&	and	0
that	that	cst	that	that	0
vnder	vnder	p-acp	under	under	0
the	the	dt	the	the	0
tast	tast	n1	taste	taste	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Right	Right	j-jn	Right	right	0
Reverend	Reverend	n-jn	Reverend	reverend	0
Father	Father	n1	Father	father	0
in	in	p-acp	in	in	0
God	God	np1	God	God	0
my	my	po11	my	my	0
very	very	j	very	very	0
good	good	j	good	good	0
Lorde	Lorde	n1	Lord	lord	0
the	the	dt	the	the	0
Bishop	Bishop	n1	Bishop	bishop	0
of	of	pp-f	of	of	0
Sarū	Sarū	n1	Sarun	sarun	0
.	.	.	.	.	1
And	And	cc	And	and	0
now	now	av	now	now	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
then	then	av	then	then	0
wanting	wanting	vvg	wanting	want	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
se	se	zz	se	se	0
∣	∣	sy	∣	∣	0
cond	cond	zz	cond	cond	0
service	service	n1	service	service	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
the	the	dt	the	the	0
supply	supply	n1	supply	supply	0
wherof	wherof	c-crq	whereof	whereof	0
this	this	d	this	this	0
feast	feast	n1	feast	feast	0
might	might	vmd	might	may	0
seeme	seeme	vvi	seem	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
somwhat	somwhat	av	somewhat	somewhat	0
sparing	sparing	vvg	sparing	spare	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
far	far	av-j	far	far	0
forth	forth	av	forth	forth	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
beene	beene	vbn	been	be	0
credited	credited	vvn	credited	credit	0
therewith	therewith	av	therewith	therewith	0
,	,	,	,	,	0
I	I	pns11	I	i	0
present	present	vvb	present	present	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
church	church	n1	church	church	0
vnder	vnder	p-acp	under	under	0
the	the	dt	the	the	0
approbation	approbation	n1	approbation	approbation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Right	Right	j-jn	Right	right	0
worshipful	worshipful	j	worshipful	worshipful	0
M.	M.	n1	M.	m.	0
Doctor	Doctor	n1	Doctor	doctor	0
Riues	Riues	vvz	Rives	rive	0
lae	lae	zz	lae	lae	0
chiefe	chiefe	j-jn	chief	chief	0
overeer	overeer	jc	overeer	overee	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
cōmon	cōmon	j	common	common	0
mother	mother	n1	mother	mother	0
the	the	dt	the	the	0
Vniversity	Vniversity	n1	University	university	0
of	of	pp-f	of	of	0
Oxford	Oxford	np1	Oxford	Oxford	0
,	,	,	,	,	0
and	and	cc	and	and	0
remaining	remaining	vvg	remaining	remain	0
still	still	av	still	still	0
a	a	dt	a	a	0
careful	careful	j	careful	careful	0
Guardian	Guardian	n1	Guardian	guardian	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
speciall	speciall	j	special	special	0
nurses	nurses	n2	nurse's	nurse	0
the	the	dt	the	the	0
Colledge	Colledge	n1	College	college	0
of	of	pp-f	of	of	0
S.	S.	n1	S.	saint	0
Mary	Mary	uh	Marry	mary	0
of	of	pp-f	of	of	0
Winchester	Winchester	np1	Winchester	Winchester	0
in	in	p-acp	in	in	0
Oxford	Oxford	np1	Oxford	Oxford	0
cōmōly	cōmōly	av-j	commonly	common	0
called	called	vvd	called	call	0
New	New	j	New	new	0
Col	Col	np1	Col	Col	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
.	.	.	.	.	1
Sir	Sir	n1	Sir	sir	0
your	your	po22	your	your	0
kinde	kinde	j	kind	kind	0
affection	affection	n1	affection	affection	0
towardes	towardes	p-acp	towards	towards	0
mee	mee	pno11	me	i	0
of	of	pp-f	of	of	0
long	long	j	long	long	0
time	time	n1	time	time	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
friendly	friendly	j	friendly	friendly	0
perswasion	perswasion	n1	persuasion	persuasion	0
in	in	p-acp	in	in	0
mo	mo	dc	more	more	0
∣	∣	sy	∣	∣	0
ving	ving	vhg	ving	ve	0
mee	mee	pno11	me	i	0
to	to	pc-acp	to	to	0
publish	publish	vvi	publish	publish	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
benefite	benefite	n1	benefit	benefit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
church	church	n1	church	church	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
the	the	dt	the	the	0
first	first	ord	first	first	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
