Much	Much	av-d	Much	much	0
beloved	beloved	vvn	beloved	belove	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
IT	IT	pn31	IT	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Councel	Councel	n1	Council	council	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
John	John	np1	John	John	0
,	,	,	,	,	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
believe	believe	vvi	believe	believe	0
every	every	d	every	every	0
spirit	spirit	n1	spirit	spirit	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
try	try	vvi	try	try	0
the	the	dt	the	the	0
Spirits	Spirits	n2	Spirits	spirit	0
whether	whether	cs	whither	whether	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
And	And	cc	And	and	0
sure	sure	av-j	sure	sure	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
now	now	av	now	now	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
need	need	n1	need	need	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
counsel	counsel	n1	counsel	counsel	0
as	as	c-acp	as	as	0
ever	ever	av	ever	ever	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
diversity	diversity	n1	diversity	diversity	0
of	of	pp-f	of	of	0
Spirits	Spirits	n2	Spirits	spirit	0
and	and	cc	and	and	0
Prophets	Prophets	n2	Prophets	prophet	0
gone	gone	vvn	gone	go	0
out	out	av	out	out	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
pretend	pretend	vvb	pretend	pretend	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
all	all	d	all	all	0
confess	confess	vvb	confess	confess	0
not	not	xx	not	not	0
(	(	(	(	(	0
that	that	d	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
magnifie	magnifie	vvb	magnify	magnify	0
not	not	xx	not	not	0
,	,	,	,	,	0
or	or	cc	or	or	0
lead	lead	vvb	led	lead	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
exalt	exalt	vvi	exalt	exalt	0
)	)	)	)	)	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
come	come	vvn	come	come	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
flesh	flesh	n1	flesh	flesh	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
divers	divers	j	diverse	diverse	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
de	de	zz	de	de	0
∣	∣	sy	∣	∣	0
ny	ny	fw-fr	ny	ny	0
,	,	,	,	,	0
or	or	cc	or	or	0
undervalue	undervalue	vvi	undervalue	undervalue	0
that	that	d	that	that	0
;	;	;	;	;	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
manifest	manifest	j	manifest	manifest	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
that	that	cst	that	that	0
duly	duly	av-jn	duly	due	0
try	try	vvb	try	try	0
them	them	pno32	them	they	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
Anti	Anti	fw-la	Anti	anti	0
∣	∣	sy	∣	∣	0
christ	christ	np1	christ	Christ	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
heard	heard	vvn	herd	hear	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
come	come	vvi	come	come	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
world	world	n1	world	world	0
:	:	:	:	:	0
And	And	cc	And	and	0
truly	truly	av-j	truly	true	0
,	,	,	,	,	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
an	an	dt	and	a	0
heavy	heavy	j	heavy	heavy	0
judgement	judgement	n1	judgement	judgement	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
order	order	vvi	order	order	0
such	such	d	such	such	0
a	a	dt	a	a	0
spi	spi	vvb	spi	spi	0
∣	∣	sy	∣	∣	0
rit	rit	n1	rit	rit	0
of	of	pp-f	of	of	0
error	error	n1	error	error	0
to	to	pc-acp	to	to	0
enter	enter	vvi	enter	enter	0
into	into	p-acp	into	into	0
,	,	,	,	,	0
and	and	cc	and	and	0
amongst	amongst	p-acp	among	among	0
men	men	n2	men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
men	men	n2	men	man	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
possessed	possessed	vvn	possessed	possess	0
and	and	cc	and	and	0
acted	acted	vvn	acted	act	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
if	if	cs	if	if	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
be	be	vbb	be	be	0
well	well	av	well	well	0
and	and	cc	and	and	0
duly	duly	av-jn	duly	due	0
considered	considered	vvn	considered	consider	0
,	,	,	,	,	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
pear	pear	n1	pear	pear	0
a	a	dt	a	a	0
just	just	j	just	just	0
and	and	cc	and	and	0
righteous	righteous	j	righteous	righteous	0
judgement	judgement	n1	judgement	judgement	0
,	,	,	,	,	0
and	and	cc	and	and	0
may	may	vmb	may	may	0
afford	afford	vvi	afford	afford	0
us	us	pno12	us	we	0
much	much	d	much	much	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
warning	warning	n1	warning	warning	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
where	where	c-crq	where	where	0
∣	∣	sy	∣	∣	0
in	in	p-acp	in	in	0
hath	hath	vhz	hath	have	0
,	,	,	,	,	0
or	or	cc	or	or	0
could	could	vmd	could	can	0
God	God	np1	God	God	0
have	have	vhi	have	have	0
testified	testified	vvn	testified	testify	0
or	or	cc	or	or	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mended	mended	vvn	mended	mend	0
his	his	po31	his	his	0
love	love	n1	love	love	0
more	more	av-dc	more	more	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
then	then	av	then	then	0
in	in	p-acp	in	in	0
gi	gi	zz	gi	gi	0
∣	∣	sy	∣	∣	0
ving	ving	vhg	ving	ve	0
forth	forth	av	forth	forth	0
his	his	po31	his	his	0
only	only	av-j	only	only	0
begotten	begotten	vvn	begotten	beget	0
Son	Son	n1	Son	son	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
believed	believed	vvn	believed	believe	0
on	on	a-acp	on	on	0
;	;	;	;	;	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
end	end	n1	end	end	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
delivered	delivered	vvn	delivered	deliver	0
to	to	p-acp	to	to	0
death	death	n1	death	death	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
offences	offences	n2	offences	offence	0
,	,	,	,	,	0
and	and	cc	and	and	0
become	become	vvi	become	become	0
the	the	dt	the	the	0
propitiation	propitiation	n1	propitiation	propitiation	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
sins	sins	n2	sins	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
being	being	vbg	being	be	0
raised	raised	vvn	raised	raise	0
again	again	av	again	again	0
and	and	cc	and	and	0
glorified	glorified	vvn	glorified	glorify	0
to	to	pc-acp	to	to	0
hold	hold	vvi	hold	hold	0
forth	forth	av	forth	forth	0
in	in	p-acp	in	in	0
and	and	cc	and	and	0
through	through	p-acp	through	through	0
him	him	pno31	him	he	0
unto	unto	p-acp	unto	unto	0
us	us	pno12	us	we	0
an	an	dt	and	a	0
im	im	pno31	im	he	0
∣	∣	sy	∣	∣	0
measurable	measurable	j	measurable	measurable	0
fulness	fulness	n1	fullness	fullness	0
of	of	pp-f	of	of	0
glory	glory	n1	glory	glory	0
and	and	cc	and	and	0
salvation	salvation	n1	salvation	salvation	0
?	?	?	?	?	1
And	And	cc	And	and	0
what	what	q-crq	what	what	0
might	might	vmd	might	may	0
God	God	np1	God	God	0
look	look	vvi	look	look	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
and	and	cc	and	and	0
challenge	challenge	vvi	challenge	challenge	0
at	at	p-acp	at	at	0
our	our	po12	our	our	0
hands	hands	n2	hands	hand	0
for	for	p-acp	for	for	0
so	so	av	so	so	0
great	great	j	great	great	0
goodness	goodness	n1	goodness	goodness	0
,	,	,	,	,	0
less	less	av-dc	less	less	0
then	then	cs	then	than	0
all	all	d	all	all	0
possible	possible	j	possible	possible	0
thankfulness	thankfulness	n1	thankfulness	thankfulness	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
chearful	chearful	j	cheerful	cheerful	0
ready	ready	j	ready	ready	0
receit	receit	n1	receipt	receit	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
and	and	cc	and	and	0
submission	submission	n1	submission	submission	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
?	?	?	?	?	0
but	but	cc-acp	but	but	0
alas	alas	uh	alas	alas	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
contrary	contrary	n-jn	contrary	contrary	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
returns	returns	n2	returns	return	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
findeth	findeth	vvz	finds	find	0
from	from	p-acp	from	from	0
men	men	n2	men	man	0
?	?	?	?	?	1
What	What	q-crq	What	what	0
is	is	vbz	is	be	0
there	there	a-acp	there	there	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
so	so	av	so	so	0
little	little	av-j	little	little	0
regarded	regarded	vvn	regarded	regard	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
much	much	av-d	much	much	0
neglected	neglected	vvn	neglected	neglect	0
as	as	p-acp	as	as	0
this	this	d	this	this	0
his	his	po31	his	his	0
Son	Son	n1	Son	son	0
?	?	?	?	?	0
what	what	q-crq	what	what	0
so	so	av	so	so	0
little	little	av-j	little	little	0
received	received	vvn	received	receive	0
and	and	cc	and	and	0
fed	fed	vvn	fed	feed	0
upon	upon	p-acp	upon	upon	0
by	by	p-acp	by	by	0
men	men	n2	men	man	0
?	?	?	?	?	1
Is	Is	vbz	Is	be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
preaching	preaching	vvg	preaching	preach	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Cross	Cross	n1	Cross	cross	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
become	become	vvn	become	become	0
foo	foo	n1	foe	foe	0
∣	∣	sy	∣	∣	0
lishness	lishness	n1	lishness	lishness	0
,	,	,	,	,	0
again	again	av	again	again	0
,	,	,	,	,	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
rude	rude	j	rude	rude	0
and	and	cc	and	and	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
phane	phane	n1	phane	phane	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Pharasaical	Pharasaical	j	Pharisaical	pharisaical	0
,	,	,	,	,	0
that	that	cst	that	that	0
establish	establish	vvb	establish	establish	0
to	to	p-acp	to	to	0
themselves	themselves	px32	themselves	themselves	0
a	a	dt	a	a	0
righteousness	righteousness	n1	righteousness	righteousness	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
own	own	d	own	own	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
which	which	r-crq	which	which	0
i	i	pns11	i	i	0
the	the	dt	the	the	0
most	most	ds	most	most	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
lamented	lamented	vvn	lamented	lament	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
have	have	vhb	have	have	0
tasted	tasted	vvn	tasted	taste	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
goodness	goodness	n1	goodness	goodness	0
,	,	,	,	,	0
and	and	cc	and	and	0
had	had	vhd	had	have	0
him	him	pno31	him	he	0
livelily	livelily	av-j	livelily	lively	0
set	set	vvn	set	set	0
orth	orth	av	orth	orth	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
:	:	:	:	:	0
even	even	av	even	even	0
many	many	d	many	many	0
such	such	d	such	such	0
have	have	vhb	have	have	0
crucified	crucified	vvn	crucified	crucify	0
im	im	pno31	im	he	0
to	to	p-acp	to	to	0
themselves	themselves	px32	themselves	themselves	0
afresh	afresh	av	afresh	afresh	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
obeyed	obeyed	vvn	obeyed	obey	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
so	so	av	so	so	0
far	far	av-j	far	far	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
cleave	cleave	vvi	cleave	cleave	0
with	with	p-acp	with	with	0
stedfast	stedfast	j	steadfast	steadfast	0
pur	pur	zz	pur	pur	0
∣	∣	sy	∣	∣	0
pose	pose	vvi	pose	pose	0
of	of	pp-f	of	of	0
heart	heart	n1	heart	heart	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
.	.	.	.	.	1
Many	Many	av-d	Many	many	0
that	that	d	that	that	0
have	have	vhb	have	have	0
received	received	vvn	received	receive	0
the	the	dt	the	the	0
tdings	tdings	n2	tdings	tding	0
of	of	pp-f	of	of	0
Christs	Christs	npg1	Christs	Christ	0
Death	Death	n1	Death	death	0
and	and	cc	and	and	0
Resurrection	Resurrection	n1	Resurrection	resurrection	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
sometimes	sometimes	av	sometime	sometime	0
the	the	dt	the	the	0
Israelites	Israelites	np2	Israelites	Israelite	0
the	the	dt	the	the	0
Manna	Manna	n1	Manna	manna	0
with	with	p-acp	with	with	0
joy	joy	n1	joy	joy	0
and	and	cc	and	and	0
admiration	admiration	n1	admiration	admiration	0
,	,	,	,	,	0
have	have	vhb	have	have	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
also	also	av	also	also	0
after	after	p-acp	after	after	0
a	a	dt	a	a	0
while	while	n1	while	while	0
grown	grown	vvn	grown	grow	0
weary	weary	j	weary	weary	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
light	light	j	light	light	0
bread	bread	n1	bred	bread	0
:	:	:	:	:	0
and	and	cc	and	and	0
their	their	po32	their	their	0
souls	souls	n2	souls	soul	0
have	have	vhb	have	have	0
loathed	loathed	vvn	loathed	loathe	0
him	him	pno31	him	he	0
,	,	,	,	,	0
and	and	cc	and	and	0
lusted	lusted	vvd	lusted	lust	0
after	after	p-acp	after	after	0
some	some	d	some	some	0
other	other	j-jn	other	other	0
thing	thing	n1	thing	thing	0
to	to	pc-acp	to	to	0
feed	feed	vvi	feed	feed	0
upon	upon	p-acp	upon	upon	0
,	,	,	,	,	0
that	that	cst	that	that	0
might	might	vmd	might	may	0
more	more	av-dc	more	more	0
puff	puff	n1	puff	puff	0
them	them	pno32	them	they	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
themselves	themselves	px32	themselves	themselves	0
,	,	,	,	,	0
and	and	cc	and	and	0
give	give	vvi	give	give	0
more	more	av-dc	more	more	0
sensual	sensual	j	sensual	sensual	0
satisfaction	satisfaction	n1	satisfaction	satisfaction	0
.	.	.	.	.	1
And	And	cc	And	and	0
alas	alas	uh	alas	alas	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
few	few	d	few	few	0
are	are	vbr	are	be	0
there	there	a-acp	there	there	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
more	more	n1	more	moor	0
or	or	cc	or	or	0
less	less	av-dc	less	less	0
tainted	tainted	vvn	tainted	taint	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
infection	infection	n1	infection	infection	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
there	there	pc-acp	there	there	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
an	an	dt	and	a	0
enoughness	enoughness	n1	enoughness	enoughness	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
&	&	cc	&	and	0
his	his	po31	his	his	0
Death	Death	n1	Death	death	0
,	,	,	,	,	0
Sacrifice	Sacrifice	n1	Sacrifice	sacrifice	0
,	,	,	,	,	0
and	and	cc	and	and	0
Mediation	Mediation	n1	Mediation	mediation	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
feed	feed	vvi	feed	feed	0
upon	upon	p-acp	upon	upon	0
:	:	:	:	:	0
Now	Now	av	Now	now	0
what	what	q-crq	what	what	0
more	more	n1	more	moor	0
just	just	j	just	just	0
with	with	p-acp	with	with	0
God	God	np1	God	God	0
,	,	,	,	,	0
then	then	av	then	then	0
that	that	cst	that	that	0
his	his	po31	his	his	0
so	so	av	so	so	0
great	great	j	great	great	0
love	love	n1	love	love	0
being	being	vbg	being	be	0
so	so	av	so	so	0
abrogated	abrogated	vvn	abrogated	abrogate	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
nothing	nothing	pix	nothing	nothing	0
set	set	vvn	set	set	0
by	by	p-acp	by	by	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
turn	turn	vvi	turn	turn	0
to	to	p-acp	to	to	0
jealousie	jealousie	n1	jealousy	jealousy	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
revenge	revenge	vvb	revenge	revenge	0
the	the	dt	the	the	0
injury	injury	n1	injury	injury	0
done	done	vdn	done	do	0
unto	unto	p-acp	unto	unto	0
his	his	po31	his	his	0
Son	Son	n1	Son	son	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
himself	himself	px31	himself	himself	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
heat	heat	n1	heat	heat	0
of	of	pp-f	of	of	0
indignation	indignation	n1	indignation	indignation	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
sending	sending	vvg	sending	send	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Israelites	Israelites	np2	Israelites	Israelite	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
offence	offence	n1	offence	offence	0
,	,	,	,	,	0
fiery	fiery	j	fiery	fiery	0
Serpents	Serpents	n2	Serpents	serpent	0
,	,	,	,	,	0
Numb	Numb	j	Numb	numb	0
.	.	.	.	.	1
21.	21.	crd	21.	21.	0
)	)	)	)	)	0
spirits	spirits	n2	spirits	spirit	0
of	of	pp-f	of	of	0
error	error	n1	error	error	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
delusion	delusion	n1	delusion	delusion	0
;	;	;	;	;	0
that	that	cst	that	that	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
received	received	vvd	received	receive	0
not	not	xx	not	not	0
the	the	dt	the	the	0
love	love	n1	love	love	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Truth	Truth	n1	Truth	truth	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
saved	saved	vvn	saved	save	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
had	had	vhd	had	have	0
pleasure	pleasure	n1	pleasure	pleasure	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
unrighteousness	unrighteousness	n1	unrighteousness	unrighteousness	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
disesteeming	disesteeming	vvg	disesteeming	disesteem	0
so	so	av	so	so	0
great	great	j	great	great	0
a	a	dt	a	a	0
witness	witness	n1	witness	witness	0
of	of	pp-f	of	of	0
love	love	n1	love	love	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
;	;	;	;	;	0
therefore	therefore	av	therefore	therefore	0
the	the	dt	the	the	0
efficacie	efficacie	n1	efficacy	efficacy	0
of	of	pp-f	of	of	0
error	error	n1	error	error	0
should	should	vmd	should	shall	0
infatuate	infatuate	j	infatuate	infatuate	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
carry	carry	vvi	carry	carry	0
them	them	pno32	them	they	0
headlong	headlong	av-j	headlong	headlong	0
into	into	p-acp	into	into	0
destruction	destruction	n1	destruction	destruction	0
;	;	;	;	;	0
the	the	dt	the	the	0
abuse	abuse	n1	abuse	abuse	0
and	and	cc	and	and	0
contempt	contempt	n1	contempt	contempt	0
of	of	pp-f	of	of	0
greatest	greatest	js	greatest	great	0
love	love	n1	love	love	0
deserving	deserving	vvg	deserving	deserve	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
revenged	revenged	vvn	revenged	revenge	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
severest	severest	js	severest	severe	0
condemnation	condemnation	n1	condemnation	condemnation	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
alas	alas	uh	alas	alas	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
Error	Error	n1	Error	error	0
hath	hath	vhz	hath	have	0
gotten	gotten	vvn	got	get	0
root	root	n1	root	root	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
many	many	d	many	many	0
are	are	vbr	are	be	0
there	there	a-acp	there	there	0
so	so	av	so	so	0
strongly	strongly	av-j	strongly	strong	0
giddified	giddified	vvn	giddified	giddify	0
therewith	therewith	av	therewith	therewith	0
,	,	,	,	,	0
