Most	Most	ds	Most	most	0
Honoured	Honoured	j-vvn	Honoured	honour	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
NOtwithstanding	NOtwithstanding	p-acp	NOtwithstanding	notwithstanding	0
the	the	dt	the	the	0
generall	generall	j	general	general	0
Dedication	Dedication	n1	Dedication	dedication	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Her	Her	po31	Her	her	0
∣	∣	sy	∣	∣	0
ball	ball	vvb	ball	ball	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
sind	sind	vvi	sind	find	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Foot	Foot	n1	Foot	foot	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Epistle	Epistle	n1	Epistle	epistle	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Reader	Reader	n1	Reader	reader	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
thought	thought	vvn	thought	think	0
it	it	pn31	it	it	0
absolutely	absolutely	av-j	absolutely	absolute	0
necessary	necessary	j	necessary	necessary	0
to	to	pc-acp	to	to	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
ply	ply	vvb	ply	ply	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Worship	Worship	n1	Worship	worship	0
in	in	p-acp	in	in	0
Particular	Particular	j-jn	Particular	particular	0
,	,	,	,	,	0
humbly	humbly	av-j	humbly	humble	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
seeching	seeching	vvg	seeching	seech	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
me	me	pno11	me	i	0
leave	leave	n1	leave	leave	0
to	to	pc-acp	to	to	0
commit	commit	vvi	commit	commit	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
more	more	av-dc	more	more	0
immediate	immediate	j	immediate	immediate	0
Protection	Protection	n1	Protection	protection	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
case	case	n1	case	case	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
meet	meet	vvi	meet	meet	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
malevolent	malevolent	j	malevolent	malevolent	0
Spirits	Spirits	n2	Spirits	spirit	0
,	,	,	,	,	0
that	that	cst	that	that	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
any	any	d	any	any	0
thoughts	thoughts	n2	thoughts	thought	0
to	to	pc-acp	to	to	0
cast	cast	vvi	cast	cast	0
forth	forth	av	forth	forth	0
their	their	po32	their	their	0
venemous	venemous	j	venomous	venomous	0
detractions	detractions	n2	detractions	detraction	0
and	and	cc	and	and	0
aspersions	aspersions	n2	aspersions	aspersion	0
upon	upon	p-acp	upon	upon	0
it	it	pn31	it	it	0
,	,	,	,	,	0
the	the	dt	the	the	0
Luster	Luster	n1	Luster	luster	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
name	name	n1	name	name	0
appearing	appearing	vvg	appearing	appear	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Front	Front	n1	Front	front	0
,	,	,	,	,	0
might	might	vmd	might	may	0
cause	cause	vvi	cause	cause	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
vanish	vanish	vvi	vanish	vanish	0
,	,	,	,	,	0
no	no	av-dx	no	no	0
otherwise	otherwise	av	otherwise	otherwise	0
then	then	av	then	then	0
the	the	dt	the	the	0
octurnall	octurnall	j	octurnall	octurnall	0
Spirits	Spirits	n2	Spirits	spirit	0
doe	doe	vdb	do	do	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
approach	approach	n1	approach	approach	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sunne	Sunne	n1	Sun	sun	0
.	.	.	.	.	1
That	That	d	That	that	0
which	which	r-crq	which	which	0
imboldened	imboldened	vvd	emboldened	embolden	0
me	me	pno11	me	i	0
,	,	,	,	,	0
though	though	cs	though	though	0
a	a	dt	a	a	0
stranger	stranger	n1	stranger	stranger	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
presume	presume	vvi	presume	presume	0
so	so	av	so	so	0
much	much	av-d	much	much	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
goodnesse	goodnesse	n1	goodness	goodness	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
generall	generall	j	general	general	0
repute	repute	n1	repute	repute	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
really	really	av-j	really	real	0
deserved	deserved	vvn	deserved	deserve	0
by	by	p-acp	by	by	0
those	those	d	those	those	0
propitious	propitious	j	propitious	propitious	0
Aspects	Aspects	n2	Aspects	aspect	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Noblenesse	Noblenesse	n1	Nobleness	nobleness	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Nature	Nature	n1	Nature	nature	0
hath	hath	vhz	hath	have	0
vouchsafed	vouchsafed	vvn	vouchsafed	vouchsafe	0
to	to	pc-acp	to	to	0
cast	cast	vvi	cast	cast	0
upon	upon	p-acp	upon	upon	0
those	those	d	those	those	0
,	,	,	,	,	0
that	that	cst	that	that	0
bend	bend	vvb	bend	bend	0
their	their	po32	their	their	0
endeavour	endeavour	n1	endeavour	endeavour	0
towards	towards	p-acp	towards	towards	0
the	the	dt	the	the	0
advancement	advancement	n1	advancement	advancement	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
designe	designe	n1	design	design	0
tending	tending	vvg	tending	tend	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
publique	publique	j	public	public	0
good	good	j	good	good	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
in	in	p-acp	in	in	0
order	order	n1	order	order	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
laudable	laudable	j	laudable	laudable	0
study	study	n1	study	study	0
of	of	pp-f	of	of	0
Physick	Physick	n1	Physic	physic	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
proved	proved	vvd	proved	prove	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
a	a	dt	a	a	0
good	good	j	good	good	0
Patriot	Patriot	n1	Patriot	patriot	0
,	,	,	,	,	0
aswell	aswell	av	aswell	aswell	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
those	those	d	those	those	0
happy	happy	j	happy	happy	0
discoveries	discoveries	n2	discoveries	discovery	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
communicated	communicated	vvn	communicated	communicate	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
World	World	n1	World	world	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
more	more	av-dc	more	more	0
especially	especially	av-j	especially	especial	0
in	in	p-acp	in	in	0
that	that	cst	that	that	0
rare	rare	j	rare	rare	0
cure	cure	n1	cure	cure	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gout	Gout	n1	Gout	gout	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
your	your	po22	your	your	0
Charity	Charity	n1	Charity	charity	0
hath	hath	vhz	hath	have	0
dispensed	dispensed	vvn	dispensed	dispense	0
with	with	p-acp	with	with	0
so	so	av	so	so	0
much	much	d	much	much	0
successe	successe	n1	success	success	0
and	and	cc	and	and	0
comfort	comfort	n1	comfort	comfort	0
to	to	p-acp	to	to	0
many	many	d	many	many	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
afflicted	afflicted	vvn	afflicted	afflict	0
with	with	p-acp	with	with	0
that	that	d	that	that	0
pain	pain	n1	pain	pain	0
∣	∣	sy	∣	∣	0
full	full	j	full	full	0
disease	disease	n1	disease	disease	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
as	as	c-acp	as	as	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
those	those	d	those	those	0
that	that	cst	that	that	0
follow	follow	vvb	follow	follow	0
military	military	j	military	military	0
imployments	imployments	n2	employments	employment	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
said	said	vvn	said	say	0
to	to	pc-acp	to	to	0
deserve	deserve	vvi	deserve	deserve	0
well	well	av	well	well	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Countries	Countries	n2	Countries	country	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
those	those	d	those	those	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
contemplative	contemplative	j	contemplative	contemplative	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
Life	Life	n1	Life	life	0
,	,	,	,	,	0
or	or	cc	or	or	0
lesse	lesse	av-dc	less	less	0
Corporally	Corporally	av-j	Corporally	corporal	0
active	active	j	active	active	0
do	do	n1	doe	do	0
lay	lay	vvd	lay	lie	0
out	out	av	out	out	0
their	their	po32	their	their	0
Parts	Parts	n2	Parts	part	0
,	,	,	,	,	0
and	and	cc	and	and	0
hazzard	hazzard	vvi	hazard	hazard	0
their	their	po32	their	their	0
Reputations	Reputations	n2	Reputations	reputation	0
by	by	p-acp	by	by	0
exposing	exposing	vvg	exposing	expose	0
their	their	po32	their	their	0
Labours	Labours	n2	Labours	labour	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
view	view	n1	view	view	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
censorious	censorious	j	censorious	censorious	0
multitude	multitude	n1	multitude	multitude	0
;	;	;	;	;	0
So	So	av	So	so	0
they	they	pns32	they	they	0
that	that	cst	that	that	0
protect	protect	vvb	protect	protect	0
the	the	dt	the	the	0
latter	latter	d	latter	latter	0
are	are	vbr	are	be	0
as	as	p-acp	as	as	0
worthily	worthily	av-j	worthily	worthy	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
commended	commended	vvn	commended	commend	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
that	that	cst	that	that	0
command	command	vvb	command	command	0
the	the	dt	the	the	0
former	former	j	former	former	0
.	.	.	.	.	1
And	And	cc	And	and	0
amongst	amongst	p-acp	among	among	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
Students	Students	n2	Students	student	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Herbarary	Herbarary	j-jn	Herbarary	herbarary	0
Art	Art	n1	Art	art	0
are	are	vbr	are	be	0
as	as	a-acp	as	as	0
profitable	profitable	j	profitable	profitable	0
Members	Members	n2	Members	member	0
as	as	c-acp	as	as	0
any	any	d	any	any	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
besides	besides	p-acp	beside	beside	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
Trumpets	Trumpets	n2	Trumpets	trumpet	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
setting	setting	vvg	setting	set	0
forth	forth	av	forth	forth	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
so	so	av	so	so	0
wonderfully	wonderfully	av-j	wonderfully	wonderful	0
in	in	p-acp	in	in	0
thsePraesentem	thsePraesentem	fw-la	thsePraesentem	thsepraesentem	0
{	{	{	{	{	0
que	que	fw-fr	que	que	0
}	}	}	}	}	0
refert	refert	fw-la	refert	refert	0
quaeli	quaeli	fw-la	quaeli	quaeli	0
∣	∣	sy	∣	∣	0
bet	bet	n1	bet	bet	0
herba	herba	fw-la	herba	herba	0
Deum	Deum	fw-la	Deum	deum	0
.	.	.	.	.	1
Vegetables	Vegetables	n2-jn	Vegetables	vegetable	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
also	also	av	also	also	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
,	,	,	,	,	0
called	called	vvd	called	call	0
the	the	dt	the	the	0
Handes	Handes	n2	Hands	hand	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
