THE	THE	dt	THE	the	0
Lord	Lord	n1	Lord	lord	0
our	our	po12	our	our	0
God	God	n1	God	god	0
(	(	(	(	(	0
right	right	j-jn	right	right	0
honorable	honorable	j	honourable	honourable	0
)	)	)	)	)	0
hauing	hauing	vhg	having	have	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
word	word	n1	word	word	0
,	,	,	,	,	0
created	created	vvn	created	create	0
Heauen	Heauen	n1	Heaven	heaven	0
and	and	cc	and	and	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
thinges	thinges	n2	things	thing	0
what	what	r-crq	what	what	0
soeuer	soeuer	av	soever	soever	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
comfort	comfort	n1	comfort	comfort	0
and	and	cc	and	and	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
Man	Man	n1	Man	man	0
:	:	:	:	:	0
the	the	dt	the	the	0
last	last	ord	last	last	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
other	other	n-jn	other	other	0
(	(	(	(	(	0
euen	euen	av-j	even	even	0
the	the	dt	the	the	0
sixt	sixt	ord	sixt	sixth	0
daye	daye	n1	day	day	0
)	)	)	)	)	0
made	made	vvd	made	make	0
Man	Man	n1	Man	man	0
after	after	p-acp	after	after	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
similitude	similitude	n1	similitude	similitude	0
and	and	cc	and	and	0
likenesse	likenesse	n1	likeness	likeness	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
he	he	pns31	he	he	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
glorified	glorified	vvn	glorified	glorify	0
aboue	aboue	p-acp	above	above	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
Creatures	Creatures	n2	Creatures	creature	0
.	.	.	.	.	1
And	And	cc	And	and	0
therfore	therfore	av	therefore	therefore	0
,	,	,	,	,	0
wheras	wheras	cs	whereas	whereas	0
in	in	p-acp	in	in	0
making	making	vvg	making	make	0
of	of	pp-f	of	of	0
other	other	j-jn	other	other	0
thinges	thinges	n2	things	thing	0
,	,	,	,	,	0
he	he	pns31	he	he	0
vsed	vsed	vvd	used	use	0
onely	onely	av-j	only	only	0
this	this	d	this	this	0
Woord	Woord	n1	Word	word	0
,	,	,	,	,	0
FIANT	FIANT	j	FIANT	fiant	0
,	,	,	,	,	0
be	be	vbb	be	be	0
they	they	pns32	they	they	0
made	made	vvn	made	make	0
,	,	,	,	,	0
or	or	cc	or	or	0
let	let	vvb	let	let	0
them	them	pno32	them	they	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
:	:	:	:	:	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
came	came	vvd	came	come	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
Man	Man	n1	Man	man	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
