My	My	po11	My	my	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
THE	THE	dt	THE	the	0
Idea	Idea	n1	Idea	idea	0
and	and	cc	and	and	0
Plan	Plan	np1	Plan	Plan	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Royal-Society	Royal-Society	n1	Royal-Society	royal-society	0
,	,	,	,	,	0
ha	ha	uh	would	ha	0
∣	∣	sy	∣	∣	0
ving	ving	vhg	ving	ve	0
been	been	vbn	been	be	0
first	first	ord	first	first	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
ceiv'd	ceiv'd	j	ceived	ceived	0
and	and	cc	and	and	0
delineated	delineated	vvn	delineated	delineate	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
Great	Great	j	Great	great	0
and	and	cc	and	and	0
Learned	Learned	j	Learned	learned	0
Chancel	Chancel	n1	Chancel	chancel	0
∣	∣	sy	∣	∣	0
lor	lor	n1	lor	lor	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
High	High	j	High	high	0
Office	Office	n1	Office	office	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
deservedly	deservedly	av-vvn	deservedly	deserve	0
bears	bears	vvz	bears	bear	0
;	;	;	;	;	0
not	not	xx	not	not	0
as	as	p-acp	as	as	0
an	an	dt	and	a	0
Acquisition	Acquisition	n1	Acquisition	acquisition	0
of	of	pp-f	of	of	0
For	For	p-acp	For	for	0
∣	∣	sy	∣	∣	0
tune	tune	n1	tune	tune	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
your	your	po22	your	your	0
Intellectual	Intellectual	j	Intellectual	intellectual	0
Endowments	Endowments	n2	Endowments	endowment	0
;	;	;	;	;	0
Conspicuous	Conspicuous	j	Conspicuous	conspicuous	0
(	(	(	(	(	0
among	among	p-acp	among	among	0
other	other	j-jn	other	other	0
Excellencies	Excellencies	n2	Excellencies	excellency	0
)	)	)	)	)	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Inclination	Inclination	n1	Inclination	inclination	0
Your	Your	po22	Your	your	0
Lord	Lord	n1	Lord	lord	0
∣	∣	sy	∣	∣	0
ship	ship	n1	ship	ship	0
discovers	discovers	vvz	discovers	discover	0
to	to	pc-acp	to	to	0
promote	promote	vvi	promote	promote	0
Na	Na	fw-mi	Na	na	0
∣	∣	sy	∣	∣	0
tural	tural	j	tural	tural	0
Knowledge	Knowledge	n1	Knowledge	knowledge	0
:	:	:	:	:	0
As	As	c-acp	As	as	0
it	it	pn31	it	it	0
justi	justi	n1	justi	justi	0
∣	∣	sy	∣	∣	0
fies	fies	zz	fies	fies	0
the	the	dt	the	the	0
Discernment	Discernment	n1	Discernment	discernment	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Assembly	Assembly	n1	Assembly	assembly	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
pitch	pitch	vvi	pitch	pitch	0
upon	upon	p-acp	upon	upon	0
Your	Your	po22	Your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
President	President	n1	President	precedent	0
,	,	,	,	,	0
so	so	av	so	so	0
does	does	vdz	does	do	0
it	it	pn31	it	it	0
no	no	xx	not	not	0
less	less	av-dc	less	less	0
discover	discover	vvi	discover	discover	0
the	the	dt	the	the	0
Candor	Candor	n1	Candor	candour	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
I	I	pns11	I	i	0
presume	presume	vvb	presume	presume	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
the	the	dt	the	the	0
Sublimity	Sublimity	n1	Sublimity	sublimity	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Mind	Mind	n1	Mind	mind	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
generously	generously	av-j	generously	generous	0
honoring	honoring	vvg	honouring	honour	0
them	them	pno32	them	they	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
Acceptance	Acceptance	n1	Acceptance	acceptance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Choice	Choice	n1	Choice	choice	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
made	made	vvn	made	make	0
.	.	.	.	.	1
A	A	dt	A	a	0
Chancellor	Chancellor	n1	Chancellor	chancellor	0
,	,	,	,	,	0
Lord	Lord	n1	Lord	lord	0
Viscount	Viscount	np1	Viscount	Viscount	0
Brounc	Brounc	fw-la	Brounc	brounc	0
∣	∣	sy	∣	∣	0
ker	ker	n1	ker	ker	0
,	,	,	,	,	0
Chan	Chan	np1	Chan	Chan	0
∣	∣	sy	∣	∣	0
cellor	cellor	n1	cellor	cellor	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Late	Late	j	Late	late	0
Qu.	Qu.	n1	Qu.	queen	0
Consort	Consort	n1	Consort	consort	0
,	,	,	,	,	0
now	now	av	now	now	0
Dowa	Dowa	np1	Dowa	Dowa	0
∣	∣	sy	∣	∣	0
ger	ger	pno31	her	she	0
.	.	.	.	.	1
The	The	dt	The	the	0
Right	Right	j-jn	Right	right	0
Honourable	Honourable	j	Honourable	honourable	0
Cha.	Cha.	np1	Cha.	Cha.	0
Mon	Mon	fw-fr	Mon	mon	0
∣	∣	sy	∣	∣	0
tague	tague	n1	tague	tague	0
,	,	,	,	,	0
Esq	Esq	np1	Esq	Esq	0
;	;	;	;	;	0
Chancellor	Chancellor	n1	Chancellor	chancellor	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Ex	Ex	fw-la	Ex	ex	0
∣	∣	sy	∣	∣	0
chequer	chequer	n1	chequer	chequer	0
.	.	.	.	.	0
and	and	cc	and	and	0
a	a	dt	a	a	0
very	very	j	very	very	0
Learned	Learned	j	Learned	learned	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
First	First	ord	First	first	0
who	who	r-crq	who	who	0
honoured	honoured	vvd	honoured	honour	0
the	the	dt	the	the	0
Chair	Chair	n1	Chair	chair	0
;	;	;	;	;	0
and	and	cc	and	and	0
a	a	av	a	a	0
no	no	dx	no	no	0
less	less	av-dc	less	less	0
Honorable	Honorable	j	Honourable	honourable	0
and	and	cc	and	and	0
Learned	Learned	j	Learned	learned	0
Chancellor	Chancellor	n1	Chancellor	chancellor	0
,	,	,	,	,	0
resigns	resigns	vvz	resigns	resign	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
:	:	:	:	:	0
So	So	av	So	so	0
as	as	c-acp	as	as	0
after	after	p-acp	after	after	0
all	all	d	all	all	0
the	the	dt	the	the	0
Difficulties	Difficulties	n2	Difficulties	difficulty	0
and	and	cc	and	and	0
Hardships	Hardships	n2	Hardships	hardship	0
the	the	dt	the	the	0
Society	Society	n1	Society	society	0
has	has	vhz	has	have	0
hi	hi	uh	him	hi	0
∣	∣	sy	∣	∣	0
therto	therto	av	thereto	thereto	0
gone	gone	vvn	gone	go	0
through	through	p-acp	through	through	0
;	;	;	;	;	0
it	it	pn31	it	it	0
has	has	vhz	has	have	0
thro'	thro'	p-acp	through	through	0
the	the	dt	the	the	0
Favour	Favour	n1	Favour	favour	0
and	and	cc	and	and	0
Prote	Prote	np1	Prote	Prote	0
∣	∣	sy	∣	∣	0
ction	ction	zz	ction	ction	0
of	of	pp-f	of	of	0
its	its	po31	its	its	0
Presidents	Presidents	n2	Presidents	president	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
preserv'd	preserv'd	vvn	preserved	preserve	0
its	its	po31	its	its	0
Reputation	Reputation	n1	Reputation	reputation	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Malevolence	Malevolence	n1	Malevolence	malevolence	0
of	of	pp-f	of	of	0
Enemies	Enemies	n2	Enemies	enemy	0
and	and	cc	and	and	0
Detractors	Detractors	n2	Detractors	detractor	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
gone	gone	vvn	gone	go	0
on	on	p-acp	on	on	0
Culminating	Culminating	vvg	Culminating	culminate	0
,	,	,	,	,	0
and	and	cc	and	and	0
now	now	av	now	now	0
Triumphantly	Triumphantly	av-j	Triumphantly	triumphant	0
in	in	p-acp	in	in	0
Your	Your	po22	Your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
:	:	:	:	:	0
Under	Under	p-acp	Under	under	0
whose	whose	r-crq	whose	who	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
pitious	pitious	j	piteous	piteous	0
Influence	Influence	n1	Influence	influence	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
swaded	swaded	vvd	swaded	swade	0
,	,	,	,	,	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
promise	promise	vvi	promise	promise	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
That	That	cst	That	that	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
indeed	indeed	av	indeed	indeed	0
has	has	vhz	has	have	0
hitherto	hitherto	av	hitherto	hitherto	0
been	been	vbn	been	be	0
wanting	wanting	vvg	wanting	want	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
justifie	justifie	vvi	justify	justify	0
the	the	dt	the	the	0
Glorious	Glorious	j	Glorious	glorious	0
Title	Title	n1	Title	title	0
it	it	pn31	it	it	0
bears	bears	vvz	bears	bear	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
ROYAL	ROYAL	j	ROYAL	royal	0
SOCIE	SOCIE	n1	SOCIE	socie	0
∣	∣	sy	∣	∣	0
TY	TY	n1	TY	tie	0
.	.	.	.	.	1
The	The	dt	The	the	0
Emancipating	Emancipating	vvg	Emancipating	emancipate	0
it	it	pn31	it	it	0
from	from	p-acp	from	from	0
some	some	d	some	some	0
Remaining	Remaining	vvg	Remaining	remain	0
and	and	cc	and	and	0
Discouraging	Discouraging	vvg	Discouraging	discourage	0
Circumstances	Circumstances	n2	Circumstances	circumstance	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
it	it	pn31	it	it	0
as	as	a-acp	as	as	0
yet	yet	av	yet	yet	0
labours	labours	vvz	labours	labour	0
under	under	p-acp	under	under	0
;	;	;	;	;	0
among	among	p-acp	among	among	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Pre	Pre	np1	Pre	Pre	0
∣	∣	sy	∣	∣	0
carious	carious	j	carious	carious	0
and	and	cc	and	and	0
unsteady	unsteady	j	unsteady	unsteady	0
Abode	Abode	vvd	Abided	abide	0
,	,	,	,	,	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
least	least	ds	least	least	0
.	.	.	.	.	1
This	This	d	This	this	0
Honor	Honor	n1	Honour	honour	0
was	was	vbds	was	be	0
reserv'd	reserv'd	vvn	reserved	reserve	0
for	for	p-acp	for	for	0
Your	Your	po22	Your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
;	;	;	;	;	0
and	and	cc	and	and	0
an	an	dt	and	a	0
Honor	Honor	n1	Honour	honour	0
,	,	,	,	,	0
permit	permit	vvb	permit	permit	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
call	call	vvi	call	call	0
it	it	pn31	it	it	0
,	,	,	,	,	0
not	not	xx	not	not	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
unworthy	unworthy	j	unworthy	unworthy	0
the	the	dt	the	the	0
Own	Own	d	Own	own	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Greatest	Greatest	js	Greatest	great	0
Person	Person	n1	Person	person	0
living	living	vvg	living	live	0
:	:	:	:	:	0
Namely	Namely	av	Namely	namely	0
,	,	,	,	,	0
the	the	dt	the	the	0
Esta	Esta	fw-es	Esta	esta	0
∣	∣	sy	∣	∣	0
blishing	blishing	n-vvg	blishing	blish	0
and	and	cc	and	and	0
Promoting	Promoting	j-vvg	Promoting	promote	0
Real	Real	j	Real	real	0
Knowledge	Knowledge	n1	Knowledge	knowledge	0
;	;	;	;	;	0
and	and	cc	and	and	0
(	(	(	(	(	0
next	next	ord	next	next	0
to	to	p-acp	to	to	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
Divine	Divine	j-jn	Divine	divine	0
)	)	)	)	)	0
truly	truly	av-j	truly	true	0
so	so	av	so	so	0
called	called	vvn	called	call	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
far	far	av-j	far	far	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Humane	Humane	j	Humane	humane	0
Na	Na	fw-mi	Na	na	0
∣	∣	sy	∣	∣	0
ture	ture	av	ture	ture	0
extends	extends	vvz	extends	extend	0
towards	towards	p-acp	towards	towards	0
the	the	dt	the	the	0
Knowledge	Knowledge	n1	Knowledge	knowledge	0
of	of	pp-f	of	of	0
Nature	Nature	n1	Nature	nature	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
enlarging	enlarging	vvg	enlarging	enlarge	0
her	her	po31	her	her	0
Empire	Empire	n1	Empire	empire	0
beyond	beyond	p-acp	beyond	beyond	0
the	the	dt	the	the	0
