HAuing	HAuing	vhg	Having	have	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
taken	taken	vvn	taken	take	0
no	no	dx	no	no	0
small	small	j	small	small	0
comfort	comfort	n1	comfort	comfort	0
(	(	(	(	(	0
good	good	j	good	good	0
Chri	Chri	n1	Chri	chri	0
∣	∣	sy	∣	∣	0
stian	stian	n1	stian	stian	0
Reader	Reader	n1	Reader	reader	0
)	)	)	)	)	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
reading	reading	n-vvg	reading	read	0
and	and	cc	and	and	0
pervsing	pervsing	vvg	perusing	peruse	0
of	of	pp-f	of	of	0
diuers	diuers	j	diverse	diverse	0
verie	verie	av	very	very	0
godlie	godlie	j	godly	godly	0
,	,	,	,	,	0
learned	learned	j	learned	learned	0
,	,	,	,	,	0
and	and	cc	and	and	0
duiine	duiine	j	duiine	duiine	0
treatises	treatises	n2	treatises	treatise	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
medi	medi	fw-la	medi	medi	0
∣	∣	sy	∣	∣	0
tations	tations	n2	tations	tation	0
and	and	cc	and	and	0
praier	praier	n1	prayer	prayer	0
,	,	,	,	,	0
made	made	vvn	made	make	0
by	by	p-acp	by	by	0
sundrie	sundrie	j	sundry	sundry	0
right	right	j-jn	right	right	0
famous	famous	j	famous	famous	0
Queenes	Queenes	n2	Queens	queen	0
,	,	,	,	,	0
noble	noble	j	noble	noble	0
Ladies	Ladies	n2	Ladies	lady	0
,	,	,	,	,	0
vertuous	vertuous	j	virtuous	virtuous	0
Virgins	Virgins	n2	Virgins	virgin	0
,	,	,	,	,	0
and	and	cc	and	and	0
god	god	n1	god	god	0
∣	∣	sy	∣	∣	0
lie	lie	vvb	lie	lie	0
Gentlewomen	Gentlewomen	n2	Gentlewomen	gentlewoman	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
ages	ages	n2	ages	age	0
(	(	(	(	(	0
who	who	r-crq	who	who	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
themselues	themselues	px32	themselves	themselves	0
woorthie	woorthie	j	worthy	worthy	0
paternes	paternes	n2	patterns	pattern	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
pietie	pietie	n1	piety	piety	0
,	,	,	,	,	0
godlinesse	godlinesse	n1	godliness	godliness	0
,	,	,	,	,	0
and	and	cc	and	and	0
religi	religi	fw-la	religi	religi	0
∣	∣	sy	∣	∣	0
on	on	zz	on	on	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
sex	sex	n1	sex	sex	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
common	common	j	common	common	0
benefit	benefit	n1	benefit	benefit	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
countrie	countrie	n1	country	country	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
ceased	ceased	vvn	ceased	cease	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
carefull	carefull	j	careful	careful	0
industrie	industrie	n1	industry	industry	0
and	and	cc	and	and	0
earnest	earnest	j	earnest	earnest	0
indeuour	indeuour	n1	endeavour	endeavour	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
painfullie	painfullie	av-j	painfully	painful	0
and	and	cc	and	and	0
diligentlie	diligentlie	av-j	diligently	diligent	0
in	in	p-acp	in	in	0
great	great	j	great	great	0
feruencie	feruencie	n1	fervency	fervency	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
,	,	,	,	,	0
and	and	cc	and	and	0
zeale	zeale	n1	zeal	zeal	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
euen	euen	av	even	even	0
from	from	p-acp	from	from	0
their	their	po32	their	their	0
tender	tender	j	tender	tender	0
&	&	cc	&	and	0
maidenlie	maidenlie	j	maidenly	maidenly	0
yeeres	yeeres	n2	years	year	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
spend	spend	vvi	spend	spend	0
their	their	po32	their	their	0
time	time	n1	time	time	0
,	,	,	,	,	0
their	their	po32	their	their	0
wits	wits	n2	wits	wit	0
,	,	,	,	,	0
their	their	po32	their	their	0
substance	substance	n1	substance	substance	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
their	their	po32	their	their	0
bodies	bodies	n2	bodies	body	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
studies	studies	n2	studies	study	0
of	of	pp-f	of	of	0
noble	noble	j	noble	noble	0
and	and	cc	and	and	0
approoued	approoued	j-vvn	approved	approve	0
sciences	sciences	n2	sciences	science	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
compiling	compiling	vvg	compiling	compile	0
and	and	cc	and	and	0
translating	translating	n-vvg	translating	translate	0
of	of	pp-f	of	of	0
sundrie	sundrie	j	sundry	sundry	0
most	most	av-ds	most	most	0
christian	christian	njp	christian	christian	0
and	and	cc	and	and	0
godlie	godlie	j	godly	godly	0
bookes	bookes	n2	books	book	0
:	:	:	:	:	0
a	a	dt	a	a	0
tast	tast	n1	taste	taste	0
whereof	whereof	c-crq	whereof	whereof	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
here	here	av	here	here	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
second	second	ord	second	second	0
Lampe	Lampe	n1	Lamp	lamp	0
)	)	)	)	)	0
as	as	c-acp	as	as	0
namelie	namelie	av	namely	namely	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
the	the	dt	the	the	0
godlie	godlie	j	godly	godly	0
and	and	cc	and	and	0
learned	learned	j	learned	learned	0
treatise	treatise	n1	treatise	treatise	0
called	called	vvd	called	call	0
The	The	dt	The	the	0
lamentation	lamentation	n1	lamentation	lamentation	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
sinner	sinner	n1	sinner	sinner	0
,	,	,	,	,	0
written	written	vvn	written	write	0
long	long	av-j	long	long	0
since	since	a-acp	since	since	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
vertuous	vertuous	j	virtuous	virtuous	0
Ladie	Ladie	n1	Lady	lady	0
Queene	Queene	n1	Queen	queen	0
Katherin	Katherin	np1	Katherin	Katherine	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
cellencie	cellencie	n1	cellencie	cellencie	0
thereof	thereof	av	thereof	thereof	0
was	was	vbds	was	be	0
first	first	ord	first	first	0
published	published	vvn	published	publish	0
in	in	p-acp	in	in	0
print	print	n1	print	print	0
by	by	p-acp	by	by	0
Sir	Sir	n1	Sir	sir	0
William	William	np1	William	William	0
Cicill	Cicill	np1	Cicill	Cicill	0
,	,	,	,	,	0
now	now	av	now	now	0
the	the	dt	the	the	0
right	right	j-jn	right	right	0
Honourable	Honourable	j	Honourable	honourable	0
Lord	Lord	n1	Lord	lord	0
Treasurer	Treasurer	n1	Treasurer	treasurer	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
verie	verie	j	very	very	0
godlie	godlie	j	godly	godly	0
,	,	,	,	,	0
learned	learned	j	learned	learned	0
,	,	,	,	,	0
and	and	cc	and	and	0
eloquent	eloquent	j	eloquent	eloquent	0
Epistle	Epistle	n1	Epistle	epistle	0
therevnto	therevnto	av	thereunto	thereunto	0
prefixed	prefixed	vvn	prefixed	prefix	0
,	,	,	,	,	0
and	and	cc	and	and	0
here	here	av	here	here	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
edition	edition	n1	edition	edition	0
now	now	av	now	now	0
inser	inser	fw-la	inser	inser	0
∣	∣	sy	∣	∣	0
ted	ted	n1	ted	ted	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
Gods	Gods	ng1	Gods	god	0
glorie	glorie	n1	glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
high	high	j	high	high	0
commendation	commendation	n1	commendation	commendation	0
doth	doth	vdz	does	do	0
and	and	cc	and	and	0
may	may	vmb	may	may	0
appeere	appeere	vvi	appear	appear	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
espe	espe	fw-fr	espe	espe	0
∣	∣	sy	∣	∣	0
ciallie	ciallie	av-j	ciallie	ciallie	0
and	and	cc	and	and	0
aboue	aboue	p-acp	above	above	0
all	all	d	all	all	0
,	,	,	,	,	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
diuine	diuine	j-jn	divine	divine	0
,	,	,	,	,	0
learned	learned	j	learned	learned	0
,	,	,	,	,	0
and	and	cc	and	and	0
godlie	godlie	j	godly	godly	0
treatise	treatise	n1	treatise	treatise	0
intituled	intituled	vvn	entitled	entitle	0
The	The	dt	The	the	0
Queenes	Queenes	ng1	Queens	queen	0
meditation	meditation	n1	meditation	meditation	0
,	,	,	,	,	0
written	written	vvn	written	write	0
first	first	ord	first	first	0
in	in	p-acp	in	in	0
French	French	jp	French	french	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
vertuous	vertuous	j	virtuous	virtuous	0
Ladie	Ladie	n1	Lady	lady	0
Margaret	Margaret	np1	Margaret	Margaret	0
Queene	Queene	n1	Queen	queen	0
of	of	pp-f	of	of	0
Nauar	Nauar	np1	Nauar	Navarre	0
,	,	,	,	,	0
and	and	cc	and	and	0
after	after	p-acp	after	after	0
