AFter	AFter	p-acp	AFter	after	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
Englyshed	Englyshed	vvn	Englished	english	0
thys	thys	d	this	this	0
Frenche	Frenche	jp	French	french	0
boke	boke	n1	book	book	0
incretyng	incretyng	vvg	incretyng	incretyng	0
very	very	av	very	very	0
eligantly	eligantly	av-j	eligantly	eligant	0
and	and	cc	and	and	0
compendi	compendi	fw-la	compendi	compendi	0
∣	∣	sy	∣	∣	0
ously	ously	av-j	ously	ous	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Ciuilitie	Ciuilitie	n1	Civility	civility	0
and	and	cc	and	and	0
good	good	j	good	good	0
maners	maners	n2	manners	manner	0
of	of	pp-f	of	of	0
chyldehod	chyldehod	n1	chyldehod	chyldehod	0
and	and	cc	and	and	0
howe	howe	q-crq	how	how	0
chyldren	chyldren	n2	children	child	0
should	should	vmd	should	shall	0
behaue	behaue	vvi	behave	behave	0
them	them	pno32	them	they	0
selues	selues	n2	selves	self	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Table	Table	n1	Table	table	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Scole	Scole	n1	Scole	school	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Chamber	Chamber	n1	Chamber	chamber	0
,	,	,	,	,	0
after	after	p-acp	after	after	0
Dyner	Dyner	n1	Dinner	dinner	0
and	and	cc	and	and	0
Supper	Supper	n1	Supper	supper	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
commen	commen	j	come	common	0
and	and	cc	and	and	0
pryuate	pryuate	j	private	private	0
Assembles	Assembles	vvz	Assembles	assemble	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
honorable	honorable	j	honourable	honourable	0
and	and	cc	and	and	0
pri	pri	zz	pri	pri	0
∣	∣	sy	∣	∣	0
uate	uate	vvb	vate	vate	0
persones	persones	n2	persons	person	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
theyr	theyr	po32	their	their	0
Parents	Parents	n2	Parents	parent	0
and	and	cc	and	and	0
Sco	Sco	fw-es	Sco	sco	0
∣	∣	sy	∣	∣	0
lemaysters	lemaysters	n2	lemaysters	lemayster	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
Authours	Authours	n2	Authors	author	0
they	they	pns32	they	they	0
shoulde	shoulde	vmd	should	shall	0
rede	rede	vvi	rede	read	0
,	,	,	,	,	0
&	&	cc	&	and	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
repete	repete	fw-it	repete	repete	0
thē	thē	pno32	them	they	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
raimēt	raimēt	n1	raiment	raiment	0
thei	thei	pns32	they	they	0
should	should	vmd	should	shall	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
howe	howe	c-crq	how	how	0
to	to	pc-acp	to	to	0
vse	vse	vvi	use	use	0
it	it	pn31	it	it	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
dy	dy	n1	die	die	0
∣	∣	sy	∣	∣	0
ligence	ligence	n1	ligence	ligence	0
they	they	pns32	they	they	0
shulde	shulde	vmd	should	shall	0
vse	vse	vvi	use	use	0
in	in	p-acp	in	in	0
theyre	theyre	po32	their	their	0
study	study	n1	study	study	0
and	and	cc	and	and	0
whan	whan	c-crq	when	when	0
they	they	pns32	they	they	0
shulde	shulde	vmd	should	shall	0
study	study	vvi	study	study	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
semelye	semelye	j	seemly	seemly	0
and	and	cc	and	and	0
manerly	manerly	j	mannerly	mannerly	0
contenaunce	contenaunce	n1	countenance	countenance	0
of	of	pp-f	of	of	0
face	face	n1	face	face	0
gesture	gesture	n1	gesture	gesture	0
of	of	pp-f	of	of	0
hand	hand	n1	hand	hand	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
hole	hole	n1	hold	hole	0
body	body	n1	body	body	0
should	should	vmd	should	shall	0
become	become	vvi	become	become	0
them	them	pno32	them	they	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
recreation	recreation	n1	recreation	recreation	0
and	and	cc	and	and	0
pastyme	pastyme	n1	pastime	pastime	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
playes	playes	n2	plays	play	0
they	they	pns32	they	they	0
shoulde	shoulde	vmd	should	shall	0
vse	vse	vvi	use	use	0
and	and	cc	and	and	0
refuse	refuse	vvi	refuse	refuse	0
,	,	,	,	,	0
and	and	cc	and	and	0
wyth	wyth	p-acp	with	with	0
whom	whom	ro-crq	whom	who	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
playe	playe	vvi	play	play	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
they	they	pns32	they	they	0
oughte	oughte	vmd	ought	ought	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
,	,	,	,	,	0
or	or	cc	or	or	0
euer	euer	av	ever	ever	0
they	they	pns32	they	they	0
prepare	prepare	vvb	prepare	prepare	0
them	them	pno32	them	they	0
selues	selues	n2	selves	self	0
to	to	pc-acp	to	to	0
go	go	vvi	go	go	0
to	to	p-acp	to	to	0
theyr	theyr	po32	their	their	0
reste	reste	n1	rest	rest	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
thei	thei	pns32	they	they	0
should	should	vmd	should	shall	0
afterwardes	afterwardes	av	afterwards	afterwards	0
record	record	vvi	record	record	0
&	&	cc	&	and	0
imagine	imagine	vvi	imagine	imagine	0
wyth	wyth	p-acp	with	with	0
manyfold	manyfold	j	manifold	manifold	0
other	other	j-jn	other	other	0
thynges	thynges	n2	things	thing	0
very	very	av	very	very	0
mete	mete	j	meet	meet	0
and	and	cc	and	and	0
necessarye	necessarye	j	necessary	necessary	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
educacion	educacion	n1	education	education	0
and	and	cc	and	and	0
eru	eru	n2	erum	erum	0
∣	∣	sy	∣	∣	0
dition	dition	n1	dition	dition	0
of	of	pp-f	of	of	0
children	children	n2	children	child	0
.	.	.	.	.	1
I	I	pns11	I	i	0
wyth	wyth	p-acp	with	with	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
reuol	reuol	fw-it	reuol	reuol	0
∣	∣	sy	∣	∣	0
uynge	uynge	j	uynge	uynge	0
and	and	cc	and	and	0
remembrynge	remembrynge	vvg	remembering	remember	0
how	how	c-crq	how	how	0
rusticallye	rusticallye	av-j	rusticallye	rusticallye	0
and	and	cc	and	and	0
rudely	rudely	av-j	rudely	rude	0
the	the	dt	the	the	0
chyldren	chyldren	n2	children	child	0
of	of	pp-f	of	of	0
thys	thys	d	this	this	0
noble	noble	j	noble	noble	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
alme	alme	n1	alm	alm	0
of	of	pp-f	of	of	0
Englande	Englande	np1	Englande	England	0
in	in	p-acp	in	in	0
moste	moste	ds	most	most	0
places	places	n2	places	place	0
be	be	vbb	be	be	0
broughte	broughte	vvn	brought	bring	0
up	up	a-acp	up	up	0
,	,	,	,	,	0
beynge	beynge	vbg	being	be	0
ignorant	ignorant	j	ignorant	ignorant	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
good	good	j	good	good	0
maners	maners	n2	manners	manner	0
,	,	,	,	,	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
no	no	xx	not	not	0
lost	lost	vvn	lost	lose	0
time	time	n1	time	time	0
nor	nor	ccx	nor	nor	0
labor	labor	n1	labour	labour	0
to	to	pc-acp	to	to	0
translate	translate	vvi	translate	translate	0
thys	thys	d	this	this	0
lytle	lytle	j	little	little	0
booke	booke	n1	book	book	0
in	in	p-acp	in	in	0
to	to	p-acp	to	to	0
Eng	Eng	np1	Eng	Eng	0
∣	∣	sy	∣	∣	0
lyshe	lyshe	j	lyshe	lyshe	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
crudicion	crudicion	n1	crudicion	crudicion	0
of	of	pp-f	of	of	0
chyldren	chyldren	n2	children	child	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
dedicate	dedicate	vvi	dedicate	dedicate	0
the	the	dt	the	the	0
same	same	d	same	same	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
chylde	chylde	n1	child	child	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
a	a	dt	a	a	0
spectacle	spectacle	n1	spectacle	spectacle	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
chyldren	chyldren	n2	children	child	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
good	good	j	good	good	0
ciui	ciui	fw-la	ciui	ciui	0
∣	∣	sy	∣	∣	0
litie	litie	n1	litie	litie	0
and	and	cc	and	and	0
pure	pure	j	pure	pure	0
maners	maners	n2	manners	manner	0
where	where	c-crq	where	where	0
wyth	wyth	p-acp	with	with	0
ye	ye	pn22	you	you	0
doe	doe	vdb	do	do	0
manifestlye	manifestlye	av-j	manifestly	manifest	0
shewe	shewe	vvi	show	show	0
where	where	c-crq	where	where	0
&	&	cc	&	and	0
vnder	vnder	p-acp	under	under	0
whose	whose	rg-crq	whose	who	0
wynge	wynge	n1	wing	wing	0
ye	ye	pn22	you	you	0
haue	haue	vhb	have	have	0
bene	bene	vbn	be	be	0
nourished	nourished	vvn	nourished	nourish	0
&	&	cc	&	and	0
brought	brought	vvn	brought	bring	0
vppe	vppe	a-acp	up	up	0
,	,	,	,	,	0
that	that	cst	that	that	0
vnder	vnder	p-acp	under	under	0
the	the	dt	the	the	0
ferula	ferula	fw-la	ferula	ferula	0
and	and	cc	and	and	0
wynge	wynge	n1	wing	wing	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
father	father	n1	father	father	0
,	,	,	,	,	0
a	a	dt	a	a	0
lerned	lerned	j	learned	learned	0
and	and	cc	and	and	0
a	a	dt	a	a	0
noble	noble	j	noble	noble	0
man	man	n1	man	man	0
,	,	,	,	,	0
adurned	adurned	vvn	adurned	adurn	0
wyth	wyth	p-acp	with	with	0
all	all	d	all	all	0
humanite	humanite	n1	humanity	humanity	0
and	and	cc	and	and	0
vertue	vertue	n1	virtue	virtue	0
,	,	,	,	,	0
wyth	wyth	p-acp	with	with	0
all	all	d	all	all	0
ciuilitie	ciuilitie	n1	civility	civility	0
&	&	cc	&	and	0
godly	godly	j	godly	godly	0
behauiour	behauiour	n1	behaviour	behaviour	0
,	,	,	,	,	0
wyth	wyth	p-acp	with	with	0
wysdome	wysdome	n1	wisdom	wisdom	0
&	&	cc	&	and	0
counsell	counsell	n1	counsel	counsel	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
affabilitie	affabilitie	n1	affability	affability	0
and	and	cc	and	and	0
comely	comely	j	comely	comely	0
gesture	gesture	n1	gesture	gesture	0
,	,	,	,	,	0
wherfore	wherfore	c-crq	wherefore	wherefore	0
it	it	pn31	it	it	0
shalbe	shalbe	vmb	shall	shall	0
your	your	po22	your	your	0
parte	parte	n1	part	part	0
from	from	p-acp	from	from	0
henceforth	henceforth	av	henceforth	henceforth	0
to	to	pc-acp	to	to	0
ensue	ensue	vvi	ensue	ensue	0
and	and	cc	and	and	0
folow	folow	vvi	follow	follow	0
the	the	dt	the	the	0
prudencie	prudencie	n1	prudency	prudency	0
and	and	cc	and	and	0
wisdome	wisdome	n1	wisdom	wisdom	0
,	,	,	,	,	0
the	the	dt	the	the	0
nobilyte	nobilyte	n1	nobilyte	nobilyte	0
and	and	cc	and	and	0
erudicion	erudicion	n1	erudition	erudition	0
,	,	,	,	,	0
the	the	dt	the	the	0
pure	pure	j	pure	pure	0
and	and	cc	and	and	0
exquisyte	exquisyte	vvi	exquisyte	exquisyte	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
ners	ners	zz	ners	ners	0
and	and	cc	and	and	0
