May	May	vmb	May	may	0
it	it	pn31	it	it	0
please	please	vvi	please	please	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
WEE	WEE	pns12	we	we	0
doe	doe	vdb	do	do	0
most	most	av-ds	most	most	0
humbly	humbly	av-j	humbly	humble	0
and	and	cc	and	and	0
thankfully	thankfully	av-j	thankfully	thankful	0
acknowledge	acknowledge	vvi	acknowledge	acknowledge	0
,	,	,	,	,	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
Your	Your	po22	Your	your	0
Majesties	Majesties	ng1	Majesties	majesty	0
vouchsafing	vouchsafing	vvg	vouchsafing	vouchsafe	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
your	your	po22	your	your	0
Principality	Principality	n1	Principality	principality	0
the	the	dt	the	the	0
trust	trust	n1	trust	trust	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
branch	branch	n1	branch	branch	0
of	of	pp-f	of	of	0
Your	Your	po22	Your	your	0
Royall	Royall	j	Royal	royal	0
Mint	Mint	n1	Mint	mint	0
,	,	,	,	,	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
honour	honour	n1	honour	honour	0
that	that	cst	that	that	0
neither	neither	d	neither	neither	0
our	our	po12	our	our	0
Ance	Ance	n1	Ance	ance	0
∣	∣	sy	∣	∣	0
stors	stors	n2	stors	stor	0
nor	nor	ccx	nor	nor	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
durst	durst	vvd	durst	dare	0
wish	wish	n1	wish	wish	0
for	for	p-acp	for	for	0
;	;	;	;	;	0
and	and	cc	and	and	0
we	we	pns12	we	we	0
doe	doe	vdb	do	do	0
as	as	p-acp	as	as	0
humbly	humbly	av-j	humbly	humble	0
and	and	cc	and	and	0
as	as	a-acp	as	as	0
thankfully	thankfully	av-j	thankfully	thankful	0
acknow	acknow	vvi	acknow	acknow	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
and	and	cc	and	and	0
confesse	confesse	vvi	confess	confess	0
,	,	,	,	,	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
it	it	pn31	it	it	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
honoured	honoured	vvn	honoured	honour	0
us	us	pno12	us	we	0
more	more	n1	more	moor	0
,	,	,	,	,	0
then	then	cs	then	than	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
Your	Your	po22	Your	your	0
Royall	Royall	j	Royal	royal	0
predecessors	predecessors	n2	predecessors	predecessor	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
by	by	p-acp	by	by	0
offered	offered	vvn	offered	offer	0
us	us	pno12	us	we	0
the	the	dt	the	the	0
means	means	n2	means	mean	0
to	to	pc-acp	to	to	0
enrich	enrich	vvi	enrich	enrich	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
making	making	n-vvg	making	make	0
of	of	pp-f	of	of	0
us	us	pno12	us	we	0
happier	happier	jc	happier	happy	0
then	then	cs	then	than	0
our	our	po12	our	our	0
fa	fa	fw-it	fa	fa	0
∣	∣	sy	∣	∣	0
thers	thers	pc-acp|vbz	the	there|be	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
freeing	freeing	vvg	freeing	free	0
us	us	pno12	us	we	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
cares	cares	n2	cares	care	0
and	and	cc	and	and	0
feares	feares	n2	fears	fear	0
that	that	cst	that	that	0
hindred	hindred	vvd	hindered	hinder	0
us	us	pno12	us	we	0
from	from	p-acp	from	from	0
driving	driving	vvg	driving	drive	0
into	into	p-acp	into	into	0
these	these	d	these	these	0
Mountaines	Mountaines	n2	Mountains	mountain	0
that	that	cst	that	that	0
promise	promise	vvb	promise	promise	0
a	a	dt	a	a	0
masse	masse	n1	mass	mass	0
of	of	pp-f	of	of	0
treasure	treasure	n1	treasure	treasure	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
be	be	vbi	be	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
,	,	,	,	,	0
that	that	cst	that	that	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
fore	fore	p-acp	before	before	0
Your	Your	po22	Your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
vouchsafed	vouchsafed	vvn	vouchsafed	vouchsafe	0
