SIRS	SIRS	np1	SIRS	Sirs	0
;	;	;	;	;	0
THe	THe	dt	THe	the	0
Author	Author	n1	Author	author	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
behalfe	behalfe	n1	behalf	behalf	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
sew	sew	vvb	sew	sew	0
Names	Names	n2	Names	name	0
,	,	,	,	,	0
charged	charged	vvd	charged	charge	0
too	too	av	too	too	0
rashly	rashly	av-j	rashly	rash	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
Godly	Godly	j	Godly	godly	0
Minister	Minister	n1	Minister	minister	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
meet	meet	j	meet	meet	0
for	for	p-acp	for	for	0
Him	Him	pno31	Him	he	0
to	to	pc-acp	to	to	0
think	think	vvi	think	think	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
Godly	Godly	j	Godly	godly	0
man	man	n1	man	man	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
rash	rash	j	rash	rash	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
quickly	quickly	av-j	quickly	quick	0
bethink	bethink	vvi	bethink	bethink	0
himselfe	himselfe	px31	himself	himself	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
rashness	rashness	n1	rashness	rashness	0
and	and	cc	and	and	0
repent	repent	vvi	repent	repent	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
walk	walk	vvi	walk	walk	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
fancie	fancie	n1	fancy	fancy	0
,	,	,	,	,	0
not	not	xx	not	not	0
walking	walking	vvg	walking	walk	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
ab	ab	zz	ab	ab	0
∣	∣	sy	∣	∣	0
horring	horring	vvg	horring	hor	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
soules	soules	n2	souls	soul	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
broad	broad	j	broad	broad	0
,	,	,	,	,	0
or	or	cc	or	or	0
Rode	Rode	vvd	Road	ride	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Nation	Nation	n1	Nation	nation	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
point	point	n1	point	point	0
of	of	pp-f	of	of	0
Church	Church	n1	Church	church	0
Communions	Communions	n2	Communions	communion	0
,	,	,	,	,	0
or	or	cc	or	or	0
Gospel	Gospel	n1	Gospel	gospel	0
administrations	administrations	n2	administrations	administration	0
,	,	,	,	,	0
The	The	dt	The	the	0
giving-out	giving-out	j	giving-out	giving-out	0
the	the	dt	the	the	0
signes	signes	n2	signs	sign	0
and	and	cc	and	and	0
seales	seales	n2	seals	seal	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Covenant	Covenant	n1	Covenant	covenant	0
,	,	,	,	,	0
To	To	p-acp	To	to	0
old-men	old-men	n2	old-men	old-man	0
in	in	p-acp	in	in	0
Covenant	Covenant	n1	Covenant	covenant	0
with	with	p-acp	with	with	0
sinne	sinne	n1	sin	sin	0
and	and	cc	and	and	0
death	death	n1	death	death	0
,	,	,	,	,	0
brawned	brawned	j	brawned	brawned	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
villanies	villanies	n2	villainies	villainy	0
,	,	,	,	,	0
accursed	accursed	vvn	accursed	accurse	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
;	;	;	;	;	0
To	To	p-acp	To	to	0
yong-men	yong-men	n2	youngmen	youngman	0
strong	strong	j	strong	strong	0
and	and	cc	and	and	0
stout	stout	j	stout	stout	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
and	and	cc	and	and	0
His	His	po31	His	his	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
never	never	av-x	never	never	0
take	take	vvb	take	take	0
the	the	dt	the	the	0
glorious	glorious	j	glorious	glorious	0
and	and	cc	and	and	0
fearefull	fearefull	j	fearful	fearful	0
NAME	NAME	n1	NAME	name	0
,	,	,	,	,	0
The	The	dt	The	the	0
LORD	LORD	n1	LORD	lord	0
,	,	,	,	,	0
Thy	Thy	po21	Thy	thy	0
God	God	n1	God	god	0
into	into	p-acp	into	into	0
their	their	po32	their	their	0
mouths	mouths	n2	mouths	mouth	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
vaine	vaine	j	vain	vain	0
;	;	;	;	;	0
nor	nor	ccx	nor	nor	0
make	make	vvb	make	make	0
mention	mention	n1	mention	mention	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
and	and	cc	and	and	0
His	His	po31	His	his	0
pretious	pretious	j	precious	precious	0
blood	blood	n1	blood	blood	0
(	(	(	(	(	0
A	A	dt	A	a	0
simple	simple	j	simple	simple	0
folk	folk	n1	folk	folk	0
are	are	vbr	are	be	0
commonly	commonly	av-j	commonly	common	0
mistaken	mistaken	vvn	mistaken	mistake	0
here	here	av	here	here	0
)	)	)	)	)	0
not	not	xx	not	not	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
substance	substance	n1	substance	substance	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
spilt	spilt	vvn	spilled	spill	0
and	and	cc	and	and	0
perished	perished	vvn	perished	perish	0
,	,	,	,	,	0
and	and	cc	and	and	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
it	it	pn31	it	it	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
some	some	d	some	some	0
say	say	vvb	say	say	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
,	,	,	,	,	0
it	it	pn31	it	it	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
wash	wash	vvi	wash	wash	0
us	us	pno12	us	we	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
defile	defile	vvb	defile	defile	0
us	us	pno12	us	we	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
our	our	po12	our	our	0
blood	blood	n1	blood	blood	0
would	would	vmd	would	will	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
pretious	pretious	j	precious	precious	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
glorious	glorious	j	glorious	glorious	0
Merit	Merit	n1	Merit	merit	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
blood	blood	n1	blood	blood	0
of	of	pp-f	of	of	0
God-man	God-man	n1	God-man	god-man	0
)	)	)	)	)	0
never	never	av	never	never	0
making	making	vvg	making	make	0
the	the	dt	the	the	0
least	least	ds	least	least	0
men	men	n2	men	man	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
and	and	cc	and	and	0
His	His	po31	His	his	0
blood	blood	n1	blood	blood	0
(	(	(	(	(	0
the	the	dt	the	the	0
Churches	Churches	n2	Churches	church	0
Trea	Trea	np1	Trea	Trea	0
∣	∣	sy	∣	∣	0
sure	sure	av-j	sure	sure	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
their	their	po32	their	their	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
our	our	po12	our	our	0
blood	blood	n1	blood	blood	0
is	is	vbz	is	be	0
our	our	po12	our	our	0
sinfulness	sinfulness	n1	sinfulness	sinfulness	0
)	)	)	)	)	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
an	an	dt	and	a	0
oath	oath	n1	oath	oath	0
:	:	:	:	:	0
To	To	p-acp	To	to	0
Babes	Babes	n2	Babes	babe	0
in	in	p-acp	in	in	0
understanding	understanding	n1	understanding	understanding	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
,	,	,	,	,	0
take	take	vvb	take	take	0
them	them	pno32	them	they	0
altogether	altogether	av	altogether	altogether	0
,	,	,	,	,	0
old	old	j	old	old	0
and	and	cc	and	and	0
yong	yong	j	young	young	0
,	,	,	,	,	0
and	and	cc	and	and	0
Babes	Babes	n2	Babes	babe	0
,	,	,	,	,	0
are	are	vbr	are	be	0
as	as	c-acp	as	as	0
wholy	wholy	av-jn	wholly	whole	0
ignorant	ignorant	j	ignorant	ignorant	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Covenant	Covenant	n1	Covenant	covenant	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
established	established	vvd	established	establish	0
in	in	p-acp	in	in	0
His	His	po31	His	his	0
Blood	Blood	n1	Blood	blood	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
Babes	Babes	n2	Babes	babe	0
they	they	pns32	they	they	0
present	present	vvb	present	present	0
to	to	p-acp	to	to	0
Baptism	Baptism	n1	Baptism	baptism	0
:	:	:	:	:	0
This	This	d	This	this	0
Author	Author	n1	Author	author	0
,	,	,	,	,	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
saying	saying	vvg	saying	say	0
,	,	,	,	,	0
made	made	vvd	made	make	0
his	his	po31	his	his	0
Address	Address	n1	Address	address	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
first	first	ord	first	first	0
,	,	,	,	,	0
Craving	Craving	vvg	Craving	crave	0
your	your	po22	your	your	0
righteous	righteous	j	righteous	righteous	0
judgement	judgement	n1	judgement	judgement	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
matters	matters	n2	matters	matter	0
;	;	;	;	;	0
Also	Also	av	Also	also	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
Church-way	Church-way	n1	Churchway	churchway	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
walk	walk	n1	walk	walk	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
walk	walk	vvb	walk	walk	0
together	together	av	together	together	0
well	well	av	well	well	0
agreed	agreed	vvn	agreed	agree	0
in	in	p-acp	in	in	0
Gospel-fellow	Gospel-fellow	n1	Gospel-fellow	gospel-fellow	0
∣	∣	sy	∣	∣	0
ship	ship	n1	ship	ship	0
,	,	,	,	,	0
Whether	Whether	cs	Whither	whether	0
their	their	po32	their	their	0
way	way	n1	way	way	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
Causey	Causey	np1	Causey	Causey	0
way	way	n1	way	way	0
,	,	,	,	,	0
paved-out	paved-out	j	paved-out	paved-out	0
before	before	p-acp	before	before	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Holy	Holy	j	Holy	holy	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
?	?	?	?	?	1
And	And	cc	And	and	0
Now	Now	av	Now	now	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
last	last	ord	last	last	0
,	,	,	,	,	0
and	and	cc	and	and	0
full	full	j	full	full	0
close	close	n1	close	close	0
of	of	pp-f	of	of	0
his	his	png31	his	he	0
under	under	p-acp	under	under	0
∣	∣	sy	∣	∣	0
taken	taken	vvi	taken	take	0
Task	Task	n1	Task	task	0
,	,	,	,	,	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
and	and	cc	and	and	0
labour	labour	n1	labour	labour	0
of	of	pp-f	of	of	0
love	love	n1	love	love	0
,	,	,	,	,	0
he	he	pns31	he	he	0
taketh	taketh	vvz	takes	take	0
the	the	dt	the	the	0
boldness	boldness	n1	boldness	boldness	0
againe	againe	av	again	again	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
Appli	Appli	vvn	Appli	appli	0
∣	∣	sy	∣	∣	0
cation	cation	n1	cation	cation	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
Craving	Craving	vvg	Craving	crave	0
your	your	po22	your	your	0
judgement	judgement	n1	judgement	judgement	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
assured	assured	vvn	assured	assure	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
before	before	a-acp	before	before	0
about	about	p-acp	about	about	0
a	a	dt	a	a	0
Church-way	Church-way	n1	Churchway	churchway	0
,	,	,	,	,	0
so	so	av	so	so	0
now	now	av	now	now	0
about	about	p-acp	about	about	0
a	a	dt	a	a	0
Church-Covenant	Church-Covenant	n1	Church-Covenant	church-covenant	0
(	(	(	(	(	0
that	that	cst	that	that	0
Apple	Apple	n1	Apple	apple	0
