Right	Right	av-jn	Right	right	0
worshipfull	worshipfull	j	worshipful	worshipful	0
,	,	,	,	,	0
THis	THis	d	THis	this	0
was	was	vbds	was	be	0
once	once	a-acp	once	once	0
the	the	dt	the	the	0
Preface	Preface	n1	Preface	preface	0
to	to	p-acp	to	to	0
Dauids	Dauids	npg1	Dauids	David	0
thankes-giuing	thankes-giuing	n1	thanksgiving	thanksgiving	0
,	,	,	,	,	0
What	What	q-crq	What	what	0
shall	shall	vmb	shall	shall	0
I	I	pns11	I	i	0
render	render	vvi	render	render	0
?	?	?	?	?	1
&	&	cc	&	and	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
borrowed	borrowed	j-vvn	borrowed	borrow	0
sense	sense	n1	sense	sense	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
mine	mine	po11	mine	my	0
Quid	Quid	fw-la	Quid	quid	0
retribuam	retribuam	fw-la	retribuam	retribuam	0
?	?	?	?	?	1
Could	Could	vmd	Could	can	0
I	I	pns11	I	i	0
i	i	sy	i	i	0
∣	∣	sy	∣	∣	0
mitate	mitate	vvi	mitate	mitate	0
his	his	po31	his	his	0
resolution	resolution	n1	resolution	resolution	0
,	,	,	,	,	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
giue	giue	vvi	give	give	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
cost	cost	vvd	cost	cost	0
me	me	pno11	me	i	0
nothing	nothing	pix	nothing	nothing	0
,	,	,	,	,	0
2	2	crd	2	2	0
Sam.	Sam.	np1	Sam.	Sam	0
24	24	crd	24	24	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
I	I	pns11	I	i	0
value	value	vvb	valve	value	0
my	my	po11	my	my	0
best	best	js	best	best	0
endeauours	endeauours	n2	endeavours	endeavour	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
counter-poysed	counter-poysed	j	counterpoised	counterpoised	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
merits	merits	n2	merits	merit	0
.	.	.	.	.	0
)	)	)	)	)	1
I	I	pns11	I	i	0
know	know	vvb	know	know	0
my	my	po11	my	my	0
dependance	dependance	n1	dependence	dependence	0
&	&	cc	&	and	0
engagements	engagements	n2	engagements	engagement	0
,	,	,	,	,	0
&	&	cc	&	and	0
find	find	vvb	find	find	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
guilty	guilty	j	guilty	guilty	0
of	of	pp-f	of	of	0
too	too	av	too	too	0
weake	weake	j	weak	weak	0
performance	performance	n1	performance	performance	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
