Gentlemen	Gentlemen	np1	Gentlemen	Gentlemen	0
,	,	,	,	,	0
THAT	THAT	cst	THAT	that	0
Glorious	Glorious	j	Glorious	glorious	0
Work	Work	n1	Work	work	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
the	the	dt	the	the	0
Honour	Honour	n1	Honour	honour	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
imployed	imployed	vvn	employed	employ	0
in	in	p-acp	in	in	0
;	;	;	;	;	0
hath	hath	vhz	hath	have	0
afforded	afforded	vvn	afforded	afford	0
abundant	abundant	j	abundant	abundant	0
Matter	Matter	n1	Matter	matter	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
Great	Great	j	Great	great	0
and	and	cc	and	and	0
Noble	Noble	j	Noble	noble	0
Attempts	Attempts	vvz	Attempts	attempt	0
;	;	;	;	;	0
and	and	cc	and	and	0
also	also	av	also	also	0
a	a	dt	a	a	0
very	very	j	very	very	0
large	large	j	large	large	0
and	and	cc	and	and	0
pleasing	pleasing	j-vvg	pleasing	please	0
Subject	Subject	n-jn	Subject	subject	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
many	many	d	many	many	0
Excellent	Excellent	j	Excellent	excellent	0
Discour	Discour	n1	Discour	discour	0
∣	∣	sy	∣	∣	0
ses	ses	fw-fr	ses	ses	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
Preach'd	Preach'd	vvn	Preached	preach	0
and	and	cc	and	and	0
Publish'd	Publish'd	j-vvn	Published	publish	0
to	to	pc-acp	to	to	0
instruct	instruct	vvi	instruct	instruct	0
and	and	cc	and	and	0
quicken	quicken	vvi	quicken	quicken	0
you	you	pn22	you	you	0
therein	therein	av	therein	therein	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
this	this	d	this	this	0
Field	Field	n1	Field	field	0
(	(	(	(	(	0
how	how	c-crq	how	how	0
fruitful	fruitful	j	fruitful	fruitful	0
soever	soever	av	soever	soever	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
)	)	)	)	)	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
reapt	reapt	vvn	reaped	reap	0
down	down	a-acp	down	down	0
by	by	p-acp	by	by	0
so	so	av	so	so	0
many	many	d	many	many	0
more	more	dc	more	more	0
Skilful	Skilful	j	Skilful	skilful	0
Labourers	Labourers	n2	Labourers	labourer	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
left	left	vvn	left	leave	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Moabitish	Moabitish	jp	Moabitish	moabitish	0
Damsel	Damsel	n1	Damsel	damsel	0
,	,	,	,	,	0
only	only	av-j	only	only	0
to	to	pc-acp	to	to	0
glean	glean	vvi	glean	glean	0
among	among	p-acp	among	among	0
their	their	po32	their	their	0
Sheaves	Sheaves	n2	Sheaves	sheaf	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
hope	hope	vvb	hope	hope	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Charity	Charity	n1	Charity	charity	0
of	of	pp-f	of	of	0
Boaz	Boaz	np1	Boaz	Boaz	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
gather	gather	vvb	gather	gather	0
some	some	d	some	some	0
handfuls	handfuls	n2	handfuls	handful	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
let	let	vvn	let	let	0
fall	fall	n1	fallen	fall	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
reproach'd	reproach'd	vvn	reproached	reproach	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
make	make	vvi	make	make	0
any	any	d	any	any	0
further	further	jc	further	further	0
Apologies	Apologies	n2	Apologies	apology	0
(	(	(	(	(	0
how	how	c-crq	how	how	0
needful	needful	j	needful	needful	0
soever	soever	av	soever	soever	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
)	)	)	)	)	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
defects	defects	n2	defects	defect	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Performance	Performance	n1	Performance	performance	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
enough	enough	av-d	enough	enough	0
,	,	,	,	,	0
that	that	cst	that	that	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
compliance	compliance	n1	compliance	compliance	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
Desires	Desires	n2	Desires	desire	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
esteem	esteem	vvb	esteem	esteem	0
very	very	av	very	very	0
highly	highly	av-j	highly	high	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
Works	Works	vvz	Works	work	0
sake	sake	n1	sake	sake	0
;	;	;	;	;	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
Obedience	Obedience	n1	Obedience	obedience	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
united	united	j-vvn	united	unite	0
Requests	Requests	n2	Requests	request	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whose	whose	rg-crq	whose	who	0
Spirits	Spirits	n2	Spirits	spirit	0
mine	mine	vvb	mine	mine	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
subject	subject	j-jn	subject	subject	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
overcoming	overcoming	vvg	overcoming	overcome	0
the	the	dt	the	the	0
Reluctancy	Reluctancy	n1	Reluctancy	reluctancy	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
to	to	pc-acp	to	to	0
expose	expose	vvi	expose	expose	0
my	my	po11	my	my	0
Weakness	Weakness	n1	Weakness	weakness	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
manner	manner	n1	manner	manner	0
;	;	;	;	;	0
I	I	pns11	I	i	0
give	give	vvb	give	give	0
the	the	dt	the	the	0
great	great	j	great	great	0
∣	∣	sy	∣	∣	0
er	er	zz	er	er	0
Testimony	Testimony	n1	Testimony	testimony	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
fervent	fervent	j	fervent	fervent	0
,	,	,	,	,	0
if	if	cs	if	if	0
not	not	xx	not	not	0
prudent	prudent	j	prudent	prudent	0
,	,	,	,	,	0
Zeal	Zeal	n1	Zeal	zeal	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Work	Work	n1	Work	work	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
engaged	engaged	vvn	engaged	engage	0
in	in	p-acp	in	in	0
.	.	.	.	.	1
A	A	dt	A	a	0
Work	Work	n1	Work	work	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
Desire	Desire	n1	Desire	desire	0
of	of	pp-f	of	of	0
former	former	j	former	former	0
Ages	Ages	n2	Ages	age	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Glory	Glory	n1	Glory	glory	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
;	;	;	;	;	0
and	and	cc	and	and	0
may	may	vmb	may	may	0
leave	leave	vvi	leave	leave	0
a	a	dt	a	a	0
Blessing	Blessing	n1	Blessing	blessing	0
for	for	p-acp	for	for	0
those	those	d	those	those	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
Covenant	Covenant	n1	Covenant	covenant	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
the	the	dt	the	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Fathers	Fathers	n2	Father's	father	0
,	,	,	,	,	0
doth	doth	vdz	does	do	0
oblige	oblige	vvi	oblige	oblige	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
active	active	j	active	active	0
in	in	p-acp	in	in	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
derived	derived	vvn	derived	derive	0
many	many	d	many	many	0
Signal	Signal	n1	Signal	signal	0
Blessings	Blessings	n2	Blessings	blessing	0
upon	upon	p-acp	upon	upon	0
