THe	THe	dt	THe	the	0
holy	holy	j	holy	holy	0
Apostle	Apostle	n1	Apostle	apostle	0
S.	S.	np1	S.	S.	0
Iohn	Iohn	np1	Iohn	John	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
hee	hee	pns31	he	he	0
had	had	vhd	had	have	0
no	no	dx	no	no	0
greater	greater	jc	greater	great	0
ioyIohn	ioyIohn	n1	ioyIohn	ioyiohn	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	0
4	4	crd	4	4	0
,	,	,	,	,	0
than	than	cs	than	than	0
this	this	d	this	this	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
heare	heare	vvi	hear	hear	0
that	that	cst	that	that	0
his	his	po31	his	his	0
sonnes	sonnes	n2	sons	son	0
did	did	vdd	did	do	0
walke	walke	vvi	walk	walk	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
.	.	.	.	.	1
The	The	dt	The	the	0
same	same	d	same	same	0
affection	affection	n1	affection	affection	0
all	all	d	all	all	0
the	the	dt	the	the	0
true	true	j	true	true	0
Ministers	Ministers	n2	Ministers	minister	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
haue	haue	vhb	have	have	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
measure	measure	n1	measure	measure	0
towards	towards	p-acp	towards	towards	0
all	all	d	all	all	0
the	the	dt	the	the	0
sonnes	sonnes	n2	sons	son	0
and	and	cc	and	and	0
daughters	daughters	n2	daughters	daughter	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
:	:	:	:	:	0
specially	specially	av-j	specially	special	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
gai	gai	n1	gai	gai	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
,	,	,	,	,	0
or	or	cc	or	or	0
God	God	np1	God	God	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
hath	hath	vhz	hath	have	0
brought	brought	vvn	brought	bring	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
I	I	pns11	I	i	0
am	am	vbm	am	be	0
well	well	av	well	well	0
assured	assured	vvn	assured	assure	0
you	you	pn22	you	you	0
remember	remember	vvb	remember	remember	0
Master	Master	n1	Master	master	0
GREENHAMS	GREENHAMS	np1	GREENHAMS	GREENHAMS	0
great	great	j	great	great	0
care	care	n1	care	care	0
and	and	cc	and	and	0
loue	loue	vvi	love	love	0
towards	towards	p-acp	towards	towards	0
you	you	pn22	you	you	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
vnfained	vnfained	j	unfeigned	unfeigned	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
good	good	j	good	good	0
experience	experience	n1	experience	experience	0
hee	hee	pns31	he	he	0
had	had	vhd	had	have	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
vnfained	vnfained	j	unfeigned	unfeigned	0
faith	faith	n1	faith	faith	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
and	and	cc	and	and	0
loue	loue	vvi	love	love	0
towards	towards	p-acp	towards	towards	0
him	him	pno31	him	he	0
.	.	.	.	.	1
If	If	cs	If	if	0
hee	hee	pns31	he	he	0
had	had	vhd	had	have	0
longer	longer	jc	longer	long	0
liued	liued	vvd	lived	live	0
hee	hee	pns31	he	he	0
would	would	vmd	would	will	0
haue	haue	vhi	have	have	0
reioyced	reioyced	vvn	rejoiced	rejoice	0
yet	yet	av	yet	yet	0
much	much	av-d	much	much	0
more	more	av-dc	more	more	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
your	your	po22	your	your	0
loue	loue	n1	love	love	0
so	so	av	so	so	0
increase	increase	vvi	increase	increase	0
in	in	p-acp	in	in	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
testimonies	testimonies	n2	testimonies	testimony	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
loue	loue	n1	love	love	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
fruite	fruite	n1	fruit	fruit	0
of	of	pp-f	of	of	0
righteousnesse	righteousnesse	n1	righteousness	righteousness	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
godly	godly	j	godly	godly	0
perseue	perseue	n1	perseue	perseue	0
∣	∣	sy	∣	∣	0
rance	rance	n1	rance	rance	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
receiue	receiue	vvb	receive	receive	0
his	his	po31	his	his	0
workes	workes	n2	works	work	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
you	you	pn22	you	you	0
long	long	vvb	long	long	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
pected	pected	j	pected	pected	0
and	and	cc	and	and	0
desired	desired	vvd	desired	desire	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
.	.	.	.	.	1
This	This	d	This	this	0
Catechisme	Catechisme	n1	Catechism	catechism	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
sent	sent	vvn	sent	send	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
teach	teach	vvi	teach	teach	0
it	it	pn31	it	it	0
your	your	po22	your	your	0
children	children	n2	children	child	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
Eunice	Eunice	np1	Eunice	Eunice	0
&	&	cc	&	and	0
Lois	Lois	fw-fr	Lois	lois	0
did	did	vdd	did	do	0
their	their	po32	their	their	0
children	children	n2	children	child	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
letters	letters	n2	letters	letter	0
serue	serue	vvi	serve	serve	0
wel	wel	av	well	well	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
own	own	d	own	own	0
vse	vse	n1	use	use	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
heare	heare	vvi	hear	hear	0
them	them	pno32	them	they	0
alwaies	alwaies	av	always	always	0
speake	speake	vvi	speak	speak	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
absence	absence	n1	absence	absence	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
