REVEREND	REVEREND	n-jn	REVEREND	reverend	0
SIRS	SIRS	n2	SIRS	sir	0
,	,	,	,	,	0
YOu	YOu	pn22	YOu	you	0
are	are	vbr	are	be	0
those	those	d	those	those	0
whom	whom	r-crq	whom	who	0
I	I	pns11	I	i	0
honour	honour	vvb	honour	honour	0
and	and	cc	and	and	0
love	love	vvi	love	love	0
in	in	p-acp	in	in	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
truths	truths	ng1	truths	truth	0
sake	sake	n1	sake	sake	0
that	that	cst	that	that	0
dwels	dwels	vvz	dwells	dwell	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
so	so	av	so	so	0
faithfully	faithfully	av-j	faithfully	faithful	0
promoted	promoted	vvn	promoted	promote	0
by	by	p-acp	by	by	0
you	you	pn22	you	you	0
.	.	.	.	.	1
Many	Many	av-d	Many	many	0
besides	besides	p-acp	beside	beside	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
rise	rise	vvi	rise	rise	0
up	up	a-acp	up	up	0
and	and	cc	and	and	0
call	call	vvb	call	call	0
you	you	pn22	you	you	0
blessed	blessed	vvd	blessed	bless	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
Serious	Serious	j	Serious	serious	0
Representation	Representation	n1	Representation	representation	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
judgments	judgments	n2	judgments	judgment	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
and	and	cc	and	and	0
seasonable	seasonable	j	seasonable	seasonable	0
Vindication	Vindication	n1	Vindication	vindication	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
persons	persons	n2	persons	person	0
and	and	cc	and	and	0
Ministry	Ministry	n1	Ministry	ministry	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
lately	lately	av-j	lately	late	0
published	published	vvn	published	publish	0
in	in	p-acp	in	in	0
print	print	n1	print	print	0
;	;	;	;	;	0
Tis	Tis	pn31|vbz	This	it|be	0
true	true	j	true	true	0
,	,	,	,	,	0
'tis	'tis	pn31|vbz	it's	it|be	0
your	your	po22	your	your	0
lot	lot	n1	lot	lot	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
Embassadors	Embassadors	n2	Ambassadors	ambassador	0
of	of	pp-f	of	of	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
are	are	vbr	are	be	0
now	now	av	now	now	0
lookt	lookt	vvn	looked	look	0
upon	upon	p-acp	upon	upon	0
as	as	p-acp	as	as	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
contention	contention	n1	contention	contention	0
,	,	,	,	,	0
they	they	pns32	they	they	0
who	who	r-crq	who	who	0
once	once	a-acp	once	once	0
counted	counted	vvn	counted	count	0
your	your	po22	your	your	0
feet	feet	n2	feet	foot	0
beautifull	beautifull	j	beautiful	beautiful	0
,	,	,	,	,	0
say	say	vvb	say	say	0
now	now	av	now	now	0
the	the	dt	the	the	0
mark	mark	n1	mark	mark	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Beast	Beast	n1	Beast	beast	0
is	is	vbz	is	be	0
on	on	p-acp	on	on	0
your	your	po22	your	your	0
forehead	forehead	n1	forehead	forehead	0
yea	yea	uh	yea	yea	0
they	they	pns32	they	they	0
who	who	r-crq	who	who	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
pulled	pulled	vvn	pulled	pull	0
out	out	av	out	out	0
their	their	po32	their	their	0
eyes	eyes	n2	eyes	eye	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
done	done	vdn	done	do	0
you	you	pn22	you	you	0
good	good	j	good	good	0
,	,	,	,	,	0
are	are	vbr	are	be	0
now	now	av	now	now	0
so	so	av	so	so	0
filled	filled	vvn	filled	fill	0
with	with	p-acp	with	with	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
judice	judice	fw-la	judice	judice	0
and	and	cc	and	and	0
passion	passion	n1	passion	passion	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
pull	pull	vvi	pull	pull	0
out	out	av	out	out	0
your	your	po22	your	your	0
eyes	eyes	n2	eyes	eye	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
you	you	pn22	you	you	0
hurt	hurt	vvi	hurt	hurt	0
;	;	;	;	;	0
this	this	d	this	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
best	best	js	best	best	0
requitall	requitall	n1	requital	requital	0
,	,	,	,	,	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
you	you	pn22	you	you	0
love	love	vvb	love	love	0
,	,	,	,	,	0
the	the	dt	the	the	0
less	less	av-dc	less	less	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
loved	loved	vvn	loved	love	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
;	;	;	;	;	0
though	though	cs	though	though	0
the	the	dt	the	the	0
people	people	n1	people	people	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
a	a	dt	a	a	0
distempered	distempered	j-vvn	distempered	distemper	0
Phrensie	Phrensie	n1	Frenzy	frenzy	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
this	this	d	this	this	0
