May	May	vmb	May	may	0
it	it	pn31	it	it	0
please	please	vvi	please	please	0
Your	Your	po22	Your	your	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
IT	IT	pn31	IT	it	0
affords	affords	vvz	affords	afford	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
Satisfaction	Satisfaction	n1	Satisfaction	satisfaction	0
and	and	cc	and	and	0
Con	Con	fw-mi	Con	con	0
∣	∣	sy	∣	∣	0
tentment	tentment	n1	tentment	tentment	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
a	a	dt	a	a	0
Man	Man	n1	Man	man	0
can	can	vmb	can	can	0
do	do	vdi	do	do	0
to	to	pc-acp	to	to	0
serve	serve	vvi	serve	serve	0
the	the	dt	the	the	0
Glory	Glory	n1	Glory	glory	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Interest	Interest	n1	Interest	interest	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
True	True	j	True	true	0
Religion	Religion	n1	Religion	religion	0
Establish'd	Establish'd	vvn	Established	establish	0
a	a	pp-f	a	of	0
∣	∣	sy	∣	∣	0
mong	mong	p-acp	mong	among	0
us	us	pno12	us	we	0
.	.	.	.	.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
reckon	reckon	vvi	reckon	reckon	0
my	my	po11	my	my	0
self	self	n1	self	self	0
pecu	pecu	n1	pecu	pecu	0
∣	∣	sy	∣	∣	0
liarly	liarly	av-jn	liarly	liar	0
oblig'd	oblig'd	vvn	obliged	oblige	0
to	to	p-acp	to	to	0
endea	endea	n1	endea	endea	0
∣	∣	sy	∣	∣	0
vour	vour	zz	vour	vour	0
this	this	d	this	this	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
great	great	j	great	great	0
Favour	Favour	n1	Favour	favour	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Divine	Divine	j-jn	Divine	divine	0
Providence	Providence	n1	Providence	providence	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
leading	leading	vvg	leading	lead	0
me	me	pno11	me	i	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
Unhappy	Unhappy	j	Unhappy	unhappy	0
Separation	Separation	n1	Separation	separation	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
been	been	vbn	been	be	0
E	E	sy	E	e	0
∣	∣	sy	∣	∣	0
ducated	ducated	j	ducated	ducated	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
unite	unite	vvi	unite	unite	0
my	my	po11	my	my	0
self	self	n1	self	self	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
Eng	Eng	np1	Eng	Eng	0
∣	∣	sy	∣	∣	0
land	land	n1	land	land	0
.	.	.	.	.	1
It	It	pn31	It	it	0
has	has	vhz	has	have	0
also	also	av	also	also	0
pleas'd	pleas'd	vvn	pleased	please	0
the	the	dt	the	the	0
Divine	Divine	j-jn	Divine	divine	0
Goodness	Goodness	n1	Goodness	goodness	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
some	some	d	some	some	0
Use	Use	n1	Use	use	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
mean	mean	j	mean	mean	0
Endeavours	Endeavours	n2	Endeavours	endeavour	0
,	,	,	,	,	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
cording	cording	vvg	cording	cord	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
Method	Method	n1	Method	method	0
u	u	sy	u	u	0
∣	∣	sy	∣	∣	0
sual	sual	j	sual	sual	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
Infinite	Infinite	j	Infinite	infinite	0
Wisdom	Wisdom	n1	Wisdom	wisdom	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
,	,	,	,	,	0
Out	Out	av	Out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Mouth	Mouth	n1	Mouth	mouth	0
of	of	pp-f	of	of	0
Babes	Babes	n2	Babes	babe	0
and	and	cc	and	and	0
Suck	Suck	vvb	Suck	suck	0
∣	∣	sy	∣	∣	0
lings	lings	n2	lings	ling	0
to	to	pc-acp	to	to	0
