Reverend	Reverend	n-jn	Reverend	reverend	0
and	and	cc	and	and	0
Honourable	Honourable	j	Honourable	honourable	0
Sirs	Sirs	n2	Sirs	sir	0
;	;	;	;	;	0
THis	THis	d	THis	this	0
Sermon	Sermon	n1	Sermon	sermon	0
being	being	vbg	being	be	0
Preached	Preached	vvn	Preached	preach	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
hearing	hearing	n-vvg	hearing	hear	0
,	,	,	,	,	0
and	and	cc	and	and	0
received	received	vvd	received	receive	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
good	good	j	good	good	0
liking	liking	n-vvg	liking	like	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
numerous	numerous	j	numerous	numerous	0
audito	audito	n1	audito	audito	0
∣	∣	sy	∣	∣	0
ry	ry	zz	ry	ry	0
then	then	av	then	then	0
present	present	j	present	present	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
understand	understand	vvb	understand	understand	0
)	)	)	)	)	0
and	and	cc	and	and	0
as	as	a-acp	as	as	0
appeared	appeared	vvd	appeared	appear	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
more	more	n1	more	moor	0
than	than	cs	than	than	0
usual	usual	j	usual	usual	0
attention	attention	n1	attention	attention	0
while	while	cs	while	while	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
deli	deli	fw-la	deli	deli	0
∣	∣	sy	∣	∣	0
vering	vering	j-vvg	vering	vere	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
what	what	r-crq	what	what	0
was	was	vbds	was	be	0
said	said	vvn	said	say	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
dear	dear	j-jn	dear	dear	0
Saviour	Saviour	n1	Saviour	saviour	0
,	,	,	,	,	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
without	without	p-acp	without	without	0
ostentation	ostentation	n1	ostentation	ostentation	0
say	say	vvi	say	say	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
poor	poor	j	poor	poor	0
self	self	n1	self	self	0
,	,	,	,	,	0
The	The	dt	The	the	0
eyes	eyes	n2	eyes	eye	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Synagogue	Synagogue	n1	Synagogue	synagogue	0
were	were	vbdr	were	be	0
fastned	fastned	vvn	fastened	fasten	0
on	on	p-acp	on	on	0
him	him	pno31	him	he	0
.	.	.	.	.	1
Luke	Luke	np1	Luke	Luke	0
4.20	4.20	crd	4.20	4.20	0
.	.	.	.	.	1
And	And	np1	And	And	0
being	being	vbg	being	be	0
importuned	importuned	vvn	importuned	importune	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
worthy	worthy	j	worthy	worthy	0
friends	friends	n2	friends	friend	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
it	it	pn31	it	it	0
more	more	av-dc	more	more	0
publick	publick	j	public	public	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
condiscended	condiscended	vvd	condescended	condescend	0
,	,	,	,	,	0
hoping	hoping	vvg	hoping	hope	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
adde	adde	vvi	add	add	0
some	some	d	some	some	0
few	few	d	few	few	0
mites	mites	n2	mites	mite	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
publick	publick	j	public	public	0
trea	trea	n1	trea	trea	0
∣	∣	sy	∣	∣	0
sury	sury	n1	sury	fury	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Churches	Churches	n2	Churches	church	0
good	good	j	good	good	0
.	.	.	.	.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
assented	assented	vvd	assented	assent	0
chiefly	chiefly	av-jn	chiefly	chief	0
upon	upon	p-acp	upon	upon	0
these	these	d	these	these	0
reasons	reasons	n2	reasons	reason	0
.	.	.	.	.	1
First	First	ord	First	first	0
,	,	,	,	,	0
Because	Because	c-acp	Because	because	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
so	so	av	so	so	0
well	well	av	well	well	0
approved	approved	vvn	approved	approve	0
and	and	cc	and	and	0
accepted	accepted	vvn	accepted	accept	0
by	by	p-acp	by	by	0
such	such	d	such	such	0
pious	pious	j	pious	pious	0
,	,	,	,	,	0
learned	learned	j	learned	learned	0
,	,	,	,	,	0
and	and	cc	and	and	0
judicious	judicious	j	judicious	judicious	0
Worthies	Worthies	n2-j	Worthies	worthy	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
your	your	po22	your	your	0
Honours	Honours	ng1	Honours	honour	0
,	,	,	,	,	0
great	great	j	great	great	0
assertors	assertors	n2	assertors	assertor	0
of	of	pp-f	of	of	0
piety	piety	n1	piety	piety	0
,	,	,	,	,	0
equity	equity	n1	equity	equity	0
,	,	,	,	,	0
and	and	cc	and	and	0
right	right	j-jn	right	right	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
whom	whom	ro-crq	whom	who	0
,	,	,	,	,	0
this	this	d	this	this	0
Circuit	Circuit	n1	Circuit	circuit	0
hath	hath	vhz	hath	have	0
for	for	p-acp	for	for	0
some	some	d	some	some	0
years	years	n2	years	year	0
,	,	,	,	,	0
been	been	vbn	been	be	0
honoured	honoured	vvn	honoured	honour	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
blessed	blessed	vvn	blessed	bless	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Administration	Administration	n1	Administration	administration	0
of	of	pp-f	of	of	0
Justice	Justice	n1	Justice	justice	0
.	.	.	.	.	1
Secondly	Secondly	ord	Secondly	second	0
,	,	,	,	,	0
Because	Because	c-acp	Because	because	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
some	some	d	some	some	0
hopes	hopes	n2	hope's	hope	0
,	,	,	,	,	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
put	put	vvi	put	put	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
a	a	dt	a	a	0
stop	stop	n1	stop	stop	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
great	great	j	great	great	0
inundation	inundation	n1	inundation	inundation	0
of	of	pp-f	of	of	0
Sin	Sin	n1	since	sin	0
and	and	cc	and	and	0
Pro	Pro	fw-la	Pro	pro	0
∣	∣	sy	∣	∣	0
phaneness	phaneness	n1	phaneness	phaneness	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
gone	gone	vvn	gone	go	0
forth	forth	av	forth	forth	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Land	Land	n1	Land	land	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
ani	ani	n1	ani	ani	0
∣	∣	sy	∣	∣	0
mating	mating	n-vvg	mating	mate	0
his	his	po31	his	his	0
Majesties	Majesties	n2	Majesties	majesty	0
Commissioners	Commissioners	n2	Commissioners	commissioner	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
places	places	n2	places	place	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
diligent	diligent	j	diligent	diligent	0
discharge	discharge	n1	discharge	discharge	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
duties	duties	n2	duties	duty	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
good	good	j	good	good	0
a	a	dt	a	a	0
work	work	n1	work	work	0
.	.	.	.	.	1
Thirdly	Thirdly	ord	Thirdly	third	0
,	,	,	,	,	0
That	That	cst	That	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
stand	stand	vvi	stand	stand	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
lasting	lasting	j-vvg	lasting	last	0
evidence	evidence	n1	evidence	evidence	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
humble	humble	j	humble	humble	0
and	and	cc	and	and	0
cordial	cordial	j	cordial	cordial	0
thankfulnesse	thankfulnesse	n1	thankfulness	thankfulness	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
supreme	supreme	j	supreme	supreme	0
Moderator	Moderator	n1	Moderator	moderator	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
things	things	n2	things	thing	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
enabling	enabling	vvg	enabling	enable	0
me	me	pno11	me	i	0
,	,	,	,	,	0
a	a	dt	a	a	0
poor	poor	j	poor	poor	0
worm	worm	n1	worm	worm	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
labour	labour	vvi	labour	labour	0
so	so	av	so	so	0
long	long	av-j	long	long	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Vineyard	Vineyard	n1	Vineyard	vineyard	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
