Right	Right	av-jn	Right	right	0
Honourable	Honourable	j	Honourable	honourable	0
,	,	,	,	,	0
SAlveto	SAlveto	fw-la	SAlveto	salveto	0
,	,	,	,	,	0
quantumque	quantumque	fw-la	quantumque	quantumque	0
Cupis	Cupis	np1	Cupis	Cupis	0
,	,	,	,	,	0
quantumque	quantumque	fw-la	quantumque	quantumque	0
Mereris	Mereris	fw-la	Mereris	mereris	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
Lord	Lord	n1	Lord	lord	0
∣	∣	sy	∣	∣	0
ship	ship	n1	ship	ship	0
may	may	n1	may	may	0
,	,	,	,	,	0
perhaps	perhaps	av	perhaps	perhaps	0
,	,	,	,	,	0
wonder	wonder	n1	wonder	wonder	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
Me	Me	pno11	Me	i	0
in	in	p-acp	in	in	0
Print	Print	n1	Print	print	0
;	;	;	;	;	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
,	,	,	,	,	0
above	above	p-acp	above	above	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
Honourable	Honourable	j	Honourable	honourable	0
Personages	Personages	n2	Personages	personage	0
(	(	(	(	(	0
to	to	p-acp	to	to	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
whom	whom	r-crq	whom	who	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
onely	onely	av-j	only	only	0
known	known	vvn	known	know	0
de	de	dt	the	the	0
Facie	Facie	n1	Fancy	fancy	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
de	de	fw-la	de	de	0
Nomine	Nomine	fw-la	Nomine	nomine	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
Most	Most	ds	Most	most	0
,	,	,	,	,	0
not	not	xx	not	not	0
so	so	av	so	so	0
much	much	av-d	much	much	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
such	such	d	such	such	0
a	a	dt	a	a	0
Creature	Creature	n1	Creature	creature	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Rerum	Rerum	fw-la	Rerum	rerum	0
Naturâ	Naturâ	fw-la	Naturâ	naturâ	0
;	;	;	;	;	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Peculiar	Peculiar	j	Peculiar	peculiar	0
Lordship	Lordship	n1	Lordship	lordship	0
Intimately	Intimately	av-j	Intimately	intimate	0
,	,	,	,	,	0
quem	quem	fw-la	quem	quem	0
nôsti	nôsti	fw-la	nôsti	nôsti	0
,	,	,	,	,	0
tanquam	tanquam	fw-la	tanquam	tanquam	0
Te	Te	fw-la	Te	te	0
,	,	,	,	,	0
Such	Such	d	Such	such	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
the	the	dt	the	the	0
Humility	Humility	n1	Humility	humility	0
and	and	cc	and	and	0
Graciousness	Graciousness	n1	Graciousness	graciousness	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Lordship's	Lordship's	n1|vbz	Lordship's	lordship|be	0
Stooping	Stooping	vvg	Stooping	stoop	0
Affection	Affection	n1	Affection	affection	0
)	)	)	)	)	0
have	have	vhb	have	have	0
store	store	n1	store	store	0
of	of	pp-f	of	of	0
Reasons	Reasons	n2	Reasons	reason	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
;	;	;	;	;	0
your	your	po22	your	your	0
