WOrthy	WOrthy	j	WOrthy	worthy	0
Ladies	Ladies	n2	Ladies	lady	0
,	,	,	,	,	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
dedicated	dedicated	vvn	dedicated	dedicate	0
my	my	po11	my	my	0
ensu	ensu	n1	ensu	ensu	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
tract	tract	n1	tract	tract	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
bound	bound	vvn	bound	bind	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
Noble	Noble	j	Noble	noble	0
Patro	Patro	n1	Patron	patron	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
can	can	vmb	can	can	0
I	I	pns11	I	i	0
not	not	xx	not	not	0
but	but	cc-acp	but	but	0
write	write	vvi	write	write	0
a	a	dt	a	a	0
word	word	n1	word	word	0
,	,	,	,	,	0
or	or	cc	or	or	0
two	two	crd	two	two	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
both	both	d	both	both	0
.	.	.	.	.	1
After	After	p-acp	After	after	0
dedica	dedica	fw-la	dedica	dedica	0
∣	∣	sy	∣	∣	0
tions	tions	n1	tions	tions	0
,	,	,	,	,	0
custome	custome	n1	custom	custom	0
hath	hath	vhz	hath	have	0
prevailed	prevailed	vvn	prevailed	prevail	0
to	to	pc-acp	to	to	0
draw	draw	vvi	draw	draw	0
out	out	av	out	out	0
an	an	dt	and	a	0
Epistle	Epistle	n1	Epistle	epistle	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Readers	Readers	n2	Readers	reader	0
:	:	:	:	:	0
and	and	cc	and	and	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
who	who	r-crq	who	who	0
will	will	vmb	will	will	0
read	read	vvi	read	read	0
my	my	po11	my	my	0
Book	Book	n1	Book	book	0
;	;	;	;	;	0
or	or	cc	or	or	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
,	,	,	,	,	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
little	little	av-j	little	little	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
wish	wish	vvb	wish	wish	0
them	them	pno32	them	they	0
and	and	cc	and	and	0
theirs	theirs	png32	theirs	they	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
good	good	j	good	good	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
intend	intend	vvb	intend	intend	0
by	by	p-acp	by	by	0
it	it	pn31	it	it	0
:	:	:	:	:	0
Therefore	Therefore	av	Therefore	therefore	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
sure	sure	j	sure	sure	0
,	,	,	,	,	0
that	that	cst	that	that	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
fall	fall	vvb	fallen	fall	0
into	into	p-acp	into	into	0
either	either	d	either	either	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
reade	reade	vvi	read	read	0
,	,	,	,	,	0
and	and	cc	and	and	0
reade	reade	vvi	read	read	0
,	,	,	,	,	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
benefit	benefit	n1	benefit	benefit	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
good	good	j	good	good	0
children	children	n2	children	child	0
;	;	;	;	;	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
but	but	p-acp	but	but	0
expresse	expresse	vvi	express	express	0
my	my	po11	my	my	0
intentions	intentions	n2	intentions	intention	0
fully	fully	av-j	fully	full	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
both	both	d	both	both	0
.	.	.	.	.	1
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
set	set	vvn	set	set	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
high	high	j	high	high	0
places	places	n2	places	place	0
above	above	p-acp	above	above	0
many	many	d	many	many	0
others	others	n2-jn	others	other	0
:	:	:	:	:	0
and	and	cc	and	and	0
though	though	cs	though	though	0
the	the	dt	the	the	0
Waves	Waves	n2	Waves	wave	0
have	have	vhb	have	have	0
gone	gone	vvn	gone	go	0
over	over	p-acp	over	over	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
(	(	(	(	(	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
causelesly	causelesly	av-j	causelessly	causeless	0
)	)	)	)	)	0
have	have	vhb	have	have	0
entered	entered	vvn	entered	enter	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
souls	souls	n2	souls	soul	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
losses	losses	n2	losses	loss	0
,	,	,	,	,	0
crosses	crosses	n2	crosses	cross	0
,	,	,	,	,	0
and	and	cc	and	and	0
vexations	vexations	n2	vexations	vexation	0
in	in	p-acp	in	in	0
great	great	j	great	great	0
proximity	proximity	n1	proximity	proximity	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
both	both	d	both	both	0
(	(	(	(	(	0
though	though	cs	though	though	0
to	to	p-acp	to	to	0
one	one	crd	one	one	0
more	more	dc	more	more	0
then	then	cs	then	than	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
)	)	)	)	)	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
Moun	Moun	fw-fr	Moun	moun	0
∣	∣	sy	∣	∣	0
tains	tains	fw-fr	tains	tains	0
appeared	appeared	vvd	appeared	appear	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
slacking	slacking	j	slacking	slack	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
floud	floud	n1	flood	flood	0
,	,	,	,	,	0
the	the	dt	the	the	0
Ark	Ark	n1	Ark	ark	0
rested	rested	vvd	rested	rest	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
top	top	n1	top	top	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
Noah	Noah	np1	Noah	Noah	0
could	could	vmd	could	can	0
easily	easily	av-j	easily	easy	0
espie	espie	vvi	espy	espy	0
them	them	pno32	them	they	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
other	other	j-jn	other	other	0
hillocks	hillocks	n2	hillocks	hillock	0
,	,	,	,	,	0
trees	trees	n2	trees	tree	0
,	,	,	,	,	0
and	and	cc	and	and	0
shrubs	shrubs	n2	shrubs	shrub	0
lay	lay	vvb	lay	lay	0
covered	covered	vvn	covered	cover	0
with	with	p-acp	with	with	0
waters	waters	n2	waters	water	0
:	:	:	:	:	0
so	so	av	so	so	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
waters	waters	n2	waters	water	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
miseries	miseries	n2	misery's	misery	0
lessen	lessen	vvi	lessen	lessen	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
favour	favour	n1	favour	favour	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
and	and	cc	and	and	0
man	man	n1	man	man	0
,	,	,	,	,	0
are	are	vbr	are	be	0
dried	dried	vvn	dried	dry	0
up	up	a-acp	up	up	0
,	,	,	,	,	0
you	you	pn22	you	you	0
stand	stand	vvb	stand	stand	0
aloft	aloft	av	aloft	aloft	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
can	can	vmb	can	can	0
look	look	vvi	look	look	0
earnestly	earnestly	av-j	earnestly	earnest	0
at	at	p-acp	at	at	0
you	you	pn22	you	you	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
others	others	ng2-jn	others	other	0
yet	yet	av	yet	yet	0
lye	lye	vvb	lie	lie	0
un	un	fw-fr	un	un	0
∣	∣	sy	∣	∣	0
der	der	zf	der	there	0
a	a	dt	a	a	0
cloud	cloud	n1	cloud	cloud	0
of	of	pp-f	of	of	0
sinne	sinne	n1	sin	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
sorrow	sorrow	n1	sorrow	sorrow	0
.	.	.	.	.	1
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
seech	seech	vvi	seech	seech	0
you	you	pn22	you	you	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
that	that	cst	that	that	0
,	,	,	,	,	0
seeing	seeing	vvg	seeing	see	0
men	men	n2	men	man	0
and	and	cc	and	and	0
wo	wo	n1	woe	woe	0
