MADAM	MADAM	n1	MADAM	madam	0
,	,	,	,	,	0
IF	IF	cs	IF	if	0
Success	Success	n1	Success	success	0
,	,	,	,	,	0
the	the	dt	the	the	0
Grand	Grand	j	Grand	grand	0
Pa	Pa	wd	Pa	pa	0
∣	∣	sy	∣	∣	0
troness	troness	n1	troness	troness	0
of	of	pp-f	of	of	0
bold	bold	j	bold	bold	0
Attempts	Attempts	vvz	Attempts	attempt	0
,	,	,	,	,	0
may	may	vmb	may	may	0
prevail	prevail	vvi	prevail	prevail	0
to	to	pc-acp	to	to	0
justifie	justifie	vvi	justify	justify	0
or	or	cc	or	or	0
conceal	conceal	vvi	conceal	conceal	0
my	my	po11	my	my	0
presumption	presumption	n1	presumption	presumption	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
humble	humble	j	humble	humble	0
Address	Address	n1	Address	address	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
Your	Your	po22	Your	your	0
Majesties	Majesties	ng1	Majesties	majesty	0
favourable	favourable	j	favourable	favourable	0
acceptance	acceptance	n1	acceptance	acceptance	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
then	then	av	then	then	0
attain	attain	vvi	attain	attain	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
highest	highest	js	highest	high	0
Elevati	Elevati	n1	Elevati	elevati	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
of	of	pp-f	of	of	0
ambition	ambition	n1	ambition	ambition	0
;	;	;	;	;	0
if	if	cs	if	if	0
otherwise	otherwise	av	otherwise	otherwise	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
own	own	vvi	own	own	0
your	your	po22	your	your	0
Majesties	Majesties	ng1	Majesties	majesty	0
reprehension	reprehension	n1	reprehension	reprehension	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
as	as	a-acp	as	as	0
just	just	j	just	just	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
my	my	po11	my	my	0
presumption	presumption	n1	presumption	presumption	0
is	is	vbz	is	be	0
great	great	j	great	great	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
will	will	vmb	will	will	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
drift	drift	n1	drift	drift	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
sincere	sincere	j	sincere	sincere	0
Intention	Intention	n1	Intention	intention	0
to	to	pc-acp	to	to	0
serve	serve	vvi	serve	serve	0
Your	Your	po22	Your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
promoting	promoting	j-vvg	promoting	promote	0
Your	Your	po22	Your	your	0
progress	progress	n1	progress	progress	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
period	period	n1	perjod	period	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
You	You	pn22	You	you	0
most	most	av-ds	most	most	0
