THough	THough	cs	THough	though	0
I	I	pns11	I	i	0
intend	intend	vvb	intend	intend	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
larger	larger	jc	larger	large	0
Treatise	Treatise	n1	Treatise	treatise	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Sacrament	Sacrament	n1	Sacrament	sacrament	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
Supper	Supper	n1	Supper	supper	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Name	Name	n1	Name	name	0
and	and	cc	and	and	0
Title	Title	n1	Title	title	0
of	of	pp-f	of	of	0
THE	THE	dt	THE	the	0
CRUCIFIED	CRUCIFIED	vvn	CRUCIFIED	crucify	0
JESUS	JESUS	np1	JESUS	Jesus	0
;	;	;	;	;	0
Yet	Yet	av	Yet	yet	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
let	let	vvi	let	let	0
these	these	d	these	these	0
Directions	Directions	n2	Directions	direction	0
come	come	vvb	come	come	0
forth	forth	av	forth	forth	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
prepare	prepare	vvi	prepare	prepare	0
your	your	po22	your	your	0
Hearts	Hearts	n2	Hearts	heart	0
for	for	p-acp	for	for	0
those	those	d	those	those	0
larger	larger	jc	larger	large	0
Meditati	Meditati	n1	Meditati	meditati	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
;	;	;	;	;	0
not	not	xx	not	not	0
but	but	p-acp	but	but	0
that	that	d	that	that	0
there	there	a-acp	there	there	0
are	are	vbr	are	be	0
Books	Books	n2	Books	book	0
enough	enough	av-d	enough	enough	0
already	already	av	already	already	0
Writ	Writ	vvn	Writ	write	0
upon	upon	p-acp	upon	upon	0
this	this	d	this	this	0
Subject	Subject	j-jn	Subject	subject	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
abler	abler	jc	abler	able	0
Pens	Pens	n2	Pens	pen	0
too	too	av	too	too	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
you	you	pn22	you	you	0
having	having	vhg	having	have	0
for	for	p-acp	for	for	0
some	some	d	some	some	0
years	years	n2	years	year	0
past	past	j	past	past	0
known	known	vvn	known	know	0
my	my	po11	my	my	0
Conversation	Conversation	n1	Conversation	conversation	0
,	,	,	,	,	0
my	my	po11	my	my	0
Temper	Temper	vvi	Temper	temper	0
,	,	,	,	,	0
my	my	po11	my	my	0
Exhortations	Exhortations	n2	Exhortations	exhortation	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
Speaking	Speaking	vvg	Speaking	speak	0
,	,	,	,	,	0
and	and	cc	and	and	0
Writing	Writing	vvg	Writing	write	0
;	;	;	;	;	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
something	something	pi	something	something	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
nature	nature	n1	nature	nature	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
more	more	av-dc	more	more	0
useful	useful	j	useful	useful	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
then	then	cs	then	than	0
other	other	n-jn	other	other	0
more	more	av-dc	more	more	0
elaborate	elaborate	vvi	elaborate	elaborate	0
Lucubrations	Lucubrations	n2	Lucubrations	lucubration	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
∣	∣	sy	∣	∣	0
thing	thing	n1	thing	thing	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
more	more	av-dc	more	more	0
afraid	afraid	j	afraid	afraid	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
then	then	av	then	then	0
that	that	cst	that	that	0
the	the	dt	the	the	0
generality	generality	n1	generality	generality	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
both	both	d	both	both	0
young	young	j	young	young	0
and	and	cc	and	and	0
old	old	j	old	old	0
,	,	,	,	,	0
either	either	d	either	either	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
,	,	,	,	,	0
or	or	cc	or	or	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
have	have	vhi	have	have	0
right	right	j-jn	right	right	0
apprehensions	apprehensions	n2	apprehensions	apprehension	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Christian	Christian	njp	Christian	christian	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
