Dearly	Dearly	av-jn	Dearly	dear	0
Beloved	Beloved	vvn	Beloved	belove	0
,	,	,	,	,	0
THE	THE	dt	THE	the	0
wisest	wisest	js	wisest	wise	0
of	of	pp-f	of	of	0
Men	Men	n2	Men	man	0
hath	hath	vhz	hath	have	0
told	told	vvn	told	tell	0
us	us	pno12	us	we	0
(	(	(	(	(	0
excepting	excepting	vvg	excepting	except	0
Christ	Christ	np1	Christ	Christ	0
)	)	)	)	)	0
that	that	cst	that	that	0
a	a	dt	a	a	0
word	word	n1	word	word	0
spoken	spoken	vvn	spoken	speak	0
in	in	p-acp	in	in	0
Season	Season	n1	Season	season	0
,	,	,	,	,	0
(	(	(	(	(	0
or	or	cc	or	or	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Original	Original	j-jn	Original	original	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
his	his	po31	his	his	0
Wheels	Wheels	n2	Wheels	wheel	0
)	)	)	)	)	0
is	is	vbz	is	be	0
like	like	j	like	like	0
Apples	Apples	n2	Apples	apple	0
of	of	pp-f	of	of	0
Gold	Gold	n1	Gold	gold	0
in	in	p-acp	in	in	0
Pictures	Pictures	n2	Pictures	picture	0
of	of	pp-f	of	of	0
Silver	Silver	n1	Silver	silver	0
,	,	,	,	,	0
Prov.	Prov.	np1	Prov.	Prov.	1
25.	25.	crd	25.	25.	0
11.	11.	crd	11.	11.	1
Oh	Oh	uh	O	oh	0
how	how	q-crq	how	how	0
excellent	excellent	j	excellent	excellent	0
are	are	vbr	are	be	0
Words	Words	n2	Words	word	0
,	,	,	,	,	0
rightly	rightly	av-jn	rightly	right	0
ordered	ordered	vvn	ordered	order	0
,	,	,	,	,	0
placed	placed	vvn	placed	place	0
,	,	,	,	,	0
and	and	cc	and	and	0
circumstantiated	circumstantiated	vvn	circumstantiated	circumstantiate	0
;	;	;	;	;	0
such	such	d	such	such	0
words	words	n2	words	word	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
excellent	excellent	j	excellent	excellent	0
,	,	,	,	,	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
prevalent	prevalent	j	prevalent	prevalent	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
plea	plea	n1	plea	plea	0
∣	∣	sy	∣	∣	0
sant	sant	zz	sant	sant	0
Words	Words	n2	Words	word	0
that	that	cst	that	that	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
spoken	spoken	vvn	spoken	speak	0
;	;	;	;	;	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
most	most	av-ds	most	most	0
precious	precious	j	precious	precious	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
de	de	zz	de	de	0
∣	∣	sy	∣	∣	0
sirable	sirable	j	sirable	sirable	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
delectable	delectable	j	delectable	delectable	0
;	;	;	;	;	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
grant	grant	vvb	grant	grant	0
that	that	d	that	that	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
here	here	av	here	here	0
spo	spo	zz	spo	spo	0
∣	∣	sy	∣	∣	0
ken	ken	n1	ken	ken	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
,	,	,	,	,	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
such	such	d	such	such	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
Words	Words	n2	Words	word	0
,	,	,	,	,	0
that	that	cst	that	that	0
all	all	d	all	all	0
that	that	cst	that	that	0
read	read	vvb	read	read	0
them	them	pno32	them	they	0
may	may	vmb	may	may	0
find	find	vvi	find	find	0
them	them	pno32	them	they	0
most	most	av-ds	most	most	0
precious	precious	j	precious	precious	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
sweet	sweet	j	sweet	sweet	0
,	,	,	,	,	0
and	and	cc	and	and	0
very	very	av	very	very	0
seasonable	seasonable	j	seasonable	seasonable	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
time	time	n1	time	time	0
a	a	dt	a	a	0
Word	Word	n1	Word	word	0
(	(	(	(	(	0
Beloved	Beloved	vvn	Beloved	belove	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
Season	Season	n1	Season	season	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
it	it	pn31	it	it	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Wheels	Wheels	n2	Wheels	wheel	0
.	.	.	.	.	1
And	And	np1	And	And	0
,	,	,	,	,	0
Oh	Oh	uh	O	oh	0
that	that	cst	that	that	0
this	this	d	this	this	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Word	Word	n1	Word	word	0
well	well	av	well	well	0
timed	timed	vvn	timed	time	0
!	!	!	!	!	1
To	To	p-acp	To	to	0
speak	speak	vvi	speak	speak	0
a	a	dt	a	a	0
word	word	n1	word	word	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
purpose	purpose	n1	purpose	purpose	0
(	(	(	(	(	0
si	si	fw-la	si	si	0
Deo	Deo	fw-la	Deo	deo	0
placuerit	placuerit	fw-la	placuerit	placuerit	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
please	please	vvi	please	please	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
)	)	)	)	)	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
project	project	n1	project	project	0
and	and	cc	and	and	0
design	design	n1	design	design	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Book	Book	n1	Book	book	0
;	;	;	;	;	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
great	great	j	great	great	0
glory	glory	n1	glory	glory	0
upon	upon	p-acp	upon	upon	0
all	all	d	all	all	0
words	words	n2	words	word	0
of	of	pp-f	of	of	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
double	double	j-jn	double	double	0
Glory	Glory	n1	Glory	glory	0
upon	upon	p-acp	upon	upon	0
seasona	seasona	fw-la	seasona	seasona	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
words	words	n2	words	word	0
of	of	pp-f	of	of	0
Truth	Truth	n1	Truth	truth	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
following	following	j-vvg	following	follow	0
discour	discour	n1	discour	discour	0
∣	∣	sy	∣	∣	0
ses	ses	fw-fr	ses	ses	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
made	made	vvn	made	make	0
it	it	pn31	it	it	0
my	my	po11	my	my	0
Care	Care	n1	Care	care	0
and	and	cc	and	and	0
Bu	Bu	cc-acp	But	but	0
∣	∣	sy	∣	∣	0
siness	siness	n1	siness	siness	0
to	to	p-acp	to	to	0
set	set	vvi	set	set	0
before	before	p-acp	before	before	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
seasonable	seasonable	j	seasonable	seasonable	0
,	,	,	,	,	0
comfortable	comfortable	j	comfortable	comfortable	0
,	,	,	,	,	0
and	and	cc	and	and	0
encouraging	encouraging	vvg	encouraging	encourage	0
Truth	Truth	n1	Truth	truth	0
and	and	cc	and	and	0
if	if	cs	if	if	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
will	will	vmb	will	will	0
set	set	vvi	set	set	0
in	in	p-acp	in	in	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
(	(	(	(	(	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
sure	sure	j	sure	sure	0
)	)	)	)	)	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
find	find	vvi	find	find	0
it	it	pn31	it	it	0
such	such	d	such	such	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
sealed	sealed	vvn	sealed	seal	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
his	his	po31	his	his	0
Witness	Witness	n1	Witness	witness	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Hearts	Hearts	n2	Hearts	heart	0
,	,	,	,	,	0
(	(	(	(	(	0
that	that	cst	that	that	0
God	God	np1	God	God	0
loves	loves	vvz	loves	love	0
us	us	pno12	us	we	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
Ever	Ever	av	Ever	ever	0
∣	∣	sy	∣	∣	0
lasting	lasting	vvg	lasting	last	0
Love	Love	n1	Love	love	0
,	,	,	,	,	0
therefore	therefore	av	therefore	therefore	0
with	with	p-acp	with	with	0
Loving	Loving	j-vvg	Loving	love	0
Kindness	Kindness	n1	Kindness	kindness	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
drawn	drawn	vvn	drawn	draw	0
us	us	pno12	us	we	0
,	,	,	,	,	0
Jer.	Jer.	np1	Jer.	Jer.	1
31.	31.	crd	31.	31.	0
3.	3.	crd	3.	3.	1
And	And	cc	And	and	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
Children	Children	n2	Children	child	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
)	)	)	)	)	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
sweet	sweet	j	sweet	sweet	0
and	and	cc	and	and	0
comforta	comforta	fw-la	comforta	comforta	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
;	;	;	;	;	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
nothing	nothing	pix	nothing	nothing	0
can	can	vmb	can	can	0
,	,	,	,	,	0
or	or	cc	or	or	0
will	will	vmb	will	will	0
encourage	encourage	vvi	encourage	encourage	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
living	living	vvg	living	live	0
,	,	,	,	,	0
and	and	cc	and	and	0
dying	dying	vvg	dying	die	0
,	,	,	,	,	0
and	and	cc	and	and	0
comfort	comfort	vvi	comfort	comfort	0
their	their	po32	their	their	0
Souls	Souls	n2	Souls	soul	0
more	more	av-dc	more	more	0
than	than	cs	than	than	0
this	this	d	this	this	0
.	.	.	.	.	1
A	A	dt	A	a	0
Seal	Seal	n1	Seal	seal	0
beloved	beloved	vvn	beloved	belove	0
