MAy	MAy	vmb	MAy	may	0
it	it	pn31	it	it	0
please	please	vvi	please	please	0
you	you	pn22	you	you	0
right	right	av-jn	right	right	0
Honorable	Honorable	j	Honourable	honourable	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
few	few	d	few	few	0
vacant	vacant	j	vacant	vacant	0
hours	hours	n2	hours	hour	0
which	which	r-crq	which	which	0
it	it	pn31	it	it	0
pleaseth	pleaseth	vvz	pleases	please	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
high	high	j	high	high	0
(	(	(	(	(	0
whose	whose	r-crq	whose	who	0
rod	rod	n1	rod	rod	0
and	and	cc	and	and	0
staff	staff	n1	staff	staff	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
afford	afford	vvi	afford	afford	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
those	those	d	those	those	0
ma	ma	n1	ma	man	0
∣	∣	sy	∣	∣	0
ny	ny	fw-fr	ny	ny	0
,	,	,	,	,	0
weighty	weighty	j	weighty	weighty	0
,	,	,	,	,	0
difficult	difficult	j	difficult	difficult	0
,	,	,	,	,	0
and	and	cc	and	and	0
distractfull	distractfull	j	distractfull	distractful	0
incombrances	incombrances	n2	encumbrances	encumbrance	0
,	,	,	,	,	0
and	and	cc	and	and	0
affairs	affairs	n2	affairs	affair	0
,	,	,	,	,	0
that	that	cst	that	that	0
do	do	vdb	do	do	0
flow	flow	vvi	flow	flow	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
and	and	cc	and	and	0
press	press	vvi	press	press	0
upon	upon	p-acp	upon	upon	0
you	you	pn22	you	you	0
daily	daily	av-j	daily	daily	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
cast	cast	vvi	cast	cast	0
your	your	po22	your	your	0
eye	eye	n1	eye	eye	0
(	(	(	(	(	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
for	for	p-acp	for	for	0
recreation	recreation	n1	recreation	recreation	0
sake	sake	n1	sake	sake	0
)	)	)	)	)	0
upon	upon	p-acp	upon	upon	0
this	this	d	this	this	0
Trea	Trea	np1	Trea	Trea	0
∣	∣	sy	∣	∣	0
tise	tise	n1	tise	tise	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
rather	rather	av-c	rather	rather	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
it	it	pn31	it	it	0
contains	contains	vvz	contains	contain	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
small	small	j	small	small	0
concern	concern	vvb	concern	concern	0
∣	∣	sy	∣	∣	0
ment	ment	fw-la	ment	ment	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
,	,	,	,	,	0
so	so	av	so	so	0
especially	especially	av-j	especially	especial	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
honoured	honoured	j-vvn	honoured	honour	0
selves	selves	n2	selves	self	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
first	first	ord	first	first	0
part	part	n1	part	part	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
narrative	narrative	j-jn	narrative	narrative	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
please	please	vvi	please	please	0
to	to	pc-acp	to	to	0
read	read	vvi	read	read	0
a	a	dt	a	a	0
tragicall	tragicall	j	tragical	tragical	0
story	story	n1	story	story	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
your	your	po22	your	your	0
eye	eye	n1	eye	eye	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
a	a	dt	a	a	0
litle	litle	j	little	little	0
affect	affect	vvb	affect	affect	0
your	your	po22	your	your	0
tender	tender	j	tender	tender	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
such	such	d	such	such	0
a	a	dt	a	a	0
discurteous	discurteous	j	discourteous	discourteous	0
entertainment	entertainment	n1	entertainment	entertainment	0
of	of	pp-f	of	of	0
strangers	strangers	n2	strangers	stranger	0
,	,	,	,	,	0
and	and	cc	and	and	0
