Much	Much	av-d	Much	much	0
Honoured	Honoured	vvn	Honoured	honour	0
Sir	Sir	n1	Sir	sir	0
;	;	;	;	;	0
IT	IT	pn31	IT	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
promise	promise	n1	promise	promise	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
All-Glorious	All-Glorious	j	All-Glorious	all-glorious	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
honour	honour	vvi	honour	honour	0
those	those	d	those	those	0
that	that	d	that	that	0
ho	ho	uh	ho	ho	0
∣	∣	sy	∣	∣	0
nour	nour	vvb	nou_r_	nou_r_	0
him	him	pno31	him	he	0
.	.	.	.	.	1
We	We	pns12	We	we	0
honour	honour	vvb	honour	honour	0
God	God	np1	God	God	0
when	when	c-crq	when	when	0
we	we	pns12	we	we	0
confesse	confesse	vvb	confess	confess	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
himself	himself	px31	himself	himself	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
glorious	glorious	j	glorious	glorious	0
actings	actings	n2	actings	acting	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
:	:	:	:	:	0
All	All	d	All	all	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
stands	stands	vvz	stands	stand	0
in	in	p-acp	in	in	0
cordiall	cordiall	j	cordial	cordial	0
,	,	,	,	,	0
verball	verball	j	verbal	verbal	0
,	,	,	,	,	0
and	and	cc	and	and	0
reall	reall	j	real	real	0
acknowledgments	acknowledgments	n2	acknowledgments	acknowledgement	0
:	:	:	:	:	0
The	The	dt	The	the	0
most	most	av-ds	most	most	0
High	High	j	High	high	0
is	is	vbz	is	be	0
infinitly	infinitly	av-j	infinitely	infinite	0
above	above	p-acp	above	above	0
ur	ur	zz	ur	ur	0
highest	highest	av-js	highest	high	0
praises	praises	n2	praises	praise	0
and	and	cc	and	and	0
perfor	perfor	j	perfor	perfor	0
∣	∣	sy	∣	∣	0
ances	ances	fw-fr	ances	ances	0
.	.	.	.	.	1
2	2	crd	2	2	0
There	There	pc-acp	There	there	0
be	be	vbi	be	be	0
4	4	crd	4	4	0
speciall	speciall	j	special	special	0
wayes	wayes	n2	ways	way	0
whereby	whereby	c-crq	whereby	whereby	0
God	God	np1	God	God	0
honours	honours	vvz	honours	honour	0
men	men	n2	men	man	0
.	.	.	.	.	1
1	1	crd	1	1	0
When	When	c-crq	When	when	0
he	he	pns31	he	he	0
raiseth	raiseth	vvz	raiseth	raise	0
them	them	pno32	them	they	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
nothing	nothing	pix	nothing	nothing	0
,	,	,	,	,	0
worse	worse	av-jc	worse	worse	0
then	then	cs	then	than	0
nothing	nothing	pix	nothing	nothing	0
▪	▪	▪	▪	▪	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
very	very	j	very	very	0
depth	depth	n1	depth	depth	0
of	of	pp-f	of	of	0
hell	hell	n1	hell	hell	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
height	height	n1	height	height	0
of	of	pp-f	of	of	0
heavenly	heavenly	j	heavenly	heavenly	0
honour	honour	n1	honour	honour	0
,	,	,	,	,	0
happiness	happiness	n1	happiness	happiness	0
,	,	,	,	,	0
and	and	cc	and	and	0
holines	holines	n1	holiness	holiness	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
Jesus	Jesus	np1	Jesus	Jesus	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
he	he	pns31	he	he	0
makes	makes	vvz	makes	make	0
them	them	pno32	them	they	0
more	more	av-dc	more	more	0
excellent	excellent	j	excellent	excellent	0
then	then	cs	then	than	0
their	their	po32	their	their	0
neighbors	neighbors	n2	neighbours	neighbour	0
:	:	:	:	:	0
Prov.	Prov.	np1	Prov.	Prov.	1
12.	12.	crd	12.	12.	0
26.	26.	crd	26.	26.	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
true	true	j	true	true	0
Christians	Christians	np1	Christians	Christians	0
are	are	vbr	are	be	0
right	right	j-jn	right	right	0
honourable	honourable	j	honourable	honourable	0
and	and	cc	and	and	0
truly	truly	av-j	truly	true	0
royall	royall	j	royal	royal	0
;	;	;	;	;	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
loyall	loyall	j	loyal	loyal	0
subjects	subjects	n2-jn	subject's	subject	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Royall	Royall	j	Royal	royal	0
Priesthood	Priesthood	n1	Priesthood	priesthood	0
;	;	;	;	;	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
really	really	av-j	really	real	0
the	the	dt	the	the	0
1	1	crd	1	1	0
Peter	Peter	np1	Peter	Peter	0
2.	2.	crd	2.	2.	0
9.	9.	crd	9.	9	1
Exod.	Exod.	np1	Exod.	Exod.	0
19.	19.	crd	19.	19	0
6.	6.	crd	6.	6.	1
Rev.	Rev.	n1	Rev.	rev.	0
1.	1.	crd	1.	1.	0
6.	6.	crd	6.	6.	1
&	&	cc	&	and	0
5.	5.	crd	5.	5.	0
10.	10.	crd	10.	10.	0
lowest	lowest	js	lowest	low	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
highest	highest	js	highest	high	0
people	people	n1	people	people	0
;	;	;	;	;	0
lowest	lowest	js	lowest	low	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
