HAuing	HAuing	vhg	Having	have	0
made	made	vvn	made	make	0
the	the	dt	the	the	0
first	first	ord	first	first	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Anatomie	Anatomie	n1	Anatomy	anatomy	0
of	of	pp-f	of	of	0
abuses	abuses	n2	abuses	abuse	0
(	(	(	(	(	0
Right	Right	j-jn	Right	right	0
ho	ho	uh	ho	ho	0
∣	∣	sy	∣	∣	0
norable	norable	j	norable	norable	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
verie	verie	j	very	very	0
good	good	j	good	good	0
Lord	Lord	n1	Lord	lord	0
)	)	)	)	)	0
and	and	cc	and	and	0
dedicated	dedicated	vvd	dedicated	dedicate	0
the	the	dt	the	the	0
same	same	d	same	same	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
good	good	j	good	good	0
Lordship	Lordship	n1	Lordship	lordship	0
,	,	,	,	,	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
then	then	av	then	then	0
haue	haue	vhi	have	have	0
taken	taken	vvn	taken	take	0
mine	mine	po11	mine	my	0
Vltimum	Vltimum	fw-la	Vltimum	vltimum	0
vale	vale	n1	vale	vale	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
euer-needing	euer-needing	j	ever-needing	ever-needing	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
anie	anie	d	any	any	0
more	more	dc	more	more	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
argument	argument	n1	argument	argument	0
againe	againe	av	again	again	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
seeing	seeing	vvg	seeing	see	0
the	the	dt	the	the	0
diuell	diuell	n1	devil	devil	0
our	our	po12	our	our	0
anci	anci	fw-la	anci	anci	0
∣	∣	sy	∣	∣	0
ent	ent	n1	ent	ent	0
aduersarie	aduersarie	n1	adversary	adversary	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
fulnesse	fulnesse	n1	fullness	fullness	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
malice	malice	n1	malice	malice	0
hath	hath	vhz	hath	have	0
since	since	a-acp	since	since	0
spued	spued	vvd	spewed	spew	0
out	out	av	out	out	0
his	his	po31	his	his	0
poison	poison	n1	poison	poison	0
▪	▪	▪	▪	▪	0
and	and	cc	and	and	0
powred	powred	vvn	poured	pour	0
out	out	av	out	out	0
his	his	po31	his	his	0
filthie	filthie	j	filthy	filthy	0
dregs	dregs	n2	dregs	dregs	0
of	of	pp-f	of	of	0
infinit	infinit	j	infinite	infinite	0
corruptions	corruptions	n2	corruptions	corruption	0
,	,	,	,	,	0
blemishes	blemishes	n2	blemishes	blemish	0
,	,	,	,	,	0
and	and	cc	and	and	0
abuses	abuses	n2	abuses	abuse	0
(	(	(	(	(	0
al	al	d	all	all	0
which	which	r-crq	which	which	0
to	to	pc-acp	to	to	0
comprehend	comprehend	vvi	comprehend	comprehend	0
in	in	p-acp	in	in	0
number	number	n1	number	number	0
were	were	vbdr	were	be	0
Infinitum	Infinitum	fw-la	Infinitum	infinitum	0
finito	finito	j	finito	finito	0
com	com	vvb	come	come	0
∣	∣	sy	∣	∣	0
prehendere	prehendere	fw-la	prehendere	prehendere	0
)	)	)	)	)	0
amongst	amongst	p-acp	among	among	0
vs	vs	pno12	us	we	0
of	of	pp-f	of	of	0
late	late	j	late	late	0
daies	daies	n2	days	day	0
more	more	av-dc	more	more	0
than	than	cs	than	than	0
euer	euer	av	ever	ever	0
were	were	vbdr	were	be	0
heard	heard	vvn	herd	hear	0
of	of	pp-f	of	of	0
before	before	p-acp	before	before	0
.	.	.	.	.	1
I	I	pns11	I	i	0
was	was	vbds	was	be	0
compelled	compelled	vvn	compelled	compel	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
health	health	n1	health	health	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
soules	soules	n2	souls	soul	0
,	,	,	,	,	0
and	and	cc	and	and	0
benefit	benefit	n1	benefit	benefit	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
countrey	countrey	n1	country	country	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
afresh	afresh	av	afresh	afresh	0
this	this	d	this	this	0
new	new	j	new	new	0
tractation	tractation	n1	tractation	tractation	0
,	,	,	,	,	0
intituled	intituled	vvd	entitled	entitle	0
The	The	dt	The	the	0
display	display	vvi	display	display	0
of	of	pp-f	of	of	0
Corruptions	Corruptions	n2	Corruptions	corruption	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
are	are	vbr	are	be	0
laid	laid	vvn	laid	lay	0
open	open	j	open	open	0
diuers	diuers	j	diverse	diverse	0
and	and	cc	and	and	0
sun	sun	n1	sun	sun	0
∣	∣	sy	∣	∣	0
drie	drie	j	dry	dry	0
abuses	abuses	n1	abuses	abuse	0
,	,	,	,	,	0
corruptions	corruptions	n2	corruptions	corruption	0
,	,	,	,	,	0
and	and	cc	and	and	0
blemishes	blemishes	n2	blemishes	blemish	0
crept	crept	vvn	crept	creep	0
as	as	a-acp	as	as	0
well	well	av	well	well	0
into	into	p-acp	into	into	0
one	one	crd	one	one	0
sort	sort	n1	sort	sort	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
as	as	c-acp	as	as	0
into	into	p-acp	into	into	0
another	another	j-jn	another	another	0
.	.	.	.	.	1
And	And	cc	And	and	0
hauing	hauing	vhg	having	have	0
fini	fini	fw-fr	fini	fini	0
∣	∣	sy	∣	∣	0
shed	shed	vvi	shed	shed	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
and	and	cc	and	and	0
committed	committed	vvd	committed	commit	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
presse	presse	n1	press	press	0
,	,	,	,	,	0
I	I	pns11	I	i	0
stood	stood	vvd	stood	stand	0
in	in	p-acp	in	in	0
suspense	suspense	n1	suspense	suspense	0
,	,	,	,	,	0
douting	douting	vvg	doubting	doubt	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
dedicate	dedicate	vvi	dedicate	dedicate	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
argument	argument	n1	argument	argument	0
,	,	,	,	,	0
and	and	cc	and	and	0
matter	matter	n1	matter	matter	0
which	which	r-crq	which	which	0
it	it	pn31	it	it	0
hande	hande	n1	hand	hand	0
∣	∣	sy	∣	∣	0
leth	leth	vvz	leth	le	0
(	(	(	(	(	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
otch	otch	n1	otch	otch	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
some	some	d	some	some	0
frosen	frosen	j-vvn	frozen	freeze	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
dregges	dregges	n2	dregs	dregs	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
sinne	sinne	n1	sin	sin	0
cannot	cannot	vmbx	cannot	can	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
wise	wise	n1	wise	wise	0
abide	abide	vvi	abide	abide	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
touched	touched	vvn	touched	touch	0
)	)	)	)	)	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
inhability	inhability	n1	inhability	inhability	0
and	and	cc	and	and	0
indignitie	indignitie	n1	indignity	indignity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
author	author	n1	author	author	0
But	But	cc-acp	But	but	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
last	last	ord	last	last	0
considering	considering	vvg	considering	consider	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
the	the	dt	the	the	0
proximitie	proximitie	n1	proximity	proximity	0
,	,	,	,	,	0
the	the	dt	the	the	0
semblance	semblance	n1	semblance	semblance	0
,	,	,	,	,	0
and	and	cc	and	and	0
neerenesse	neerenesse	n1	nearness	nearness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
arguments	arguments	n2	arguments	argument	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
first	first	ord	first	first	0
booke	booke	n1	book	book	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Anatomie	Anatomie	n1	Anatomy	anatomy	0
of	of	pp-f	of	of	0
abuses	abuses	n2	abuses	abuse	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
the	the	dt	the	the	0
Display	Display	vvb	Display	display	0
of	of	pp-f	of	of	0
Corruptions	Corruptions	n2	Corruptions	corruption	0
,	,	,	,	,	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
doe	doe	vdi	do	do	0
no	no	dx	no	no	0
lesse	lesse	dc	less	less	0
than	than	cs	than	than	0
to	to	pc-acp	to	to	0
dedicate	dedicate	vvi	dedicate	dedicate	0
the	the	dt	the	the	0
same	same	d	same	same	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
excellent	excellent	j	excellent	excellent	0
Lordship	Lordship	n1	Lordship	lordship	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
end	end	n1	end	end	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
(	(	(	(	(	0
whom	whom	r-crq	whom	who	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
the	the	dt	the	the	0
mirrour	mirrour	n1	mirror	mirror	0
of	of	pp-f	of	of	0
true	true	j	true	true	0
nobilitie	nobilitie	n1	nobility	nobility	0
)	)	)	)	)	0
might	might	vmd	might	may	0
see	see	vvi	see	see	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
glasse	glasse	n1	glass	glass	0
)	)	)	)	)	0
a	a	dt	a	a	0
briefe	briefe	j	brief	brief	0
summarie	summarie	n1	summary	summary	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
corruptions	corruptions	n2	corruptions	corruption	0
and	and	cc	and	and	0
abu	abu	n2	abum	abum	0
∣	∣	sy	∣	∣	0
ses	ses	fw-fr	ses	ses	0
that	that	cst	that	that	0
reigne	reigne	vvi	reign	reign	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
daies	daies	n2	days	day	0
.	.	.	.	.	1
And	And	cc	And	and	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
cause	cause	n1	cause	cause	0
was	was	vbds	was	be	0
I	I	pns11	I	i	0
incited	incited	vvn	incited	incite	0
to	to	pc-acp	to	to	0
commit	commit	vvi	commit	commit	0
the	the	dt	the	the	0
defense	defense	n1	defence	defence	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
lit	lit	fw-fr	lit	lit	0
∣	∣	sy	∣	∣	0
tle	tle	j	tle	tle	0
treatise	treatise	n1	treatise	treatise	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Honourable	Honourable	j	Honourable	honourable	0
Lordship	Lordship	n1	Lordship	lordship	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
especiall	especiall	j	especial	especial	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
demonstration	demonstration	n1	demonstration	demonstration	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
thankfull	thankfull	j	thankful	thankful	0
hart	hart	n1	heart	hart	0
,	,	,	,	,	0
and	and	cc	and	and	0
vnfained	vnfained	j	unfeigned	unfeigned	0
goodwill	goodwill	n1	goodwill	goodwill	0
towardes	towardes	p-acp	towards	towards	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
▪	▪	▪	▪	▪	0
in	in	p-acp	in	in	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
pleased	pleased	vvd	pleased	please	0
the	the	dt	the	the	0
same	same	d	same	same	0
(	(	(	(	(	0
farre	farre	av-j	far	far	0
beyond	beyond	p-acp	beyond	beyond	0
either	either	d	either	either	0
my	my	po11	my	my	0
desart	desart	n1	desert	desert	0
or	or	cc	or	or	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
pectation	pectation	n1	pectation	pectation	0
)	)	)	)	)	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
to	to	pc-acp	to	to	0
accept	accept	vvi	accept	accept	0
,	,	,	,	,	0
and	and	cc	and	and	0
take	take	vvi	take	take	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
part	part	n1	part	part	0
my	my	po11	my	my	0
former	former	j	former	former	0
simple	simple	j	simple	simple	0
booke	booke	n1	book	book	0
