MOst	MOst	ds	MOst	most	0
excellent	excellent	j	excellent	excellent	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
the	the	dt	the	the	0
haughtie	haughtie	j	haughty	haughty	0
and	and	cc	and	and	0
high	high	j	high	high	0
purposes	purposes	n2	purposes	purpose	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
won	won	vvn	wone	win	0
∣	∣	sy	∣	∣	0
derfull	derfull	j	derfull	derfull	0
enterprises	enterprises	n2	enterprises	enterprise	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Spani	Spani	n1	Spani	spani	0
∣	∣	sy	∣	∣	0
ardes	ardes	av	ardes	ardes	0
haue	haue	vhb	have	have	0
beene	beene	vbn	been	be	0
so	so	av	so	so	0
great	great	j	great	great	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
well	well	av	well	well	0
neere	neere	av-j	near	near	0
suffe	suffe	vvb	suff	suff	0
∣	∣	sy	∣	∣	0
red	red	j-jn	read	red	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
the	the	dt	the	the	0
compasse	compasse	n1	compass	compass	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
worlde	worlde	n1	world	world	0
,	,	,	,	,	0
any	any	d	any	any	0
Seas	Seas	n2	Seas	sea	0
,	,	,	,	,	0
any	any	d	any	any	0
Islandes	Islandes	n2	Islands	island	0
,	,	,	,	,	0
or	or	cc	or	or	0
Territories	Territories	n2	Territories	territory	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
runne	runne	vvn	run	run	0
vnto	vnto	p-acp	unto	unto	0
;	;	;	;	;	0
and	and	cc	and	and	0
whereof	whereof	c-crq	whereof	whereof	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
woone	woone	vvn	won	win	0
some	some	d	some	some	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
opinion	opinion	n1	opinion	opinion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
olde	olde	j	old	old	0
Philosophers	Philosophers	n2	Philosophers	philosopher	0
,	,	,	,	,	0
and	and	cc	and	and	0
Cosmographers	Cosmographers	n2	Cosmographers	cosmographer	0
:	:	:	:	:	0
wherein	wherein	c-crq	wherein	wherein	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
founde	founde	vvn	found	find	0
such	such	d	such	such	0
diuersitie	diuersitie	n1	diversity	diversity	0
of	of	pp-f	of	of	0
people	people	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
many	many	d	many	many	0
differences	differences	n2	differences	difference	0
of	of	pp-f	of	of	0
lawes	lawes	n2	laws	law	0
,	,	,	,	,	0
and	and	cc	and	and	0
superstitiōs	superstitiōs	n2	superstitions	superstition	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
many	many	d	many	many	0
sorts	sorts	n2	sorts	sort	0
of	of	pp-f	of	of	0
gouernmentes	gouernmentes	n2	governments	government	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
diuersitie	diuersitie	n1	diversity	diversity	0
of	of	pp-f	of	of	0
manners	manners	n2	manners	manner	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
no	no	dx	no	no	0
small	small	j	small	small	0
admiration	admiration	n1	admiration	admiration	0
to	to	pc-acp	to	to	0
thinke	thinke	vvi	think	think	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
;	;	;	;	;	0
and	and	cc	and	and	0
namely	namely	av	namely	namely	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
doe	doe	vdb	do	do	0
reporte	reporte	vvi	report	report	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Maiestie	Maiestie	n1	Majesty	majesty	0
and	and	cc	and	and	0
po	po	n2	po	po	0
∣	∣	sy	∣	∣	0
wer	wer	fw-ge	wer	wer	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
king	king	n1	king	king	0
of	of	pp-f	of	of	0
China	China	np1	China	China	0
:	:	:	:	:	0
who	who	r-crq	who	who	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
prince	prince	n1	prince	prince	0
geuen	geuen	vvn	given	give	0
to	to	p-acp	to	to	0
idolatrie	idolatrie	n1	idolatry	idolatry	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	d	that	that	0
way	way	n1	way	way	0
most	most	av-ds	most	most	0
vaine	vaine	j	vain	vain	0
;	;	;	;	;	0
As	As	c-acp	As	as	0
also	also	av	also	also	0
his	his	po31	his	his	0
subiectes	subiectes	n2-jn	subjects	subject	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
obseruati	obseruati	n1	observati	observati	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gentiles	Gentiles	n2-j	Gentiles	gentile	0
lawes	lawes	n2	laws	law	0
,	,	,	,	,	0
are	are	vbr	are	be	0
notwithstanding	notwithstanding	a-acp	notwithstanding	notwithstanding	0
endued	endued	vvn	endued	endue	0
with	with	p-acp	with	with	0
so	so	av	so	so	0
great	great	j	great	great	0
wisedome	wisedome	n1	wisdom	wisdom	0
and	and	cc	and	and	0
discretion	discretion	n1	discretion	discretion	0
in	in	p-acp	in	in	0
naturall	naturall	j	natural	natural	0
thinges	thinges	n2	things	thing	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
go	go	vvi	go	go	0
∣	∣	sy	∣	∣	0
uernment	uernment	n1	uernment	uernment	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
common	common	j	common	common	0
wealthes	wealthes	n2	wealths	wealth	0
,	,	,	,	,	0
that	that	cst	that	that	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
nations	nations	n2	nations	nation	0
(	(	(	(	(	0
bee	bee	n1	bee	bee	0
they	they	pns32	they	they	0
neuer	neuer	av-x	never	never	0
so	so	av	so	so	0
politike	politike	j	politic	politic	0
)	)	)	)	)	0
seeme	seeme	vvb	seem	seem	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
thē	thē	pno32	them	they	0
,	,	,	,	,	0
or	or	cc	or	or	0
haue	haue	vhb	have	have	0
therein	therein	av	therein	therein	0
the	the	dt	the	the	0
ad	ad	vvi	and	add	0
∣	∣	sy	∣	∣	0
uantage	uantage	n1	vantage	vantage	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
yet	yet	av	yet	yet	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
the	the	dt	the	the	0
like	like	j	like	like	0
wittes	wittes	n2	wits	wit	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
Artes	Artes	n2	Arts	art	0
▪	▪	▪	▪	▪	0
Which	Which	r-crq	Which	which	0
haue	haue	vhb	have	have	0
beene	beene	vbn	been	be	0
the	the	dt	the	the	0
causes	causes	n2	causes	cause	0
that	that	cst	that	that	0
mooues	mooues	vvz	moves	move	0
me	me	pno11	me	i	0
too	too	av	too	too	0
write	write	vvi	write	write	0
the	the	dt	the	the	0
thinges	thinges	n2	things	thing	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
realme	realme	n1	realm	realm	0
,	,	,	,	,	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
haue	haue	vhb	have	have	0
beene	beene	vbn	been	be	0
knowen	knowen	vvn	known	know	0
as	as	a-acp	as	as	0
well	well	av	well	well	0
by	by	p-acp	by	by	0
relation	relation	n1	relation	relation	0
of	of	pp-f	of	of	0
persons	persons	n2	persons	person	0
of	of	pp-f	of	of	0
credite	credite	n1	credit	credit	0
that	that	cst	that	that	0
haue	haue	vhb	have	have	0
beene	beene	vbn	been	be	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
;	;	;	;	;	0
and	and	cc	and	and	0
also	also	av	also	also	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
naturall	naturall	j	natural	natural	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Countrey	Countrey	n1	Country	country	0
of	of	pp-f	of	of	0
China	China	np1	China	China	0
,	,	,	,	,	0
that	that	cst	that	that	0
haue	haue	vhb	have	have	0
been	been	vbn	been	be	0
brought	brought	vvn	brought	bring	0
into	into	p-acp	into	into	0
Portugale	Portugale	np1	Portugale	Portugal	0
)	)	)	)	)	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
dedicate	dedicate	vvi	dedicate	dedicate	0
the	the	dt	the	the	0
same	same	d	same	same	0
too	too	av	too	too	0
your	your	po22	your	your	0
excellent	excellent	j	excellent	excellent	0
Lordship	Lordship	n1	Lordship	lordship	0
,	,	,	,	,	0
acknowledging	acknowledging	vvg	acknowledging	acknowledge	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
thinges	thinges	n2	things	thing	0
moste	moste	av-ds	most	most	0
bounde	bounde	vvn	bound	bind	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
my	my	po11	my	my	0
Lorde	Lorde	n1	Lord	lord	0
.	.	.	.	.	1
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
your	your	po22	your	your	0
lordship	lordship	n1	lordship	lordship	0
to	to	p-acp	to	to	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
cept	cept	n1	cept	cept	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
little	little	j	little	little	0
seruice	seruice	n1	service	service	0
supplied	supplied	vvn	supplied	supply	0
with	with	p-acp	with	with	0
good	good	j	good	good	0
will	will	n1	will	will	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
poore	poore	j	poor	poor	0
token	token	n1	token	token	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
good	good	j	good	good	0
gratefull	gratefull	j	grateful	grateful	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
onely	onely	av-j	only	only	0
hath	hath	vhz	hath	have	0
beene	beene	vbn	been	be	0
but	but	p-acp	but	but	0
to	to	pc-acp	to	to	0
geue	geue	vvi	give	give	0
all	all	d	all	all	0
honour	honour	n1	honour	honour	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
name	name	n1	name	name	0
.	.	.	.	.	1
