AFter	AFter	p-acp	AFter	after	0
owre	owre	n1	our	ore	0
harty	harty	j	hearty	hearty	0
Commendations	Commendations	n2	Commendations	commendation	0
;	;	;	;	;	0
I	I	pns11	I	i	0
,	,	,	,	,	0
the	the	dt	the	the	0
Bisshop	Bisshop	n1	Bishop	bishop	0
of	of	pp-f	of	of	0
Londō	Londō	np1	Londō	London	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
receiued	receiued	vvn	received	receive	0
order	order	n1	order	order	0
from	from	p-acp	from	from	0
my	my	po11	my	my	0
Lords	Lords	ng1	Lords	lord	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
Canterburye	Canterburye	np1	Canterburye	Canterbury	0
vvith	vvith	p-acp	with	with	0
the	the	dt	the	the	0
aduice	aduice	n1	advice	advice	0
of	of	pp-f	of	of	0
both	both	d	both	both	0
the	the	dt	the	the	0
cheiffe	cheiffe	n1	cheiffe	cheiffe	0
Iustices	Iustices	n2	Justices	justice	0
,	,	,	,	,	0
that	that	cst	that	that	0
conference	conference	n1	conference	conference	0
should	should	vmd	should	shall	0
presently	presently	av-j	presently	present	0
be	be	vbi	be	be	0
had	had	vhd	had	have	0
vvith	vvith	p-acp	with	with	0
these	these	d	these	these	0
Sectories	Sectories	n2	Sectories	sectory	0
,	,	,	,	,	0
vvhiche	vvhiche	r-crq	which	which	0
do	do	vdb	do	do	0
for	for	p-acp	for	for	0
∣	∣	sy	∣	∣	0
sake	sake	n1	sake	sake	0
ovvr	ovvr	po12	our	our	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbb	be	be	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
same	same	d	same	same	0
cōmytted	cōmytted	j-vvn	committed	commit	0
prysoners	prysoners	ng2	prisoners	prisoner	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
intēded	intēded	vvd	intended	intend	0
,	,	,	,	,	0
if	if	cs	if	if	0
by	by	p-acp	by	by	0
ovvr	ovvr	po12	our	our	0
good	good	j	good	good	0
&	&	cc	&	and	0
learned	learned	j	learned	learned	0
persvvasions	persvvasions	n2	persuasions	persuasion	0
,	,	,	,	,	0
they	they	pns32	they	they	0
vvill	vvill	vmb	will	will	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
reduced	reduced	vvn	reduced	reduce	0
