WHen	WHen	c-crq	WHen	when	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
fini	fini	fw-fr	fini	fini	0
∣	∣	sy	∣	∣	0
shed	shed	vvb	shed	shed	0
the	the	pno32	thee	they	0
tran	tran	vvd	tran	tran	0
¦	¦	sy	¦	¦	0
slation	slation	n1	slation	slation	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Booke	Booke	n1	Book	book	0
(	(	(	(	(	0
louing	louing	vvg	loving	love	0
Vncle	Vncle	n1	Uncle	uncle	0
&	&	cc	&	and	0
Aunt	Aunt	n1	Aunt	aunt	0
)	)	)	)	)	0
I	I	pns11	I	i	0
remembred	remembred	vvd	remembered	remember	0
the	the	dt	the	the	0
common	common	j	common	common	0
order	order	n1	order	order	0
&	&	cc	&	and	0
custome	custome	n1	custom	custom	0
euer	euer	av	ever	ever	0
vsed	vsed	vvn	used	use	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
much	much	av-d	much	much	0
that	that	cst	that	that	0
few	few	d	few	few	0
commit	commit	vvb	commit	commit	0
their	their	po32	their	their	0
labours	labours	n2	labours	labour	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
view	view	n1	view	view	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
vnlesse	vnlesse	cs	unless	unless	0
they	they	pns32	they	they	0
first	first	ord	first	first	0
procure	procure	vvi	procure	procure	0
some	some	d	some	some	0
Patrone	Patrone	n1	Patron	patron	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
defence	defence	n1	defence	defence	0
.	.	.	.	.	1
I	I	pns11	I	i	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
vn	vn	fw-it	vn	un	0
∣	∣	sy	∣	∣	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
send	send	vvi	send	send	0
my	my	po11	my	my	0
translati	translati	n1	translati	translati	0
∣	∣	sy	∣	∣	0
on	on	zz	on	on	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
presse	presse	n1	press	press	0
,	,	,	,	,	0
before	before	c-acp	before	before	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
committed	committed	vvn	committed	commit	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
patro	patro	n1	patron	patron	0
∣	∣	sy	∣	∣	0
nage	nage	n1	nage	nage	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
And	And	cc	And	and	0
standing	standing	vvg	standing	stand	0
in	in	p-acp	in	in	0
doubt	doubt	n1	doubt	doubt	0
to	to	p-acp	to	to	0
whome	whome	ro-crq	whom	who	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
offer	offer	vvi	offer	offer	0
my	my	po11	my	my	0
labour	labour	n1	labour	labour	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
kind	kind	n1	kind	kind	0
,	,	,	,	,	0
trusting	trusting	vvg	trusting	trust	0
vpon	vpon	p-acp	upon	upon	0
your	your	po22	your	your	0
curtesies	curtesies	n2	courtesies	courtesy	0
,	,	,	,	,	0
did	did	vdd	did	do	0
embolden	embolden	vvi	embolden	embolden	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
to	to	pc-acp	to	to	0
commende	commende	vvi	commend	commend	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
protections	protections	n2	protections	protection	0
.	.	.	.	.	1
The	The	dt	The	the	0
booke	booke	n1	book	book	0
was	was	vbds	was	be	0
written	written	vvn	written	write	0
aboue	aboue	p-acp	above	above	0
an	an	dt	and	a	0
hun	hun	zz	hun	hun	0
∣	∣	sy	∣	∣	0
dreth	dreth	vvz	dreth	der	0
and	and	cc	and	and	0
threescore	threescore	crd	threescore	threescore	0
yeares	yeares	n2	years	year	0
since	since	a-acp	since	since	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Spanish	Spanish	jp	Spanish	spanish	0
tongue	tongue	n1	tongue	tongue	0
,	,	,	,	,	0
the	the	dt	the	the	0
Authour	Authour	n1	Author	author	0
thereof	thereof	av	thereof	thereof	0
being	being	vbg	being	be	0
vnknowne	vnknowne	j	unknown	unknown	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
stile	stile	n1	style	stile	0
and	and	cc	and	and	0
methode	methode	n1	method	method	0
of	of	pp-f	of	of	0
writing	writing	n1	writing	writing	0
I	I	pns11	I	i	0
meane	meane	vvb	mean	mean	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
commend	commend	vvi	commend	commend	0
it	it	pn31	it	it	0
,	,	,	,	,	0
leauing	leauing	vvg	leaving	leave	0
the	the	dt	the	the	0
iudgment	iudgment	n1	judgement	judgement	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
of	of	pp-f	of	of	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
,	,	,	,	,	0
vnto	vnto	p-acp	unto	unto	0
whom	whom	ro-crq	whom	who	0
such	such	d	such	such	0
censures	censures	n2	censures	censure	0
are	are	vbr	are	be	0
belonging	belonging	vvg	belonging	belong	0
.	.	.	.	.	1
I	I	pns11	I	i	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
parte	parte	n1	part	part	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
faithfully	faithfully	av-j	faithfully	faithful	0
englished	englished	vvn	englished	english	0
his	his	po31	his	his	0
words	words	n2	words	word	0
,	,	,	,	,	0
&	&	cc	&	and	0
deliue	deliue	vvi	deliue	deliue	0
¦	¦	sy	¦	¦	0
red	red	j-jn	read	red	0
his	his	po31	his	his	0
meaning	meaning	n1	meaning	meaning	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
mā	mā	n1	man	man	0
∣	∣	sy	∣	∣	0
ner	ner	zz	ner	ner	0
that	that	d	that	that	0
Englishmē	Englishmē	np2	Englishmē	englishmē	0
may	may	vmb	may	may	0
both	both	av-d	both	both	0
read	read	vvi	read	read	0
his	his	po31	his	his	0
treatise	treatise	n1	treatise	treatise	0
and	and	cc	and	and	0
vnder	vnder	p-acp	under	under	0
∣	∣	sy	∣	∣	0
stand	stand	n1	stand	stand	0
it	it	pn31	it	it	0
,	,	,	,	,	0
so	so	av	so	so	0
I	I	pns11	I	i	0
doo	doo	vdi	do	do	0
not	not	xx	not	not	0
doubt	doubt	vvi	doubt	doubt	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
wilbe	wilbe	vmb|vbi	will	will|be	0
as	as	p-acp	as	as	0
profitable	profitable	j	profitable	profitable	0
vnto	vnto	p-acp	unto	unto	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
reade	reade	vvd	read	read	0
it	it	pn31	it	it	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
their	their	po32	their	their	0
instruction	instruction	n1	instruction	instruction	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
beene	beene	vbn	been	be	0
to	to	p-acp	to	to	0
other	other	j-jn	other	other	0
nations	nations	n2	nations	nation	0
who	who	r-crq	who	who	0
haue	haue	vhb	have	have	0
greedily	greedily	av-j	greedily	greedy	0
desired	desired	vvd	desired	desire	0
the	the	dt	the	the	0
trā	trā	fw-la	trā	trā	0
∣	∣	sy	∣	∣	0
slation	slation	n1	slation	slation	0
hereof	hereof	av	hereof	hereof	0
.	.	.	.	.	1
And	And	cc	And	and	0
thus	thus	av	thus	thus	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
seeching	seeching	vvg	seeching	seech	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
my	my	po11	my	my	0
good	good	j	good	good	0
will	will	n1	will	will	0
and	and	cc	and	and	0
meaning	meaning	n1	meaning	meaning	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
part	part	n1	part	part	0
,	,	,	,	,	0
I	I	pns11	I	i	0
commit	commit	vvb	commit	commit	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
tuition	tuition	n1	tuition	tuition	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Almigh	Almigh	n1	Almigh	almigh	0
∣	∣	sy	∣	∣	0
tie	tie	zz	tie	tie	0
.	.	.	.	.	1
