MOST	MOST	av-ds	MOST	most	0
Rd.	Rd.	np1	Rd.	Rd.	0
THis	THis	d	THis	this	0
poore	poore	j	poor	poor	0
thing	thing	n1	thing	thing	0
was	was	vbds	was	be	0
bred	bred	vvn	bred	breed	0
and	and	cc	and	and	0
borne	borne	vvn	born	bear	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
service	service	n1	service	service	0
.	.	.	.	.	1
It	It	pn31	It	it	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
had	had	vhn	had	have	0
the	the	dt	the	the	0
hap	hap	n1	hap	hap	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
still-borne	still-borne	j	stillborn	stillborn	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
now	now	av	now	now	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
cried	cried	vvn	cried	cry	0
,	,	,	,	,	0
and	and	cc	and	and	0
was	was	vbds	was	be	0
heard	heard	vvn	herd	hear	0
in	in	p-acp	in	in	0
as	as	c-acp	as	as	0
reverend	reverend	j-jn	reverend	reverend	0
,	,	,	,	,	0
hono	hono	fw-it	hono	hono	0
∣	∣	sy	∣	∣	0
rable	rable	n1	rabble	rabble	0
,	,	,	,	,	0
learned	learned	j	learned	learned	0
,	,	,	,	,	0
wise	wise	j	wise	wise	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
as	as	p-acp	as	as	0
frequent	frequent	j	frequent	frequent	0
and	and	cc	and	and	0
as	as	p-acp	as	as	0
attentive	attentive	j	attentive	attentive	0
an	an	dt	and	a	0
Auditorie	Auditorie	j	Auditory	auditory	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
ever	ever	av	ever	ever	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
seen	seen	vvn	seen	see	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
parts	parts	n2	parts	part	0
.	.	.	.	.	1
It	It	pn31	It	it	0
hath	hath	vhz	hath	have	0
cried	cried	vvn	cried	cry	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
God	God	np1	God	God	0
some	some	d	some	some	0
say	say	vvb	say	say	0
not	not	xx	not	not	0
,	,	,	,	,	0
It	It	pn31	It	it	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
voice	voice	n1	voice	voice	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Crier	Crier	n1	Crier	crier	0
,	,	,	,	,	0
preate	preate	vvi	preate	preate	0
∣	∣	sy	∣	∣	0
rea	rea	fw-la	rea	rea	0
nihil	nihil	fw-la	nihil	nihil	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
best	best	js	best	best	0
judgement	judgement	n1	judgement	judgement	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
love	love	n1	love	love	0
with	with	p-acp	with	with	0
it	it	pn31	it	it	0
,	,	,	,	,	0
before	before	c-acp	before	before	0
they	they	pns32	they	they	0
knew	knew	vvd	knew	know	0
what	what	r-crq	what	what	0
to	to	pc-acp	to	to	0
call	call	vvi	call	call	0
the	the	dt	the	the	0
father	father	n1	father	father	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
)	)	)	)	)	0
will	will	vmb	will	will	0
needs	needs	av	needs	needs	0
say	say	vvi	say	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
live	live	vvi	live	live	0
,	,	,	,	,	0
and	and	cc	and	and	0
doe	doe	vdb	do	do	0
good	good	j	good	good	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
are	are	vbr	are	be	0
two	two	crd	two	two	0
things	things	n2	things	thing	0
to	to	pc-acp	to	to	0
help	help	vvi	help	help	0
the	the	dt	the	the	0
Book	Book	n1	Book	book	0
∣	∣	sy	∣	∣	0
seller	seller	n1	seller	seller	0
;	;	;	;	;	0
your	your	po22	your	your	0
Graces	Graces	ng1	Graces	grace	0
name	name	n1	name	name	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Lord	Lord	n1	Lord	lord	0
of	of	pp-f	of	of	0
Carlile	Carlile	np1	Carlile	Carlile	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
,	,	,	,	,	0
not	not	xx	not	not	0
a	a	dt	a	a	0
Priest	Priest	n1	Priest	priest	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
a	a	dt	a	a	0
Le	Le	fw-fr	Le	le	0
∣	∣	sy	∣	∣	0
vite	vite	fw-fr	vite	vite	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
scarcely	scarcely	av-j	scarcely	scarce	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
Passenger	Passenger	n1	Passenger	passenger	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
observes	observes	vvz	observes	observe	0
the	the	dt	the	the	0
Preacher	Preacher	n1	Preacher	preacher	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
your	your	po22	your	your	0
Chaplain	Chaplain	n1	Chaplain	chaplain	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Sermon	Sermon	n1	Sermon	sermon	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
