Most	Most	ds	Most	most	0
Noble	Noble	j	Noble	noble	0
Ladies	Ladies	n2	Ladies	lady	0
.	.	.	.	.	1
THe	THe	dt	THe	the	0
incomprehensibly	incomprehensibly	av-j	incomprehensibly	incomprehensible	0
Great	Great	j	Great	great	0
and	and	cc	and	and	0
Glo	Glo	n1	Glow	glow	0
∣	∣	sy	∣	∣	0
rious	rious	j	rious	rious	0
JEHOVAH	JEHOVAH	np1	JEHOVAH	Jehovah	0
,	,	,	,	,	0
the	the	dt	the	the	0
Almighty	Almighty	j-jn	Almighty	almighty	0
Cre	Cre	n1	Credit	credit	0
∣	∣	sy	∣	∣	0
ator	ator	n1	ator	ator	0
of	of	pp-f	of	of	0
Heaven	Heaven	n1	Heaven	heaven	0
and	and	cc	and	and	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
Who	Who	r-crq	Who	who	0
is	is	vbz	is	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
was	was	vbds	was	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
,	,	,	,	,	0
the	the	dt	the	the	0
First	First	ord	First	first	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Last	Last	ord	Last	last	0
,	,	,	,	,	0
Alpha	Alpha	np1	Alpha	Alpha	0
and	and	cc	and	and	0
Omega	Omega	np1	Omega	Omega	0
,	,	,	,	,	0
the	the	dt	the	the	0
Beginning	Beginning	n1	Beginning	beginning	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Ending	Ending	vvg	Ending	end	0
,	,	,	,	,	0
the	the	dt	the	the	0
beginning	beginning	n1	beginning	beginning	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
without	without	p-acp	without	without	0
beginning	beginning	n1	beginning	beginning	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
end	end	n1	end	end	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
all	all	d	all	all	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
er	er	zz	er	er	0
without	without	p-acp	without	without	0
end	end	n1	end	end	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
eternally	eternally	av-j	eternally	eternal	0
his	his	png31	his	he	0
beeing	beeing	vbg	being	be	0
only	only	j	only	only	0
,	,	,	,	,	0
and	and	cc	and	and	0
altogether	altogether	av	altogether	altogether	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
himself	himself	px31	himself	himself	0
,	,	,	,	,	0
wih	wih	p-acp	with	with	0
∣	∣	sy	∣	∣	0
out	out	av	out	out	0
Participation	Participation	n1	Participation	participation	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
or	or	cc	or	or	0
Derivation	Derivation	n1	Derivation	derivation	0
from	from	p-acp	from	from	0
any	any	d	any	any	0
,	,	,	,	,	0
other	other	j-jn	other	other	0
,	,	,	,	,	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
whom	whom	ro-crq	whom	who	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
first	first	ord	first	first	0
Fountain	Fountain	n1	Fountain	fountain	0
,	,	,	,	,	0
and	and	cc	and	and	0
Original	Original	j-jn	Original	original	0
Beeing	Beeing	vbg	Being	be	0
,	,	,	,	,	0
the	the	dt	the	the	0
Sole-self-being	Sole-self-being	j	Sole-self-being	sole-self-being	0
,	,	,	,	,	0
and	and	cc	and	and	0
Beeing	Beeing	vbg	Being	be	0
of	of	pp-f	of	of	0
Beeings	Beeings	n2	Beings	being	0
,	,	,	,	,	0
all	all	d	all	all	0
the	the	dt	the	the	0
Creatures	Creatures	n2	Creatures	creature	0
Inanimat	Inanimat	j	Inanimate	inanimate	0
,	,	,	,	,	0
Vegetative	Vegetative	j	Vegetative	vegetative	0
,	,	,	,	,	0
Sensitive	Sensitive	j	Sensitive	sensitive	0
,	,	,	,	,	0
and	and	cc	and	and	0
Rational	Rational	j	Rational	rational	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
An	An	dt	And	a	0
∣	∣	sy	∣	∣	0
gels	gels	n2	gels	gel	0
or	or	cc	or	or	0
Men	Men	n2	Men	man	0
,	,	,	,	,	0
are	are	vbr	are	be	0
but	but	p-acp	but	but	0
derivated	derivated	vvn	derivated	derivate	0
,	,	,	,	,	0
and	and	cc	and	and	0
