Madam	Madam	n1	Madam	madam	0
,	,	,	,	,	0
THere	THere	pc-acp	THere	there	0
are	are	vbr	are	be	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
ny	ny	av	nigh	nigh	0
causes	causes	n2	causes	cause	0
that	that	cst	that	that	0
move	move	vvb	move	move	0
mee	mee	pno11	me	i	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
Ladi	Ladi	n1	Ladi	lady	0
∣	∣	sy	∣	∣	0
ship	ship	n1	ship	ship	0
,	,	,	,	,	0
You	You	pn22	You	you	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
wife	wife	n1	wife	wife	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
Noble	Noble	j	Noble	noble	0
Gentleman	Gentleman	n1	Gentleman	gentleman	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
ornament	ornament	n1	ornament	ornament	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Family	Family	n1	Family	family	0
:	:	:	:	:	0
You	You	pn22	You	you	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
daughter	daughter	n1	daughter	daughter	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
wor	wor	zz	wor	wor	0
∣	∣	sy	∣	∣	0
thy	thy	po21	thy	thy	0
Knight	Knight	n1	Knight	knight	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
,	,	,	,	,	0
while	while	cs	while	while	0
he	he	pns31	he	he	0
lived	lived	vvd	lived	live	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
exceedingly	exceedingly	av-vvg	exceedingly	exceed	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
holding	holding	vvg	holding	hold	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
more	more	av-dc	more	more	0
than	than	cs	than	than	0
both	both	d	both	both	0
these	these	d	these	these	0
,	,	,	,	,	0
You	You	pn22	You	you	0
are	are	vbr	are	be	0
a	a	dt	a	a	0
Lady	Lady	n1	Lady	lady	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
great	great	j	great	great	0
Devotion	Devotion	n1	Devotion	devotion	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
world	world	n1	world	world	0
takes	takes	vvz	takes	take	0
notice	notice	n1	notice	notice	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
high	high	j	high	high	0
de	de	zz	de	de	0
∣	∣	sy	∣	∣	0
gree	gree	n1	gree	gree	0
;	;	;	;	;	0
A	A	dt	A	a	0
rare	rare	j	rare	rare	0
thing	thing	n1	thing	thing	0
in	in	p-acp	in	in	0
Ladies	Ladies	n2	Ladies	lady	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
age	age	n1	age	age	0
