WHereas	WHereas	cs	WHereas	whereas	0
latelie	latelie	av-j	lately	late	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
death	death	n1	death	death	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
most	most	av-ds	most	most	0
godlie	godlie	j	godly	godly	0
and	and	cc	and	and	0
graue	graue	j	graven	grave	0
diuine	diuine	j-jn	divine	divine	0
P.	P.	np1	P.	P.	0
Martyr	Martyr	n1	Martyr	martyr	0
Vermillius	Vermillius	np1	Vermillius	Vermillius	0
I	I	pns11	I	i	0
made	made	vvd	made	make	0
an	an	dt	and	a	0
oration	oration	n1	oration	oration	0
openly	openly	av-j	openly	open	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Schoole	Schoole	n1	School	school	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
∣	∣	sy	∣	∣	0
in	in	n1	in	inn	0
I	I	pns11	I	i	0
comprehended	comprehended	vvd	comprehended	comprehend	0
briefelie	briefelie	av-j	briefly	brief	0
the	the	dt	the	the	0
historie	historie	n1	history	history	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
life	life	n1	life	life	0
,	,	,	,	,	0
manie	manie	d	many	many	0
of	of	pp-f	of	of	0
Peter	Peter	np1	Peter	Peter	0
Martyrs	Martyrs	n2	Martyrs	martyr	0
friendes	friendes	n2	friends	friend	0
and	and	cc	and	and	0
mine	mine	po11	mine	my	0
desired	desired	j-vvn	desired	desire	0
of	of	pp-f	of	of	0
mee	mee	pno11	me	i	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
woulde	woulde	vmd	would	will	0
recognise	recognise	vvb	recognise	recognise	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
and	and	cc	and	and	0
augment	augment	vvi	augment	augment	0
it	it	pn31	it	it	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
possible	possible	j	possible	possible	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
foorth	foorth	av	forth	forth	0
the	the	dt	the	the	0
same	same	d	same	same	0
into	into	p-acp	into	into	0
light	light	n1	light	light	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
thing	thing	n1	thing	thing	0
I	I	pns11	I	i	0
coulde	coulde	vmd	could	can	0
