WHen	WHen	c-crq	WHen	when	0
as	as	a-acp	as	as	0
(	(	(	(	(	0
right	right	j-jn	right	right	0
Honourable	Honourable	j	Honourable	honourable	0
)	)	)	)	)	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
fini	fini	fw-fr	fini	fini	0
∣	∣	sy	∣	∣	0
shed	shed	vvb	shed	shed	0
this	this	d	this	this	0
my	my	po11	my	my	0
short	short	j	short	short	0
Dia	Dia	zz	Dia	dia	0
∣	∣	sy	∣	∣	0
logue	logue	n1	logue	logue	0
against	against	p-acp	against	against	0
Atheisme	Atheisme	n1	Atheism	atheism	0
:	:	:	:	:	0
Considering	Considering	vvg	Considering	consider	0
the	the	dt	the	the	0
ma	ma	n1	ma	man	0
∣	∣	sy	∣	∣	0
lice	lice	n1	lice	lice	0
of	of	pp-f	of	of	0
certaine	certaine	j	certain	certain	0
godles	godles	j	godless	godless	0
men	men	n2	men	man	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
with	with	p-acp	with	with	0
scorne	scorne	n1	scorn	scorn	0
traduce	traduce	vvi	traduce	traduce	0
such	such	d	such	such	0
books	books	n2	books	book	0
which	which	r-crq	which	which	0
confute	confute	vvi	confute	confute	0
their	their	po32	their	their	0
errour	errour	n1	error	error	0
;	;	;	;	;	0
As	As	c-acp	As	as	0
also	also	av	also	also	0
the	the	dt	the	the	0
blinde	blinde	j	blind	blind	0
zeale	zeale	n1	zeal	zeal	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
thinke	thinke	vvb	think	think	0
bookes	bookes	n2	books	book	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
kind	kind	n1	kind	kind	0
not	not	xx	not	not	0
fit	fit	j	fit	fit	0
for	for	p-acp	for	for	0
these	these	d	these	these	0
daies	daies	n2	days	day	0
,	,	,	,	,	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
verie	verie	av	very	very	0
necessarye	necessarye	j	necessary	necessary	0
to	to	pc-acp	to	to	0
shrowd	shrowd	vvi	shroud	shroud	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
vnder	vnder	p-acp	under	under	0
the	the	dt	the	the	0
protection	protection	n1	protection	protection	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
Honourable	Honourable	j	Honourable	honourable	0
person	person	n1	person	person	0
,	,	,	,	,	0
Who	Who	r-crq	Who	who	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
authoritie	authoritie	n1	authority	authority	0
might	might	vmd	might	may	0
bridle	bridle	vvi	bridle	bridle	0
the	the	dt	the	the	0
malice	malice	n1	malice	malice	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
one	one	crd	one	one	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
daily	daily	j	daily	daily	0
experience	experience	n1	experience	experience	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
estate	estate	n1	estate	estate	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Realme	Realme	n1	Realm	realm	0
,	,	,	,	,	0
might	might	vmd	might	may	0
satisfie	satisfie	vvi	satisfy	satisfy	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
these	these	d	these	these	0
respects	respects	n2	respects	respect	0
,	,	,	,	,	0
none	none	pix	none	none	0
seemed	seemed	vvd	seemed	seem	0
to	to	p-acp	to	to	0
mee	mee	pno11	me	i	0
so	so	av	so	so	0
fit	fit	j	fit	fit	0
as	as	c-acp	as	as	0
your	your	po22	your	your	0
Ho	Ho	uh	Ho	ho	0
∣	∣	sy	∣	∣	0
nour	nour	n1	nou_r_	nou_r_	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
authoritie	authoritie	n1	authority	authority	0
can	can	vmb	can	can	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
daily	daily	av-j	daily	daily	0
punish	punish	vvi	punish	punish	0
the	the	dt	the	the	0
out	out	av	out	out	0
∣	∣	sy	∣	∣	0
ragious	ragious	j	ragious	ragious	0
dealing	dealing	n-vvg	dealing	deal	0
of	of	pp-f	of	of	0
Atheists	Atheists	n2	Atheists	atheist	0
.	.	.	.	.	1
And	And	cc	And	and	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
dailye	dailye	j	daily	daily	0
experi	experi	fw-la	experi	experi	0
∣	∣	sy	∣	∣	0
ence	ence	n1	ence	ence	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Courts	Courts	n2	Courts	court	0
of	of	pp-f	of	of	0
Starre-chamber	Starre-chamber	n1	Starchamber	star-chamber	0
and	and	cc	and	and	0
Chauncerie	Chauncerie	n1	Chancery	chancery	0
,	,	,	,	,	0
You	You	pn22	You	you	0
cannot	cannot	vmbx	cannot	can	0
but	but	cc-acp	but	but	0
see	see	vvi	see	see	0
how	how	c-crq	how	how	0
necessarie	necessarie	j	necessary	necessary	0
such	such	d	such	such	0
bookes	bookes	n2	books	book	0
are	are	vbr	are	be	0
for	for	p-acp	for	for	0
these	these	d	these	these	0
times	times	n2	times	time	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
,	,	,	,	,	0
albeit	albeit	cs	albeit	albeit	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
great	great	j	great	great	0
meanes	meanes	n2	means	mean	0
to	to	pc-acp	to	to	0
deterre	deterre	vvi	deter	deter	0
Atheists	Atheists	n2	Atheists	atheist	0
from	from	p-acp	from	from	0
hay	hay	n1	hay	hay	0
∣	∣	sy	∣	∣	0
nous	nous	fw-fr	nous	nous	0
