TO	TO	p-acp	TO	to	0
THE	THE	dt	THE	the	0
RIGHT	RIGHT	n-jn	RIGHT	right	0
HONORABLE	HONORABLE	j	HONOURABLE	honourable	0
,	,	,	,	,	0
MY	MY	po11	MY	my	0
VERY	VERY	j	VERY	very	0
GOOD	GOOD	j	GOOD	good	0
LORD	LORD	n1	LORD	lord	0
,	,	,	,	,	0
RAPH	RAPH	np1	RAPH	Ralph	0
LORD	LORD	n1	LORD	lord	0
VRE	VRE	np1	VRE	Ure	0
,	,	,	,	,	0
Lord	Lord	n1	Lord	lord	0
President	President	n1	President	precedent	0
of	of	pp-f	of	of	0
Wales	Wales	np1	Wales	Wales	0
:	:	:	:	:	0
Continuance	Continuance	n1	Continuance	continuance	0
and	and	cc	and	and	0
encrease	encrease	n1	increase	increase	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Honor	Honor	n1	Honour	honour	0
and	and	cc	and	and	0
happinesse	happinesse	n1	happiness	happiness	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
Christ	Christ	np1	Christ	Christ	0
Iesus	Iesus	np1	Iesus	Jesus	0
.	.	.	.	.	1
RIght	RIght	av-jn	RIght	right	0
Honorable	Honorable	j	Honourable	honourable	0
,	,	,	,	,	0
amongst	amongst	p-acp	among	among	0
the	the	dt	the	the	0
many	many	d	many	many	0
discouragements	discouragements	n2	discouragements	discouragement	0
that	that	cst	that	that	0
haue	haue	vhb	have	have	0
attended	attended	vvn	attended	attend	0
this	this	d	this	this	0
glorious	glorious	j	glorious	glorious	0
businesse	businesse	n1	business	business	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Virginian	Virginian	jp	Virginian	virginian	0
plantation	plantation	n1	plantation	plantation	0
:	:	:	:	:	0
none	none	pix	none	none	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
so	so	av	so	so	0
frequent	frequent	j	frequent	frequent	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
forcible	forcible	j	forcible	forcible	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
calumnies	calumnies	n2	calumnies	calumny	0
and	and	cc	and	and	0
slan	slan	n1	slan	slan	0
∣	∣	sy	∣	∣	0
ders	ders	n2-jn	dears	dear	0
,	,	,	,	,	0
raised	raised	vvd	raised	raise	0
vpon	vpon	p-acp	upon	upon	0
our	our	po12	our	our	0
Colo	Colo	zz	Colo	colo	0
∣	∣	sy	∣	∣	0
nies	nies	fw-la	nies	nies	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Countrey	Countrey	n1	Country	country	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
being	being	vbg	being	be	0
deui	deui	fw-fr	deui	deui	0
∣	∣	sy	∣	∣	0
sed	sed	zz	sed	sed	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Diuell	Diuell	n1	Devil	devil	0
,	,	,	,	,	0
and	and	cc	and	and	0
set	set	vvd	set	set	0
abroach	abroach	av	abroach	abroach	0
by	by	p-acp	by	by	0
idle	idle	j	idle	idle	0
and	and	cc	and	and	0
base	base	j	base	base	0
companions	companions	n2	companions	companion	0
,	,	,	,	,	0
are	are	vbr	are	be	0
blowen	blowen	vvn	blown	blow	0
abroad	abroad	av	abroad	abroad	0
by	by	p-acp	by	by	0
Papists	Papists	njp2	Papists	papist	0
,	,	,	,	,	0
Players	Players	n2	Players	player	0
and	and	cc	and	and	0
such	such	d	such	such	0
like	like	av-j	like	like	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
filled	filled	vvn	filled	fill	0
the	the	dt	the	the	0
vulgar	vulgar	j	vulgar	vulgar	0
eares	eares	n2	ears	ear	0
▪	▪	▪	▪	▪	0
And	And	cc	And	and	0
hauing	hauing	vhg	having	have	0
once	once	a-acp	once	once	0
entred	entred	vvn	entered	enter	0
,	,	,	,	,	0
then	then	cs	then	than	0
they	they	pns32	they	they	0
run	run	vvb	run	run	0
(	(	(	(	(	0
like	like	av-j	like	like	0
wilde	wilde	j	wild	wild	0
fire	fire	n1	fire	fire	0
)	)	)	)	)	0
from	from	p-acp	from	from	0
man	man	n1	man	man	0
to	to	p-acp	to	to	0
man	man	n1	man	man	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
as	as	c-acp	as	as	0
wilde	wilde	j	wild	wild	0
fire	fire	n1	fire	fire	0
,	,	,	,	,	0
hardly	hardly	av	hardly	hardly	0
findes	findes	vvz	finds	find	0
a	a	dt	a	a	0
house	house	n1	house	house	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
matter	matter	n1	matter	matter	0
combustible	combustible	j	combustible	combustible	0
;	;	;	;	;	0
so	so	av	so	so	0
these	these	d	these	these	0
idle	idle	j	idle	idle	0
tales	tales	n2	tales	tale	0
hardly	hardly	av	hardly	hardly	0
meete	meete	vvi	meet	meet	0
a	a	dt	a	a	0
man	man	n1	man	man	0
who	who	r-crq	who	who	0
giues	giues	vvz	gives	give	0
not	not	xx	not	not	0
(	(	(	(	(	0
passage	passage	n1	passage	passage	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
least	least	ds	least	least	0
,	,	,	,	,	0
if	if	cs	if	if	0
not	not	xx	not	not	0
)	)	)	)	)	0
credit	credit	vvi	credit	credit	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
:	:	:	:	:	0
where	where	c-crq	where	where	0
∣	∣	sy	∣	∣	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Diuell	Diuell	n1	Devil	devil	0
and	and	cc	and	and	0
his	his	po31	his	his	0
associates	associates	n2	associates	associate	0
(	(	(	(	(	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
sorts	sorts	n2	sorts	sort	0
)	)	)	)	)	0
hold	hold	vvb	hold	hold	0
and	and	cc	and	and	0
practise	practise	vvi	practise	practise	0
this	this	d	this	this	0
rule	rule	n1	rule	rule	0
,	,	,	,	,	0
Calumniare	Calumniare	fw-it	Calumniare	calumniare	0
au	au	fw-fr	au	au	0
∣	∣	sy	∣	∣	0
dacter	dacter	n1	dacter	dacter	0
,	,	,	,	,	0
aliquid	aliquid	j	aliquid	aliquid	0
haeret	haeret	n1	haeret	haeret	0
.	.	.	.	.	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
sure	sure	j	sure	sure	0
Maxime	Maxime	n1	Maxim	maxim	0
,	,	,	,	,	0
speake	speake	vvb	speak	speak	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
some	some	d	some	some	0
will	will	vmb	will	will	0
beleeue	beleeue	vvi	believe	believe	0
it	it	pn31	it	it	0
;	;	;	;	;	0
be	be	vbb	be	be	0
it	it	pn31	it	it	0
neuer	neuer	av-x	never	never	0
so	so	av	so	so	0
false	false	j	false	false	0
,	,	,	,	,	0
some	some	d	some	some	0
will	will	vmb	will	will	0
entertaine	entertaine	vvi	entertain	entertain	0
it	it	pn31	it	it	0
,	,	,	,	,	0
Truth	Truth	n1	Truth	truth	0
and	and	cc	and	and	0
Innocencie	Innocencie	n1	Innocence	innocence	0
shall	shall	vmb	shall	shall	0
neuer	neuer	av-x	never	never	0
so	so	av	so	so	0
wipe	wipe	vvi	wipe	wipe	0
it	it	pn31	it	it	0
off	off	a-acp	off	off	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
some	some	d	some	some	0
thing	thing	n1	thing	thing	0
will	will	vmb	will	will	0
stick	stick	vvi	stick	stick	0
behind	behind	a-acp	behind	behind	0
.	.	.	.	.	1
Our	Our	po12	Our	our	0
onely	onely	j	only	only	0
comfort	comfort	n1	comfort	comfort	0
is	is	vbz	is	be	0
(	(	(	(	(	0
next	next	ord	next	next	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
assurance	assurance	n1	assurance	assurance	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
ceptation	ceptation	n1	ceptation	ceptation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
worke	worke	n1	work	work	0
)	)	)	)	)	0
that	that	d	that	that	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
honourable	honourable	j	honourable	honourable	0
minds	minds	n2	minds	mind	0
,	,	,	,	,	0
and	and	cc	and	and	0
ingenuous	ingenuous	j	ingenuous	ingenuous	0
dispositions	dispositions	n2	dispositions	disposition	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
godly-wise	godly-wise	j	godly-wise	godly-wise	0
,	,	,	,	,	0
will	will	vmb	will	will	0
check	check	vvi	check	check	0
and	and	cc	and	and	0
controule	controule	n1	control	control	0
these	these	d	these	these	0
idle	idle	j	idle	idle	0
and	and	cc	and	and	0
slanderous	slanderous	j	slanderous	slanderous	0
surmises	surmises	n2	surmises	surmise	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
meet	meet	vvb	meet	meet	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
:	:	:	:	:	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
better	better	jc	better	better	0
assistance	assistance	n1	assistance	assistance	0
,	,	,	,	,	0
encouragement	encouragement	n1	encouragement	encouragement	0
and	and	cc	and	and	0
dire	dire	j	dire	dire	0
∣	∣	sy	∣	∣	0
ction	ction	zz	ction	ction	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
doing	doing	vdg	doing	do	0
,	,	,	,	,	0
our	our	po12	our	our	0
Counsell	Counsell	n1	Counsel	counsel	0
and	and	cc	and	and	0
Gouernours	Gouernours	n2	Governors	governor	0
hold	hold	vvb	hold	hold	0
it	it	pn31	it	it	0
needfull	needfull	j	needful	needful	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
knowne	knowne	vvn	known	know	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
