WOrthy	WOrthy	j	WOrthy	worthy	0
Syr	Syr	n1	Sir	sir	0
,	,	,	,	,	0
this	this	d	this	this	0
Poeme	Poeme	n1	Poem	poem	0
being	being	vbg	being	be	0
sent	sent	vvn	sent	send	0
vnto	vnto	p-acp	unto	unto	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
printed	printed	vvn	printed	print	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
death	death	n1	death	death	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
intended	intended	vvd	intended	intend	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
done	done	vdn	done	do	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
life	life	n1	life	life	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
was	was	vbds	was	be	0
preuented	preuented	vvn	prevented	prevent	0
by	by	p-acp	by	by	0
death	death	n1	death	death	0
:	:	:	:	:	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
among	among	p-acp	among	among	0
my	my	po11	my	my	0
good	good	j	good	good	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
thinke	thinke	vvb	think	think	0
me	me	pno11	me	i	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
one	one	crd	one	one	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
more	more	av-dc	more	more	0
fitly	fitly	av-j	fitly	fit	0
dedicate	dedicate	vvi	dedicate	dedicate	0
it	it	pn31	it	it	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
nature	nature	n1	nature	nature	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
subiect	subiect	j-jn	subject	subject	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
delight	delight	vvb	delight	delight	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
expresse	expresse	vvi	express	express	0
my	my	po11	my	my	0
loue	loue	n1	love	love	0
)	)	)	)	)	0
than	than	cs	than	than	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
selfe	selfe	n1	self	self	0
.	.	.	.	.	1
I	I	pns11	I	i	0
finde	finde	vvb	find	find	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
sauouring	sauouring	vvg	savouring	savour	0
of	of	pp-f	of	of	0
Art	Art	n1	Art	art	0
and	and	cc	and	and	0
Honesty	Honesty	n1	Honesty	honesty	0
,	,	,	,	,	0
two	two	crd	two	two	0
things	things	n2	things	thing	0
now	now	av	now	now	0
strangers	strangers	n2	strangers	stranger	0
vnto	vnto	p-acp	unto	unto	0
many	many	d	many	many	0
Authors	Authors	n2	Authors	author	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
both	both	d	both	both	0
pleasant	pleasant	j	pleasant	pleasant	0
and	and	cc	and	and	0
profitable	profitable	j	profitable	profitable	0
;	;	;	;	;	0
and	and	cc	and	and	0
being	being	vbg	being	be	0
loath	loath	j	loath	loath	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
value	value	n1	valve	value	0
lye	lye	vvb	lie	lie	0
hid	hid	vvn	hid	hide	0
∣	∣	sy	∣	∣	0
den	den	n1	den	den	0
in	in	p-acp	in	in	0
obscuritie	obscuritie	n1	obscurity	obscurity	0
,	,	,	,	,	0
whilest	whilest	cs	whilst	while	0
matters	matters	n2	matters	matter	0
of	of	pp-f	of	of	0
no	no	dx	no	no	0
moment	moment	n1	moment	moment	0
pester	pester	vvi	pester	pester	0
the	the	dt	the	the	0
stales	stales	n2	stales	stale	0
of	of	pp-f	of	of	0
euery	euery	d	every	every	0
STATIONER	STATIONER	n1	STATIONER	stationer	0
;	;	;	;	;	0
I	I	pns11	I	i	0
therefore	therefore	av	therefore	therefore	0
make	make	vvb	make	make	0
bolde	bolde	j	bold	bold	0
to	to	pc-acp	to	to	0
publish	publish	vvi	publish	publish	0
it	it	pn31	it	it	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
benefit	benefit	n1	benefit	benefit	0
and	and	cc	and	and	0
delight	delight	n1	delight	delight	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
,	,	,	,	,	0
trusting	trusting	vvg	trusting	trust	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
neither	neither	av-d	neither	neither	0
thereby	thereby	av	thereby	thereby	0
dispa	dispa	n1	dispa	dispa	0
∣	∣	sy	∣	∣	0
rage	rage	n1	rage	rage	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
dislike	dislike	vvi	dislike	dislike	0
them	them	pno32	them	they	0
.	.	.	.	.	1
I	I	pns11	I	i	0
neede	neede	vvb	need	need	0
not	not	xx	not	not	0
,	,	,	,	,	0
I	I	pns11	I	i	0
think	think	vvb	think	think	0
,	,	,	,	,	0
Appollogize	Appollogize	vvb	Appollogize	appollogize	0
either	either	d	either	either	0
the	the	dt	the	the	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
subiect	subiect	n-jn	subject	subject	0
,	,	,	,	,	0
or	or	cc	or	or	0
for	for	p-acp	for	for	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
reduced	reduced	vvn	reduced	reduce	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
nature	nature	n1	nature	nature	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Poeme	Poeme	n1	Poem	poem	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
as	as	c-acp	as	as	0
touching	touching	vvg	touching	touch	0
the	the	dt	the	the	0
last	last	ord	last	last	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
verse	verse	n1	verse	verse	0
)	)	)	)	)	0
some	some	d	some	some	0
count	count	vvb	count	count	0
it	it	pn31	it	it	0
by	by	p-acp	by	by	0
so	so	av	so	so	0
much	much	av-d	much	much	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
delightfull	delightfull	j	delightful	delightful	0
;	;	;	;	;	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
holde	holde	vvb	hold	hold	0
it	it	pn31	it	it	0
euery	euery	d	every	every	0
way	way	n1	way	way	0
as	as	c-acp	as	as	0
fit	fit	j	fit	fit	0
a	a	dt	a	a	0
subiect	subiect	j-jn	subject	subject	0
for	for	p-acp	for	for	0
Poetry	Poetry	n1	Poetry	poetry	0
as	as	p-acp	as	as	0
Husbandry	Husbandry	n1	Husbandry	husbandry	0
:	:	:	:	:	0
and	and	cc	and	and	0
touching	touching	vvg	touching	touch	0
the	the	dt	the	the	0
first	first	ord	first	first	0
,	,	,	,	,	0
if	if	cs	if	if	0
Hunting	Hunting	vvg	Hunting	hunt	0
&	&	cc	&	and	0
Hawking	Hawking	vvg	Hawking	hawk	0
haue	haue	vhb	have	have	0
beene	beene	vbn	been	be	0
thought	thought	vvn	thought	think	0
worthy	worthy	j	worthy	worthy	0
delights	delights	n2	delights	delight	0
and	and	cc	and	and	0
Artes	Artes	n2	Arts	art	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
instructed	instructed	vvn	instructed	instruct	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
I	I	pns11	I	i	0
make	make	vvb	make	make	0
no	no	dx	no	no	0
doubt	doubt	n1	doubt	doubt	0
but	but	p-acp	but	but	0
this	this	d	this	this	0
Art	Art	n1	Art	art	0
of	of	pp-f	of	of	0
Angling	Angling	j-vvg	Angling	angle	0
is	is	vbz	is	be	0
much	much	d	much	much	0
more	more	dc	more	more	0
worthy	worthy	j	worthy	worthy	0
pra	pra	fw-la	pra	pra	0
∣	∣	sy	∣	∣	0
ctise	ctise	n1	ctise	ctise	0
and	and	cc	and	and	0
approbation	approbation	n1	approbation	approbation	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
sport	sport	n1	sport	sport	0
euery	euery	d	every	every	0
way	way	n1	way	way	0
as	as	c-acp	as	as	0
pleasant	pleasant	j	pleasant	pleasant	0
,	,	,	,	,	0
lesse	lesse	av-dc	less	less	0
chargeable	chargeable	j	chargeable	chargeable	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
profitable	profitable	j	profitable	profitable	0
,	,	,	,	,	0
and	and	cc	and	and	0
nothing	nothing	pix	nothing	nothing	0
so	so	av	so	so	0
much	much	d	much	much	0
subiect	subiect	n-jn	subject	subject	0
to	to	p-acp	to	to	0
choller	choller	n1	choler	choler	0
or	or	cc	or	or	0
impatience	impatience	n1	impatience	impatience	0
as	as	p-acp	as	as	0
those	those	d	those	those	0
are	are	vbr	are	be	0
:	:	:	:	:	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
finde	finde	vvi	find	find	0
it	it	pn31	it	it	0
more	more	av-dc	more	more	0
briefly	briefly	av-j	briefly	brief	0
,	,	,	,	,	0
plea	plea	n1	plea	plea	0
∣	∣	sy	∣	∣	0
santly	santly	av-j	santly	sant	0
,	,	,	,	,	0
&	&	cc	&	and	0
more	more	av-dc	more	more	0
exactly	exactly	av-j	exactly	exact	0
performed	performed	vvn	performed	perform	0
,	,	,	,	,	0
then	then	cs	then	than	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
kinde	kinde	n1	kind	kind	0
heretofore	heretofore	av	heretofore	heretofore	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
I	I	pns11	I	i	0
referre	referre	vvb	refer	refer	0
you	you	pn22	you	you	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
perusing	perusing	vvg	perusing	peruse	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
good	good	j	good	good	0
opinion	opinion	n1	opinion	opinion	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
tender	tender	vvb	tender	tender	0
as	as	a-acp	as	as	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
holde	holde	vvb	hold	hold	0
most	most	av-ds	most	most	0
deere	deere	j-jn	deer	dear	0
;	;	;	;	;	0
euer	euer	av	ever	ever	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
maining	maining	vvg	maining	main	0
at	at	p-acp	at	at	1
