WHen	WHen	c-crq	WHen	when	0
I	I	pns11	I	i	0
oftentimes	oftentimes	av	oftentimes	oftentimes	0
consider	consider	vvb	consider	consider	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
(	(	(	(	(	0
right	right	j-jn	right	right	0
honourable	honourable	j	honourable	honourable	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
whome	whome	r-crq	whom	who	0
for	for	p-acp	for	for	0
godlines	godlines	n1	godliness	godliness	0
and	and	cc	and	and	0
learning	learning	n1	learning	learning	0
I	I	pns11	I	i	0
reuerence	reuerence	vvb	reverence	reverence	0
)	)	)	)	)	0
all	all	d	all	all	0
those	those	d	those	those	0
things	things	n2	things	thing	0
which	which	r-crq	which	which	0
happened	happened	vvd	happened	happen	0
all	all	d	all	all	0
that	that	d	that	that	0
whole	whole	j-jn	whole	whole	0
time	time	n1	time	time	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
dwelt	dwelt	vvd	dwelled	dwell	0
in	in	p-acp	in	in	0
En	En	fw-fr	En	en	0
∣	∣	sy	∣	∣	0
gland	gland	n1	gland	gland	0
,	,	,	,	,	0
it	it	pn31	it	it	0
driueth	driueth	vvz	driveth	drive	0
into	into	p-acp	into	into	0
me	me	pno11	me	i	0
a	a	dt	a	a	0
great	great	j	great	great	0
and	and	cc	and	and	0
manifolde	manifolde	j	manifold	manifold	0
griefe	griefe	n1	grief	grief	0
.	.	.	.	.	1
And	And	cc	And	and	0
in	in	p-acp	in	in	0
es	es	zf	es	be	0
∣	∣	sy	∣	∣	0
peciall	peciall	j	peciall	peciall	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
grief	grief	n1	grief	grief	0
vnto	vnto	p-acp	unto	unto	0
me	me	pno11	me	i	0
,	,	,	,	,	0
that	that	cst	that	that	0
so	so	av	so	so	0
great	great	j	great	great	0
an	an	dt	and	a	0
hope	hope	n1	hope	hope	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
gospell	gospell	n1	gospel	gospel	0
of	of	pp-f	of	of	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christe	Christe	np1	Christe	Christe	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
pure	pure	j	pure	pure	0
doc	doc	fw-fr	doc	doc	0
∣	∣	sy	∣	∣	0
trine	trine	n1	trine	trine	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
Realme	Realme	n1	Realm	realm	0
,	,	,	,	,	0
geuen	geuen	vvn	given	give	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
mighty	mighty	j	mighty	mighty	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
mer	mer	fw-fr	mer	mer	0
∣	∣	sy	∣	∣	0
cifull	cifull	j	cifull	cifull	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
confirmed	confirmed	vvn	confirmed	confirm	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
great	great	j	great	great	0
laboure	laboure	n1	labour	labour	0
,	,	,	,	,	0
industry	industry	n1	industry	industry	0
,	,	,	,	,	0
and	and	cc	and	and	0
study	study	n1	study	study	0
of	of	pp-f	of	of	0
godly	godly	j	godly	godly	0
men	men	n2	men	man	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
now	now	av	now	now	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
maner	maner	n1	manner	manner	0
vtterly	vtterly	av-j	utterly	utter	0
pearished	pearished	vvn	pearished	pearish	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
griefe	griefe	n1	grief	grief	0
vnto	vnto	p-acp	unto	unto	0
me	me	pno11	me	i	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
thinke	thinke	vvi	think	think	0
that	that	cst	that	that	0
that	that	d	that	that	0
most	most	av-ds	most	most	0
noble	noble	j	noble	noble	0
wit	wit	n1	wit	wit	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
sacred	sacred	j	sacred	sacred	0
brest	brest	n1	breast	breast	0
,	,	,	,	,	0
and	and	cc	and	and	0
incredible	incredible	j	incredible	incredible	0
piety	piety	n1	piety	piety	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
famous	famous	j	famous	famous	0
king	king	n1	king	king	0
Edwarde	Edwarde	np1	Edwarde	Edward	0
the	the	dt	the	the	0
.vj.	.vj.	crd	vj	six	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
name	name	n1	name	name	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
deare	deare	j-jn	deer	dear	0
pupill	pupill	n1	pupil	pupil	0
,	,	,	,	,	0
is	is	vbz	is	be	0
so	so	av	so	so	0
sodainely	sodainely	av-j	suddenly	sudden	0
taken	taken	vvn	taken	take	0
from	from	p-acp	from	from	0
vs.	vs.	pno12	us	we	0
It	It	pn31	It	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
griefe	griefe	n1	grief	grief	0
vnto	vnto	p-acp	unto	unto	0
me	me	pno11	me	i	0
that	that	cst	that	that	0
so	so	av	so	so	0
many	many	d	many	many	0
English	English	jp	English	english	0
men	men	n2	men	man	0
,	,	,	,	,	0
being	being	vbg	being	be	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
fame	fame	n1	fame	fame	0
&	&	cc	&	and	0
renoum	renoum	n1	renown	renown	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
