Right	Right	av-jn	Right	right	0
Honourable	Honourable	j	Honourable	honourable	0
,	,	,	,	,	0
AS	AS	p-acp	AS	as	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
is	is	vbz	is	be	0
known	known	vvn	known	know	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
a	a	dt	a	a	0
Signal	Signal	n1	Signal	signal	0
Instrument	Instrument	n1	Instrument	instrument	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Re-Establishing	Re-Establishing	j	Reestablishing	reestablishing	0
his	his	po31	his	his	0
Majestie	Majestie	n1	Majesty	majesty	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Throne	Throne	n1	Throne	throne	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Kingdoms	Kingdoms	n2	Kingdoms	kingdom	0
,	,	,	,	,	0
so	so	av	so	so	0
your	your	po22	your	your	0
Zeal	Zeal	n1	Zeal	zeal	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Preservation	Preservation	n1	Preservation	preservation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Protestant	Protestant	n1	Protestant	protestant	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
His	His	po31	His	his	0
Majestie's	Majestie's	n1|vbz	Majesty's	majesty|be	0
Person	Person	n1	Person	person	0
and	and	cc	and	and	0
Govern	Govern	vvi	Govern	govern	0
∣	∣	sy	∣	∣	0
ment	ment	fw-la	ment	ment	0
,	,	,	,	,	0
thus	thus	av	thus	thus	0
restored	restored	vvd	restored	restore	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
great	great	j	great	great	0
part	part	n1	part	part	0
)	)	)	)	)	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Wisdom	Wisdom	n1	Wisdom	wisdom	0
and	and	cc	and	and	0
Activity	Activity	n1	Activity	activity	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Honour's	Honour's	ng1	Honour's	honour	0
Counsel	Counsel	n1	Counsel	counsel	0
,	,	,	,	,	0
may	may	vmb	may	may	0
Justifie	Justifie	vvi	Justify	justify	0
my	my	po11	my	my	0
Election	Election	n1	Election	election	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Entitling	Entitling	vvg	Entitling	entitle	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
(	(	(	(	(	0
before	before	c-acp	before	before	0
any	any	d	any	any	0
other	other	n-jn	other	other	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Patronage	Patronage	n1	Patronage	patronage	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Small	Small	j	Small	small	0
Tract	Tract	n1	Tract	tract	0
;	;	;	;	;	0
Little	Little	av-j	Little	little	0
indeed	indeed	av	indeed	indeed	0
for	for	p-acp	for	for	0
Bulk	Bulk	n1	Bulk	bulk	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
mistake	mistake	vvb	mistake	mistake	0
not	not	xx	not	not	0
,	,	,	,	,	0
considerable	considerable	j	considerable	considerable	0
in	in	p-acp	in	in	0
its	its	po31	its	its	0
Ʋse	Ʋse	n1	Ʋse	ʋse	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
regard	regard	n1	regard	regard	0
it	it	pn31	it	it	0
strengthens	strengthens	vvz	strengthens	strengthen	0
the	the	dt	the	the	0
former	former	j	former	former	0
