GENTLEMEN	GENTLEMEN	np1	GENTLEMEN	Gentlemen	0
,	,	,	,	,	0
SHould	SHould	vmd	SHould	shall	0
I	I	pns11	I	i	0
tell	tell	vvi	tell	tell	0
you	you	pn22	you	you	0
.	.	.	.	.	0
with	with	p-acp	with	with	0
what	what	r-crq	what	what	0
Difficulty	Difficulty	n1	Difficulty	difficulty	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
prevail'd	prevail'd	vvn	prevailed	prevail	0
upon	upon	p-acp	upon	upon	0
to	to	pc-acp	to	to	0
Preach	Preach	vvi	Preach	preach	0
the	the	dt	the	the	0
ensuing	ensuing	j-vvg	ensuing	ensue	0
Sermon	Sermon	n1	Sermon	sermon	0
before	before	p-acp	before	before	0
you	you	pn22	you	you	0
;	;	;	;	;	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
what	what	r-crq	what	what	0
greater	greater	jc	greater	great	0
to	to	pc-acp	to	to	0
Print	Print	vvi	Print	print	0
it	it	pn31	it	it	0
,	,	,	,	,	0
tho'	tho'	cs	though	though	0
at	at	p-acp	at	at	0
your	your	po22	your	your	0
De	De	fw-fr	De	de	0
∣	∣	sy	∣	∣	0
sire	sire	n1	sire	sire	0
;	;	;	;	;	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
take	take	vvi	take	take	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
trite	trite	j	trite	trite	0
Apology	Apology	n1	Apology	apology	0
commonly	commonly	av-j	commonly	common	0
used	used	vvn	used	use	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Case	Case	n1	Case	case	0
;	;	;	;	;	0
and	and	cc	and	and	0
cannot	cannot	vmbx	cannot	can	0
reasonably	reasonably	av-j	reasonably	reasonable	0
hope	hope	vvi	hope	hope	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
it	it	pn31	it	it	0
pass	pass	vvi	pass	pass	0
for	for	p-acp	for	for	0
bet	bet	n1	bet	bet	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
.	.	.	.	.	1
The	The	dt	The	the	0
Aversions	Aversions	n2	Aversions	aversion	0
I	I	pns11	I	i	0
overcame	overcame	vvd	overcame	overcome	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
coming	coming	vvg	coming	come	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
Town	Town	n1	Town	town	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
Settle	Settle	vvi	Settle	settle	0
here	here	av	here	here	0
,	,	,	,	,	0
cross	cross	vvb	cross	cross	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
the	the	dt	the	the	0
pleasing	pleasing	j-vvg	pleasing	please	0
Designs	Designs	n2	Designs	design	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
formed	formed	vvn	formed	form	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
greeable	greeable	j	agreeable	agreeable	0
Serviceableness	Serviceableness	n1	Serviceableness	serviceableness	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
lower	lower	jc	lower	low	0
Sphere	Sphere	n1	Sphere	sphere	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
much	much	d	much	much	0
greater	greater	jc	greater	great	0
▪	▪	▪	▪	▪	0
than	than	cs	than	than	0
those	those	d	those	those	0
I	I	pns11	I	i	0
ha	ha	vhb	would	have	0
justly	justly	av-j	justly	just	0
conceived	conceived	vvn	conceived	conceive	0
against	against	p-acp	against	against	0
appearing	appearing	vvg	appearing	appear	0
before	before	p-acp	before	before	0
you	you	pn22	you	you	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
so	so	av	so	so	0
Particular	Particular	j	Particular	particular	0
and	and	cc	and	and	0
so	so	av	so	so	0
Publick	Publick	j	Public	public	0
a	a	dt	a	a	0
Occasion	Occasion	n1	Occasion	occasion	0
.	.	.	.	.	1
This	This	d	This	this	0
Sermon	Sermon	n1	Sermon	sermon	0
was	was	vbds	was	be	0
One	One	pi	One	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Thre	Thre	crd	Thre	three	0
I	I	pns11	I	i	0
Preached	Preached	vvn	Preached	preach	0
in	in	p-acp	in	in	0
less	less	dc	less	less	0
than	than	cs	than	than	0
Thirty	Thirty	crd	Thirty	thirty	0
Hours	Hours	n2	Hours	hour	0
,	,	,	,	,	0
On	On	p-acp	On	on	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Seven	Seven	crd	Seven	seven	0
hard	hard	j	hard	hard	0
Services	Services	n2	Services	service	0
put	put	vvn	put	put	0
upon	upon	p-acp	upon	upon	0
me	me	pno11	me	i	0
,	,	,	,	,	0
i	i	pns11	i	i	0
Eight	Eight	crd	Eight	eight	0
Days	Days	n2	Days	day	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Time	Time	n1	Time	time	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
Pub	Pub	fw-la	Pub	pub	0
∣	∣	sy	∣	∣	0
lick	lick	n1	lick	lick	0
,	,	,	,	,	0
and	and	cc	and	and	0
mine	mine	po11	mine	my	0
own	own	d	own	own	0
Private	Private	j	Private	private	0
Affairs	Affairs	n2	Affairs	affair	0
,	,	,	,	,	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
low'd	low'd	j	lowed	loud	0
me	me	pno11	me	i	0
not	not	xx	not	not	0
One	One	pi	One	one	0
whole	whole	j-jn	whole	whole	0
uninterrupted	uninterrupted	vvn	uninterrupted	uninterrupt	0
Day	Day	n1	Day	day	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
.	.	.	.	.	1
And	And	cc	And	and	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
time	time	n1	time	time	0
you	you	pn22	you	you	0
wi	wi	vmb	with	will	0
cease	cease	vvi	cease	cease	0
to	to	pc-acp	to	to	0
wonder	wonder	vvi	wonder	wonder	0
,	,	,	,	,	0
why	why	c-crq	why	why	0
your	your	po22	your	your	0
Desires	Desires	n2	Desires	desire	0
,	,	,	,	,	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
Print	Print	vvi	Print	print	0
it	it	pn31	it	it	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
so	so	av	so	so	0
grievous	grievous	j	grievous	grievous	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
did	did	vdd	did	do	0
so	so	av	so	so	0
break	break	vvi	break	break	0
my	my	po11	my	my	0
Sleep	Sleep	n1	Sleep	sleep	0
,	,	,	,	,	0
and	and	cc	and	and	0
disorder	disorder	vvi	disorder	disorder	0
the	the	pno32	thee	they	0
in	in	p-acp	in	in	0
firm	firm	j	firm	firm	0
State	State	n1	State	state	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Body	Body	n1	Body	body	0
and	and	cc	and	and	0
Mind	Mind	n1	Mind	mind	0
.	.	.	.	.	1
I	I	pns11	I	i	0
thank	thank	vvb	thank	thank	0
fully	fully	av-j	fully	full	0
own	own	d	own	own	0
,	,	,	,	,	0
the	the	dt	the	the	0
great	great	j	great	great	0
Humanity	Humanity	n1	Humanity	humanity	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
o	o	uh	oh	oh	0
you	you	pn22	you	you	0
;	;	;	;	;	0
who	who	r-crq	who	who	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
heard	heard	vvd	herd	hear	0
the	the	dt	the	the	0
true	true	j	true	true	0
Stat	Stat	fw-la	Stat	stat	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Case	Case	n1	Case	case	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
neither	neither	av-dx	neither	neither	0
write	write	vvb	write	write	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
us	us	pno12	us	we	0
