Right	Right	av-jn	Right	right	0
Honourable	Honourable	j	Honourable	honourable	0
,	,	,	,	,	0
TImes	TImes	ng1	TImes	time	0
of	of	pp-f	of	of	0
trouble	trouble	n1	trouble	trouble	0
have	have	vhb	have	have	0
ever	ever	av	ever	ever	0
been	been	vbn	been	be	0
times	times	n2	times	time	0
of	of	pp-f	of	of	0
triall	triall	n1	trial	trial	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
sifting	sifting	vvg	sifting	sift	0
times	times	n2	times	time	0
;	;	;	;	;	0
wherein	wherein	c-crq	wherein	wherein	0
God	God	np1	God	God	0
sifts	sifts	vvz	sifts	sift	0
us	us	pno12	us	we	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
tells	tells	vvz	tells	tell	0
us	us	pno12	us	we	0
,	,	,	,	,	0
Amos	Amos	np1	Amos	Amos	0
9.9	9.9	crd	9.9	9.9	0
.	.	.	.	.	0
and	and	cc	and	and	0
men	men	n2	men	man	0
sift	sift	vvi	sift	sift	0
us	us	pno12	us	we	0
;	;	;	;	;	0
But	But	cc-acp	But	but	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
great	great	j	great	great	0
deale	deale	n1	deal	deal	0
of	of	pp-f	of	of	0
differ	differ	vvi	differ	differ	0
∣	∣	sy	∣	∣	0
rence	rence	vvi	rence	rinse	0
,	,	,	,	,	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
preserve	preserve	vvi	preserve	preserve	0
the	the	dt	the	the	0
flowre	flowre	n1	flower	flower	0
,	,	,	,	,	0
Men	Men	n2	Men	man	0
to	to	pc-acp	to	to	0
discover	discover	vvi	discover	discover	0
the	the	dt	the	the	0
bran	bran	n1	bran	bran	0
;	;	;	;	;	0
the	the	dt	the	the	0
obiect	obiect	n1	object	object	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
triall	triall	n1	trial	trial	0
is	is	vbz	is	be	0
our	our	po12	our	our	0
graces	graces	n2	graces	grace	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
mans	mans	n2	men	man	0
our	our	po12	our	our	0
corrupti	corrupti	fw-la	corrupti	corrupti	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
;	;	;	;	;	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
aymes	aymes	vvz	aims	aim	0
at	at	a-acp	at	at	0
is	is	vbz	is	be	0
to	to	p-acp	to	to	0
evi	evi	fw-la	evi	evi	0
∣	∣	sy	∣	∣	0
dence	dence	n1	dence	dence	0
our	our	po12	our	our	0
good	good	j	good	good	0
,	,	,	,	,	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
men	men	n2	men	man	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
disco	disco	vvi	disco	disco	0
∣	∣	sy	∣	∣	0
ver	ver	p-acp	for	for	0
our	our	po12	our	our	0
evill	evill	j-jn	evil	evil	0
;	;	;	;	;	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
hath	hath	vhz	hath	have	0
passed	passed	vvn	passed	pass	0
Gods	Gods	npg1	Gods	God	0
triall	triall	n1	trial	trial	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
tries	tries	vvz	tries	try	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
good	good	j	good	good	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
discovered	discovered	vvn	discovered	discover	0
,	,	,	,	,	0
