MOst	MOst	ds	MOst	most	0
Noble	Noble	j	Noble	noble	0
Senators	Senators	n2	Senators	senator	0
,	,	,	,	,	0
having	having	vhg	having	have	0
had	had	vhn	had	have	0
a	a	dt	a	a	0
necessary	necessary	j	necessary	necessary	0
occasion	occasion	n1	occasion	occasion	0
to	to	pc-acp	to	to	0
publish	publish	vvi	publish	publish	0
a	a	dt	a	a	0
Trea	Trea	np1	Trea	Trea	0
∣	∣	sy	∣	∣	0
tise	tise	n1	tise	tise	0
against	against	p-acp	against	against	0
Superstitious	Superstitious	j	Superstitious	superstitious	0
Iesu-Worship	Iesu-Worship	n1	Iesu-Worship	iesu-worship	0
,	,	,	,	,	0
I	I	pns11	I	i	0
dedicated	dedicated	vvd	dedicated	dedicate	0
the	the	dt	the	the	0
same	same	d	same	same	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
worthy	worthy	j	worthy	worthy	0
Member	Member	n1	Member	member	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
House	House	n1	House	house	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
fin	fin	fw-fr	fin	fin	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
it	it	pn31	it	it	0
encountred	encountred	vvd	encountered	encounter	0
in	in	p-acp	in	in	0
two	two	crd	two	two	0
volumes	volumes	n2	volumes	volume	0
by	by	p-acp	by	by	0
Master	Master	n1	Master	master	0
Barton	Barton	np1	Barton	Barton	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
after	after	p-acp	after	after	0
dedica	dedica	fw-la	dedica	dedica	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
first	first	ord	first	first	0
Booke	Booke	n1	Book	book	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Kings	Kings	ng1	Kings	king	0
Majestie	Majestie	n1	Majesty	majesty	0
,	,	,	,	,	0
seemes	seemes	vvz	seems	seem	0
next	next	ord	next	next	0
to	to	pc-acp	to	to	0
dedicate	dedicate	vvi	dedicate	dedicate	0
the	the	dt	the	the	0
same	same	d	same	same	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
therefore	therefore	av	therefore	therefore	0
taken	taken	vvn	taken	take	0
boldnesse	boldnesse	n1	boldness	boldness	0
to	to	pc-acp	to	to	0
dedicate	dedicate	vvi	dedicate	dedicate	0
this	this	d	this	this	0
my	my	po11	my	my	0
Re	Re	zz	Re	re	0
∣	∣	sy	∣	∣	0
ply	ply	vvb	ply	ply	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
also	also	av	also	also	0
,	,	,	,	,	0
(	(	(	(	(	0
being	being	vbg	being	be	0
indeed	indeed	av	indeed	indeed	0
an	an	dt	and	a	0
encounter	encounter	n1	encounter	encounter	0
with	with	p-acp	with	with	0
both	both	d	both	both	0
his	his	po31	his	his	0
Bookes	Bookes	n2	Books	book	0
)	)	)	)	)	0
which	which	r-crq	which	which	0
otherwise	otherwise	av	otherwise	otherwise	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
have	have	vhi	have	have	0
done	done	vdn	done	do	0
nor	nor	ccx	nor	nor	0
presumed	presumed	vvd	presumed	presume	0
to	to	pc-acp	to	to	0
soare	soare	vvi	soar	soar	0
so	so	av	so	so	0
high	high	j	high	high	0
.	.	.	.	.	1
This	This	d	This	this	0
man	man	n1	man	man	0
is	is	vbz	is	be	0
very	very	av	very	very	0
confident	confident	j	confident	confident	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
hee	hee	pns31	he	he	0
tels	tels	vvz	tells	tell	0
you	you	pn22	you	you	0
hee	hee	pns31	he	he	0
hath	hath	vhz	hath	have	0
hit	hit	vvn	hit	hit	0
the	the	dt	the	the	0
Marke	Marke	n1	Mark	mark	0
▪	▪	▪	▪	▪	0
at	at	p-acp	at	at	0
which	which	r-crq	which	which	0
hee	hee	pns31	he	he	0
aymed	aymed	vvn	aimed	aim	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
confident	confident	j	confident	confident	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
peare	peare	n1	pear	pear	0
