THere	THere	pc-acp	THere	there	0
be	be	vbi	be	be	0
foure	foure	crd	foure	four	0
things	things	n2	things	thing	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
verie	verie	av	very	very	0
smal	smal	j	small	small	0
,	,	,	,	,	0
&	&	cc	&	and	0
verie	verie	av	very	very	0
wise	wise	j	wise	wise	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
witnesseth	witnesseth	vvz	witnesseth	witness	0
wise	wise	j	wise	wise	0
Salomon	Salomon	np1	Salomon	Salomon	0
)	)	)	)	)	0
:	:	:	:	:	0
Prou.	Prou.	np1	Prou.	Prou.	1
30.25	30.25	crd	30.25	30.25	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
the	the	dt	the	the	0
Pismires	Pismires	n2	Pismires	pismire	0
,	,	,	,	,	0
a	a	dt	a	a	0
people	people	n1	people	people	0
not	not	xx	not	not	0
strong	strong	j	strong	strong	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
pare	pare	n1	pare	pair	0
they	they	pns32	they	they	0
their	their	po32	their	their	0
meate	meate	n1	meat	meat	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
summer	summer	n1	summer	summer	0
;	;	;	;	;	0
the	the	dt	the	the	0
Cunnies	Cunnies	n2	Cunnies	cony	0
a	a	dt	a	a	0
people	people	n1	people	people	0
not	not	xx	not	not	0
mightie	mightie	j	mighty	mighty	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
make	make	vvb	make	make	0
they	they	pns32	they	they	0
their	their	po32	their	their	0
houses	houses	n2	houses	house	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
rocke	rocke	n1	rock	rock	0
;	;	;	;	;	0
the	the	dt	the	the	0
Grashopper	Grashopper	n1	Grasshopper	grasshopper	0
hath	hath	vhz	hath	have	0
no	no	dx	no	no	0
King	King	n1	King	king	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
go	go	vvb	go	go	0
they	they	pns32	they	they	0
foorth	foorth	av	forth	forth	0
all	all	av-d	all	all	0
by	by	p-acp	by	by	0
bands	bands	n2	bans	band	0
;	;	;	;	;	0
the	the	dt	the	the	0
Spider	Spider	n1	Spider	spider	0
taketh	taketh	vvz	takes	take	0
hold	hold	n1	hold	hold	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
handes	handes	n2	hands	hand	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
is	is	vbz	is	be	0
he	he	pns31	he	he	0
in	in	p-acp	in	in	0
Kings	Kings	ng1	Kings	king	0
Pallaces	Pallaces	n2	Palaces	palace	0
:	:	:	:	:	0
So	So	av	So	so	0
must	must	vmb	must	must	0
we	we	pns12	we	we	0
prouide	prouide	vvi	provide	provide	0
now	now	av	now	now	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
summer	summer	n1	summer	summer	0
time	time	n1	time	time	0
,	,	,	,	,	0
while	while	cs	while	while	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
shineth	shineth	vvz	shines	shine	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
face	face	n1	face	face	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
Iesus	Iesus	np1	Iesus	Jesus	0
,	,	,	,	,	0
