Gentlemen	Gentlemen	np1	Gentlemen	Gentlemen	0
Souldiers	Souldiers	n2	Soldiers	soldier	0
,	,	,	,	,	0
IT	IT	pn31	IT	it	0
is	is	vbz	is	be	0
hard	hard	j	hard	hard	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
whether	whether	cs	whither	whether	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
appeared	appeared	vvn	appeared	appear	0
more	more	av-dc	more	more	0
gloriously	gloriously	av-j	gloriously	glorious	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
breaking	breaking	vvg	breaking	break	0
the	the	dt	the	the	0
powers	powers	n2	powers	power	0
or	or	cc	or	or	0
blast	blast	n1	blast	blast	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
the	the	dt	the	the	0
policies	policies	n2	policies	policy	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
enemies	enemies	n2	enemies	enemy	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
your	your	po22	your	your	0
strength	strength	n1	strength	strength	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
one	one	crd	one	one	0
,	,	,	,	,	0
so	so	av	so	so	0
your	your	po22	your	your	0
wisdom	wisdom	n1	wisdom	wisdom	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
whose	whose	rg-crq	whose	who	0
presence	presence	n1	presence	presence	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
neither	neither	av-dx	neither	neither	0
wis	wis	vvb	wis	wis	0
∣	∣	sy	∣	∣	0
dom	dom	fw-la	dom	dom	0
nor	nor	ccx	nor	nor	0
weapon	weapon	n1	weapon	weapon	0
have	have	vhb	have	have	0
prevaild	prevaild	vvn	prevailed	prevail	0
against	against	p-acp	against	against	0
you	you	pn22	you	you	0
:	:	:	:	:	0
the	the	dt	the	the	0
great	great	j	great	great	0
conten	conten	j	conten	conten	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
between	between	p-acp	between	between	0
Christ	Christ	np1	Christ	Christ	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Devil	Devil	n1	Devil	devil	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
seed	seed	n1	seed	seed	0
of	of	pp-f	of	of	0
either	either	d	either	either	0
,	,	,	,	,	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
destroy	destroy	vvi	destroy	destroy	0
each	each	d	each	each	0
