Most	Most	ds	Most	most	0
gracious	gracious	j	gracious	gracious	0
Soveraign	Soveraign	n-jn	Sovereign	sovereign	0
:	:	:	:	:	0
THose	THose	d	THose	those	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
supprest	supprest	vvn	suppressed	suppress	0
and	and	cc	and	and	0
helpelesse	helpelesse	j	helpless	helpless	0
are	are	vbr	are	be	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
monly	monly	av-j	monly	mon	0
silent	silent	j	silent	silent	0
,	,	,	,	,	0
wishing	wishing	vvg	wishing	wish	0
that	that	cst	that	that	0
the	the	dt	the	the	0
common	common	j	common	common	0
ill	ill	n-jn	ill	ill	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
sort	sort	n1	sort	sort	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
particular	particular	j	particular	particular	0
misfortunes	misfortunes	n2	misfortunes	misfortune	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
disposition	disposition	n1	disposition	disposition	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
uncharitable	uncharitable	j	uncharitable	uncharitable	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
men	men	n2	men	man	0
,	,	,	,	,	0
so	so	av	so	so	0
would	would	vmd	would	will	0
it	it	pn31	it	it	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
me	me	pno11	me	i	0
more	more	av-dc	more	more	0
dogge-like	dogge-like	j	doglike	doglike	0
then	then	cs	then	than	0
man-like	man-like	av-j	manlike	manlike	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bite	bite	vvi	bite	bite	0
the	the	dt	the	the	0
stone	stone	n1	stone	stone	0
that	that	cst	that	that	0
strooke	strooke	vvd	struck	strike	0
me	me	pno11	me	i	0
:	:	:	:	:	0
(	(	(	(	(	0
to	to	p-acp	to	to	0
wit	wit	n1	wit	wit	0
)	)	)	)	)	0
the	the	dt	the	the	0
borrowed	borrowed	j-vvn	borrowed	borrow	0
authority	authority	n1	authority	authority	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
So	So	av	So	so	0
∣	∣	sy	∣	∣	0
veraigne	veraigne	j-jn	veraigne	veraigne	0
misinformed	misinformed	vvn	misinformed	misinform	0
,	,	,	,	,	0
seeing	seeing	vvg	seeing	see	0
their	their	po32	their	their	0
armes	armes	n2	arms	arm	0
and	and	cc	and	and	0
hunds	hunds	n2	hunds	hund	0
that	that	cst	that	that	0
flang	flang	vvd	flang	fling	0
it	it	pn31	it	it	0
,	,	,	,	,	0
are	are	vbr	are	be	0
most	most	av-ds	most	most	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
already	already	av	already	already	0
rotten	rotten	vvn	rotten	rot	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
confesse	confesse	vvi	confess	confess	0
it	it	pn31	it	it	0
ever	ever	av	ever	ever	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
debts	debts	n2	debts	debt	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
discontentments	discontentments	n2	discontentments	discontentment	0
,	,	,	,	,	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
hath	hath	vhz	hath	have	0
laid	laid	vvn	laid	lay	0
upon	upon	p-acp	upon	upon	0
me	me	pno11	me	i	0
;	;	;	;	;	0
