SIRS	SIRS	np1	SIRS	Sirs	0
,	,	,	,	,	0
SƲpposing	SƲpposing	vvg	SƲpposing	sʋppose	0
that	that	cst	that	that	0
possibly	possibly	av-j	possibly	possible	0
your	your	po22	your	your	0
heads	heads	n2	heads	head	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
so	so	av	so	so	0
taken	taken	vvn	taken	take	0
up	up	a-acp	up	up	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
long	long	j	long	long	0
time	time	n1	time	time	0
with	with	p-acp	with	with	0
these	these	d	these	these	0
Questions	Questions	n2	Questions	question	0
,	,	,	,	,	0
How	How	q-crq	How	how	0
shall	shall	vmb	shall	shall	0
we	we	pns12	we	we	0
keep	keep	vvi	keep	keep	0
the	the	dt	the	the	0
Power	Power	n1	Power	power	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
own	own	d	own	own	0
hands	hands	n2	hands	hand	0
?	?	?	?	?	1
And	And	np1	And	And	0
,	,	,	,	,	0
What	What	q-crq	What	what	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
Government	Government	n1	Government	government	0
?	?	?	?	?	1
(	(	(	(	(	0
For	For	c-acp	For	for	0
you	you	pn22	you	you	0
answer	answer	vvb	answer	answer	0
that	that	cst	that	that	0
last	last	ord	last	last	0
Question	Question	n1	Question	question	0
very	very	av	very	very	0
well	well	av	well	well	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
late	late	j	late	late	0
Plea	Plea	n1	Plea	plea	0
)	)	)	)	)	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
seriously	seriously	av-j	seriously	serious	0
viewed	viewed	vvn	viewed	view	0
the	the	dt	the	the	0
complexions	complexions	n2	complexions	complexion	0
and	and	cc	and	and	0
spirits	spirits	n2	spirits	spirit	0
of	of	pp-f	of	of	0
people	people	n1	people	people	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
glasse	glasse	n1	glass	glass	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
Books	Books	n2	Books	book	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
daily	daily	av-j	daily	daily	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
spersed	spersed	j-vvn	dispersed	disperse	0
all	all	d	all	all	0
the	the	dt	the	the	0
Lands	Lands	n2	Lands	land	0
over	over	a-acp	over	over	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
sith	sith	c-acp	sith	sith	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
uppermost	uppermost	j	uppermost	uppermost	0
,	,	,	,	,	0
and	and	cc	and	and	0
under	under	p-acp	under	under	0
God	God	np1	God	God	0
may	may	vmb	may	may	0
do	do	vdi	do	do	0
much	much	d	much	much	0
good	good	j	good	good	0
or	or	cc	or	or	0
harm	harm	n1	harm	harm	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
his	his	po31	his	his	0
grnce	grnce	n1	grnce	grace	0
shall	shall	vmb	shall	shall	0
incline	incline	vvi	incline	incline	0
you	you	pn22	you	you	0
,	,	,	,	,	0
or	or	cc	or	or	0
leave	leave	vvb	leave	leave	0
you	you	pn22	you	you	0
.	.	.	.	.	1
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
good	good	j	good	good	0
to	to	pc-acp	to	to	0
dedi	dedi	fw-la	dedi	dedi	0
∣	∣	sy	∣	∣	0
cate	cate	zz	cate	cate	0
this	this	d	this	this	0
small	small	j	small	small	0
Piece	Piece	n1	Piece	piece	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
see	see	vvi	see	see	0
what	what	r-crq	what	what	0
Spirit	Spirit	n1	Spirit	spirit	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
enemies	enemies	n2	enemies	enemy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Ministry	Ministry	n1	Ministry	ministry	0
,	,	,	,	,	0
and	and	cc	and	and	0
our	our	po12	our	our	0
Christian	Christian	np1	Christian	Christian	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
and	and	cc	and	and	0
Assemblies	Assemblies	n2	Assemblies	assembly	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
nurse	nurse	vvb	nurse	nurse	0
,	,	,	,	,	0
encourage	encourage	vvb	encourage	encourage	0
and	and	cc	and	and	0
protect	protect	vvi	protect	protect	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
un	un	fw-it	un	un	0
∣	∣	sy	∣	∣	0
godliness	godliness	n1	godliness	godliness	0
and	and	cc	and	and	0
blasphemy	blasphemy	n1	blasphemy	blasphemy	0
,	,	,	,	,	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
notion	notion	n1	notion	notion	0
of	of	pp-f	of	of	0
Godliness	Godliness	n1	Godliness	godliness	0
,	,	,	,	,	0
reckoning	reckoning	vvg	reckoning	reckon	0
them	them	pno32	them	they	0
Godly	Godly	j	Godly	godly	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
you'l	you'l	pn22|vmb	you'll	you|will	0
be	be	vbi	be	be	0
like	like	av-j	like	like	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
calling	calling	vvg	calling	call	0
evil	evil	n-jn	evil	evil	0
good	good	j	good	good	0
.	.	.	.	.	1
And	And	cc	And	and	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
you	you	pn22	you	you	0
thereby	thereby	av	thereby	thereby	0
in	in	p-acp	in	in	0
Gods	Gods	ng1	Gods	god	0
just	just	j	just	just	0
account	account	n1	account	account	0
be	be	vbb	be	be	0
reckoned	reckoned	vvn	reckoned	reckon	0
among	among	p-acp	among	among	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
judged	judged	vvn	judged	judge	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
?	?	?	?	?	1
And	And	cc	And	and	0
how	how	q-crq	how	how	0
can	can	vmb	can	can	0
you	you	pn22	you	you	0
possibly	possibly	av-j	possibly	possible	0
please	please	vvb	please	please	0
Gods	Gods	npg1	Gods	God	0
enemies	enemies	n2	enemies	enemy	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
dsplease	dsplease	vvi	dsplease	dsplease	0
both	both	d	both	both	0
God	God	np1	God	God	0
