SIR	SIR	n1	SIR	sir	0
,	,	,	,	,	0
IT	IT	pn31	IT	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
said	said	vvn	said	say	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
famous	famous	j	famous	famous	0
City	City	n1	City	city	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
sometimes	sometimes	av	sometime	sometime	0
of	of	pp-f	of	of	0
Tyre	Tyre	n1	Tyre	tyre	0
.	.	.	.	.	1
She	She	pns31	She	she	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Crowning	Crowning	vvg	Crowning	crown	0
City	City	n1	City	city	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
Merchants	Merchants	n2	Merchant's	merchant	0
are	are	vbr	are	be	0
Prin	Prin	np1	Prin	Prin	0
∣	∣	sy	∣	∣	0
ces	ces	fw-fr	ces	ces	0
:	:	:	:	:	0
whose	whose	r-crq	whose	who	0
Traffiquers	Traffiquers	n2	Traffickers	trafficker	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
honourable	honourable	j	honourable	honourable	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
Isa.	Isa.	np1	Isa.	Isa.	1
23.	23.	crd	23.	23.	0
8.	8.	crd	8.	8.	1
But	But	p-acp	But	but	0
what	what	q-crq	what	what	0
became	became	vvd	became	become	0
of	of	pp-f	of	of	0
Tyre	Tyre	n1	Tyre	tyre	0
,	,	,	,	,	0
that	that	cst	that	that	0
noble	noble	j	noble	noble	0
and	and	cc	and	and	0
ennobling	ennobling	j-vvg	ennobling	ennoble	0
City	City	n1	City	city	0
?	?	?	?	?	0
her	her	po31	her	her	0
Crown	Crown	n1	Crown	crown	0
was	was	vbds	was	be	0
laid	laid	vvn	laid	lay	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
dust	dust	n1	dust	dust	0
,	,	,	,	,	0
and	and	cc	and	and	0
her	her	po31	her	her	0
Honourable	Honourable	j	Honourable	honourable	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
streets	streets	n2	streets	street	0
.	.	.	.	.	1
And	And	cc	And	and	0
why	why	q-crq	why	why	0
?	?	?	?	?	1
They	They	pns32	They	they	0
were	were	vbdr	were	be	0
haughty	haughty	j	haughty	haughty	0
and	and	cc	and	and	0
knew	knew	vvd	knew	know	0
not	not	xx	not	not	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
neither	neither	av-dx	neither	neither	0
regarded	regarded	vvd	regarded	regard	0
they	they	pns32	they	they	0
the	the	dt	the	the	0
God	God	n1	God	god	0
of	of	pp-f	of	of	0
Jacob.	Jacob.	np1	Jacob.	Jacob.	1
They	They	pns32	They	they	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
know	know	vvi	know	know	0
;	;	;	;	;	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
affairs	affairs	n2	affairs	affair	0
they	they	pns32	they	they	0
eyed	eyed	vvd	eyed	eye	0
not	not	xx	not	not	0
the	the	dt	the	the	0
Crown	Crown	n1	Crown	crown	0
of	of	pp-f	of	of	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
,	,	,	,	,	0
neither	neither	av-dx	neither	neither	0
were	were	vbdr	were	be	0
Traffiquers	Traffiquers	n2	Traffickers	trafficker	0
with	with	p-acp	with	with	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
therefore	therefore	av	therefore	therefore	0
they	they	pns32	they	they	0
perished	perished	vvd	perished	perish	0
from	from	p-acp	from	from	0
off	off	p-acp	off	off	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
City	City	n1	City	city	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
stately	stately	j	stately	stately	0
Princess	Princess	n1	Princess	princess	0
,	,	,	,	,	0
wears	wears	vvz	wears	wear	0
a	a	dt	a	a	0
goodly	goodly	j	goodly	goodly	0
rich	rich	j	rich	rich	0
Crowns	Crowns	n2	Crowns	crown	0
on	on	p-acp	on	on	0
her	her	po31	her	her	0
head	head	n1	head	head	0
,	,	,	,	,	0
Crowns	Crowns	vvz	Crowns	crown	0
her	her	po31	her	her	0
Merchants	Merchants	n2	Merchant's	merchant	0
and	and	cc	and	and	0
inhabitants	inhabitants	n2	inhabitants	inhabitant	0
with	with	p-acp	with	with	0
wealth	wealth	n1	wealth	wealth	0
and	and	cc	and	and	0
honour	honour	n1	honour	honour	0
;	;	;	;	;	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
confess	confess	vvb	confess	confess	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
Righteousness	Righteousness	n1	Righteousness	righteousness	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
spared	spared	vvn	spared	spare	0
you	you	pn22	you	you	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
It	It	pn31	It	it	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
mercies	mercies	n2	mercies	mercy	0
,	,	,	,	,	0
that	that	cst	that	that	0
ye	ye	pn22	you	you	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
sumed	sumed	vvd	summed	sum	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
his	his	po31	his	his	0
compassions	compassions	n2	compassions	compassion	0
fail	fail	vvb	fail	fail	0
not	not	xx	not	not	0
.	.	.	.	.	1
Lam.	Lam.	np1	Lam.	Lam.	0
3.	3.	crd	3.	3.	0
22.	22.	crd	22.	22.	1
