RIGHT	RIGHT	av-jn	RIGHT	right	0
HONOVRABLE	HONOVRABLE	j	HONOURABLE	honourable	0
,	,	,	,	,	0
WHat	WHat	r-crq	WHat	what	0
reading	reading	vvg	reading	read	0
of	of	pp-f	of	of	0
holy	holy	j	holy	holy	0
Scripture	Scripture	n1	Scripture	scripture	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
Ecclesi	Ecclesi	np1	Ecclesi	Ecclesi	0
∣	∣	sy	∣	∣	0
asticall	asticall	j	asticall	asticall	0
stories	stories	n2	stories	story	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
experience	experience	n1	experience	experience	0
hath	hath	vhz	hath	have	0
taught	taught	vvn	taught	teach	0
mee	mee	pno11	me	i	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Righteous	Righteous	j	Righteous	righteous	0
mans	mans	ng1	men	man	0
Evils	Evils	n2-jn	Evils	evil	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
deliverances	deliverances	n2	deliverances	deliverance	0
;	;	;	;	;	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
preached	preached	vvd	preached	preach	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
Church	Church	n1	Church	church	0
at	at	p-acp	at	at	0
London	London	np1	London	London	0
in	in	p-acp	in	in	0
nine	nine	crd	nine	nine	0
Sermons	Sermons	n2	Sermons	sermon	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
booke	booke	n1	book	book	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
dedicated	dedicated	vvn	dedicated	dedicate	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
an	an	cs	and	an	0
acknow	acknow	vvi	acknow	acknow	0
∣	∣	sy	∣	∣	0
ledgement	ledgement	n1	ledgement	ledgement	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
heroicall	heroicall	j	heroical	heroical	0
and	and	cc	and	and	0
Christian	Christian	np1	Christian	Christian	0
vertues	vertues	n2	virtues	virtue	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
shine	shine	vvb	shine	shine	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
most	most	av-ds	most	most	0
Noble	Noble	j	Noble	noble	0
and	and	cc	and	and	0
Honourable	Honourable	j	Honourable	honourable	0
person	person	n1	person	person	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	p-acp	as	as	0
an	an	dt	and	a	0
homage	homage	n1	homage	homage	0
due	due	j-jn	due	due	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
;	;	;	;	;	0
not	not	xx	not	not	0
as	as	p-acp	as	as	0
having	having	vhg	having	have	0
any	any	d	any	any	0
worthinesse	worthinesse	n1	worthiness	worthiness	0
and	and	cc	and	and	0
excellencie	excellencie	n1	excellency	excellency	0
from	from	p-acp	from	from	0
their	their	po32	their	their	0
author	author	n1	author	author	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
he	he	pns31	he	he	0
should	should	vmd	should	shall	0
presume	presume	vvi	presume	presume	0
to	to	pc-acp	to	to	0
offer	offer	vvi	offer	offer	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
a	a	dt	a	a	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
whom	whom	ro-crq	whom	who	0
all	all	d	all	all	0
things	things	n2	things	thing	0
excell	excell	vvi	excel	excel	0
in	in	p-acp	in	in	0
worth	worth	n1	worth	worth	0
,	,	,	,	,	0
and	and	cc	and	and	0
shine	shine	vvi	shine	shine	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
eminent	eminent	j	eminent	eminent	0
degree	degree	n1	degree	degree	0
of	of	pp-f	of	of	0
excellencie	excellencie	n1	excellency	excellency	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
Empires	Empires	n2	Empires	empire	0
,	,	,	,	,	0
Kingdomes	Kingdomes	n2	Kingdoms	kingdom	0
,	,	,	,	,	0
States	States	n2	States	state	0
,	,	,	,	,	0
Cities	Cities	n2	Cities	city	0
,	,	,	,	,	0
Families	Families	n2	Families	family	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
read	read	vvb	read	read	0
and	and	cc	and	and	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Oracle	Oracle	n1	Oracle	oracle	0
which	which	r-crq	which	which	0
said	said	vvd	said	say	0
to	to	p-acp	to	to	0
ATTALVS	ATTALVS	npg1	ATTALVS	attalvs	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
Bithinia	Bithinia	np1	Bithinia	Bithynia	0
,	,	,	,	,	0
THOU	THOU	pns21	THOU	thou	0
AND	AND	cc	AND	and	0
THY	THY	po21	THY	thy	0
SON	SON	n1	SON	son	0
,	,	,	,	,	0
NOT	NOT	xx	NOT	not	0
THE	THE	dt	THE	the	0
SONS	SONS	n2	SONS	son	0
OF	OF	pp-f	OF	of	0
THY	THY	po21	THY	thy	0
SON	SON	n1	SON	son	0
.	.	.	.	.	1
His	His	po31	His	his	0
Maiestie	Maiestie	n1	Majesty	majesty	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
now	now	av	now	now	0
holdeth	holdeth	vvz	holds	hold	0
the	the	dt	the	the	0
raines	raines	n2	reins	rain	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
peaceable	peaceable	j	peaceable	peaceable	0
and	and	cc	and	and	0
flourishing	flourishing	j-vvg	flourishing	flourish	0
kingdome	kingdome	n1	kingdom	kingdom	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
onely	onely	j	only	only	0
King	King	n1	King	king	0
knowne	knowne	vvn	known	know	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
by	by	p-acp	by	by	0
stories	stories	n2	stories	story	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
can	can	vmb	can	can	0
reckon	reckon	vvi	reckon	reckon	0
neere	neere	av-j	near	near	0
two	two	crd	two	two	0
thou	thou	pns21	thou	thou	0
∣	∣	sy	∣	∣	0
sand	sand	n1	sand	sand	0
yeeres	yeeres	n2	years	year	0
since	since	p-acp	since	since	0
his	his	po31	his	his	0
roiall	roiall	j	royal	royal	0
Ancestors	Ancestors	n2	Ancestors	ancestor	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
whom	whom	ro-crq	whom	who	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
lincally	lincally	av-j	lincally	lincal	0
descended	descended	vvn	descended	descend	0
,	,	,	,	,	0
wore	wore	vvd	wore	wear	0
Crownes	Crownes	n2	Crowns	crown	0
and	and	cc	and	and	0
Scepters	Scepters	n2	Sceptres	sceptre	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
France	France	np1	France	France	0
they	they	pns32	they	they	0
thinke	thinke	vvb	think	think	0
it	it	pn31	it	it	0
much	much	av-d	much	much	0
,	,	,	,	,	0
if	if	cs	if	if	0
a	a	dt	a	a	0
man	man	n1	man	man	0
can	can	vmb	can	can	0
prove	prove	vvi	prove	prove	0
his	his	po31	his	his	0
Nobilitie	Nobilitie	n1	Nobility	nobility	0
by	by	p-acp	by	by	0
foure	foure	crd	foure	four	0
Descents	Descents	n2	Descents	descent	0
.	.	.	.	.	1
Since	Since	p-acp	Since	since	0
three	three	crd	three	three	0
hundred	hundred	crd	hundred	hundred	0
and	and	cc	and	and	0
odde	odde	j	odd	odd	0
yeeres	yeeres	n2	years	year	0
that	that	cst	that	that	0
SIR	SIR	n1	SIR	sir	0
GILBERT	GILBERT	np1	GILBERT	Gilbert	0
HAMMILTON	HAMMILTON	np1	HAMMILTON	HAMMILTON	0
came	came	vvd	came	come	0
from	from	p-acp	from	from	0
England	England	np1	England	England	0
to	to	p-acp	to	to	0
Scot	Scot	n1	Scot	scot	0
∣	∣	sy	∣	∣	0
land	land	n1	land	land	0
,	,	,	,	,	0
was	was	vbds	was	be	0
there	there	a-acp	there	there	0
advanced	advanced	vvn	advanced	advance	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
titles	titles	n2	titles	title	0
and	and	cc	and	and	0
degrees	degrees	n2	degrees	degree	0
of	of	pp-f	of	of	0
honours	honours	n2	honours	honour	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
dignities	dignities	n2	dignities	dignity	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
greatnesse	greatnesse	n1	greatness	greatness	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
noble	noble	j	noble	noble	0
and	and	cc	and	and	0
honourable	honourable	j	honourable	honourable	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Realme	Realme	n1	Realm	realm	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
HEROS	HEROS	np1	HEROS	Heros	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
dayes	dayes	n2	days	day	0
,	,	,	,	,	0
and	and	cc	and	and	0
King	King	n1	King	king	0
without	without	p-acp	without	without	0
peere	peere	n1	peer	peer	0
ROBERT	ROBERT	np1	ROBERT	Robert	0
BRVCE	BRVCE	np1	BRVCE	BRVCE	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
knowne	knowne	vvn	known	know	0
