MOst	MOst	ds	MOst	most	0
Reuerend	Reuerend	j-jn	Reverend	reverend	0
father	father	n1	father	father	0
in	in	p-acp	in	in	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
sin	sin	n1	since	sin	0
∣	∣	sy	∣	∣	0
gular	gular	j	gular	gular	0
good	good	j	good	good	0
Lord	Lord	n1	Lord	lord	0
:	:	:	:	:	0
It	It	pn31	It	it	0
pleased	pleased	vvd	pleased	please	0
your	your	po22	your	your	0
Grace	Grace	n1	Grace	grace	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
beginning	beginning	n-vvg	beginning	begin	0
of	of	pp-f	of	of	0
Michaelmas	Michaelmas	np1	Michaelmas	Michaelmas	0
terme	terme	n1	term	term	0
last	last	ord	last	last	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
demand	demand	vvi	demand	demand	0
of	of	pp-f	of	of	0
me	me	pno11	me	i	0
a	a	dt	a	a	0
question	question	n1	question	question	0
touching	touching	vvg	touching	touch	0
the	the	dt	the	the	0
Bas	Bas	np1	Bas	Bas	0
∣	∣	sy	∣	∣	0
saes	saes	n2	saes	sae	0
and	and	cc	and	and	0
Visiers	Visiers	n2	Viziers	vizier	0
belonging	belonging	vvg	belonging	belong	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Turkish	Turkish	jp	Turkish	turkish	0
Court	Court	n1	Court	court	0
,	,	,	,	,	0
and	and	cc	and	and	0
whether	whether	cs	whither	whether	0
the	the	dt	the	the	0
chiefe	chiefe	j-jn	chief	chief	0
Visier	Visier	np1	Visier	Visier	0
were	were	vbdr	were	be	0
promoted	promoted	vvn	promoted	promote	0
and	and	cc	and	and	0
aduanced	aduanced	vvd	advanced	advance	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
high	high	j	high	high	0
&	&	cc	&	and	0
superemi	superemi	fw-fr	superemi	superemi	0
∣	∣	sy	∣	∣	0
nent	nent	n1	nent	nent	0
authority	authority	n1	authority	authority	0
aboue	aboue	p-acp	above	above	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
accor	accor	n1	accor	accor	0
¦	¦	sy	¦	¦	0
ding	ding	uh	ding	ding	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
priority	priority	n1	priority	priority	0
of	of	pp-f	of	of	0
time	time	n1	time	time	0
and	and	cc	and	and	0
an	an	dt	and	a	0
∣	∣	sy	∣	∣	0
tiquity	tiquity	n1	tiquity	tiquity	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
