Madam	Madam	n1	Madam	madam	0
,	,	,	,	,	0
BEauty	BEauty	n1	BEauty	beauty	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
both	both	d	both	both	0
the	the	dt	the	the	0
Theme	Theme	n1	Theme	theme	0
,	,	,	,	,	0
and	and	cc	and	and	0
Inspirer	Inspirer	n1	Inspirer	inspirer	0
of	of	pp-f	of	of	0
Poetry	Poetry	n1	Poetry	poetry	0
,	,	,	,	,	0
so	so	av	so	so	0
it	it	pn31	it	it	0
ought	ought	vmd	ought	ought	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
Patroness	Patroness	n1	Patroness	patroness	0
too	too	av	too	too	0
;	;	;	;	;	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Poem	Poem	n1	Poem	poem	0
of	of	pp-f	of	of	0
Love	Love	n1	Love	love	0
should	should	vmd	should	shall	0
in	in	p-acp	in	in	0
Justice	Justice	n1	Justice	justice	0
be	be	vbb	be	be	0
sacred	sacred	j	sacred	sacred	0
to	to	p-acp	to	to	0
none	none	pix	none	none	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
lovelyest	lovelyest	js	loveliest	lovely	0
:	:	:	:	:	0
it	it	pn31	it	it	0
would	would	vmd	would	will	0
therefore	therefore	av	therefore	therefore	0
be	be	vbi	be	be	0
adoring	adoring	vvg	adoring	adore	0
a	a	dt	a	a	0
false	false	j	false	false	0
Deity	Deity	n1	Deity	deity	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
I	I	pns11	I	i	0
offer	offer	vvi	offer	offer	0
up	up	a-acp	up	up	0
this	this	d	this	this	0
at	at	p-acp	at	at	0
any	any	d	any	any	0
Shrine	Shrine	n1	Shrine	shrine	0
but	but	cc-acp	but	but	0
Yours	Yours	png22	Yours	you	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
best	best	js	best	best	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
do	do	vdi	do	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
writ	writ	vvn	writ	write	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
pleasing	pleasing	j-vvg	pleasing	please	0
Subject	Subject	n-jn	Subject	subject	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
resolv'd	resolv'd	vvd	resolved	resolve	0
to	to	pc-acp	to	to	0
lay	lay	vvi	lay	lay	0
it	it	pn31	it	it	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Feet	Feet	n2	Feet	foot	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
Beautiful	Beautiful	j	Beautiful	beautiful	0
,	,	,	,	,	0
and	and	cc	and	and	0
had	had	vhd	had	have	0
I	I	pns11	I	i	0
been	been	vbn	been	be	0
my	my	po11	my	my	0
self	self	n1	self	self	0
at	at	p-acp	at	at	0
a	a	dt	a	a	0
loss	loss	n1	loss	loss	0
where	where	c-crq	where	where	0
to	to	pc-acp	to	to	0
fix	fix	vvi	fix	fix	0
,	,	,	,	,	0
the	the	dt	the	the	0
Universal	Universal	j-u	Universal	iversal	0
Opinion	Opinion	n1	Opinion	opinion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
World	World	n1	World	world	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
di	di	dt	di	the	0
∣	∣	sy	∣	∣	0
rected	rected	vvn	rected	rect	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
pointed	pointed	vvd	pointed	point	0
out	out	av	out	out	0
your	your	po22	your	your	0
Grace	Grace	n1	Grace	grace	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Patro	Patro	n1	Patron	patron	0
∣	∣	sy	∣	∣	0
ness	ness	n1	ness	ness	0
;	;	;	;	;	0
while	while	cs	while	while	0
the	the	dt	the	the	0
Poem	Poem	n1	Poem	poem	0
shall	shall	vmb	shall	shall	0
last	last	vvi	last	last	0
,	,	,	,	,	0
(	(	(	(	(	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Poem	Poem	n1	Poem	poem	0
of	of	pp-f	of	of	0
Love	Love	n1	Love	love	0
ought	ought	vmd	ought	ought	0
to	to	p-acp	to	to	0
last	last	ord	last	last	0
longer	longer	av-jc	longer	long	0
than	than	cs	than	than	0
any	any	d	any	any	0
other	other	n-jn	other	other	0
