IF	IF	cs	IF	if	0
God	God	np1	God	God	0
,	,	,	,	,	0
whyche	whyche	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Iaco.	Iaco.	np1	Iaco.	Iaco.	0
.	.	.	.	.	1
i	i	sy	i	i	0
.	.	.	.	.	1
Cor.	Cor.	np1	Cor.	Cor.	0
alone	alone	j	alone	alone	0
gyuer	gyuer	n1	gyuer	gyuer	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
good	good	j	good	good	0
thynges	thynges	n2	things	thing	0
hadde	hadde	vhd	had	have	0
endewed	endewed	vvn	endued	endue	0
me	me	pno11	me	i	0
wyth	wyth	p-acp	with	with	0
the	the	dt	the	the	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
uine	uine	n1	vine	vine	0
gyfte	gyfte	n1	gift	gift	0
of	of	pp-f	of	of	0
suche	suche	d	such	such	0
and	and	cc	and	and	0
so	so	av	so	so	0
great	great	j	great	great	0
eloquence	eloquence	n1	eloquence	eloquence	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
myght	myght	vmd	might	may	0
iustely	iustely	av-j	justly	just	0
and	and	cc	and	and	0
wythout	wythout	p-acp	without	without	0
ony	ony	av-j	only	only	0
reprehension	reprehension	n1	reprehension	reprehension	0
haue	haue	vhb	have	have	0
compared	compared	vvn	compared	compare	0
with	with	p-acp	with	with	0
that	that	d	that	that	0
moost	moost	av-ds	most	most	0
excellēt	excellēt	j	excellent	excellent	0
Greke	Greke	jp	Greek	greek	0
Pericles	Pericles	np1	Pericles	Pericles	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
vayne	vayne	j	vain	vain	0
of	of	pp-f	of	of	0
ornate	ornate	j	ornate	ornate	0
eloquence	eloquence	n1	eloquence	eloquence	0
ey	ey	n1	ey	eye	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
in	in	p-acp	in	in	0
persuadynge	persuadynge	vvg	persuading	persuade	0
or	or	cc	or	or	0
dissuadynge	dissuadynge	vvg	dissuading	dissuade	0
euen	euen	av	even	even	0
of	of	pp-f	of	of	0
ve	ve	zz	ve	ve	0
∣	∣	sy	∣	∣	0
ry	ry	zz	ry	ry	0
nature	nature	n1	nature	nature	0
semed	semed	vvd	seemed	seem	0
to	to	pc-acp	to	to	0
