COnsidering	COnsidering	vvg	COnsidering	consider	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
Right	Right	av-jn	Right	right	0
Honorable	Honorable	j	Honourable	honourable	0
,	,	,	,	,	0
and	and	cc	and	and	0
right	right	j-jn	right	right	0
Worshipfull	Worshipfull	j	Worshipful	worshipful	0
,	,	,	,	,	0
that	that	cst	that	that	0
nothing	nothing	pix	nothing	nothing	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
necessary	necessary	j	necessary	necessary	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
more	more	av-dc	more	more	0
desired	desired	vvn	desired	desire	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
dan	dan	n1	dan	dan	0
∣	∣	sy	∣	∣	0
gerous	gerous	j	gerous	gerous	0
sicknesse	sicknesse	n1	sickness	sickness	0
and	and	cc	and	and	0
perill	perill	n1	peril	peril	0
of	of	pp-f	of	of	0
death	death	n1	death	death	0
,	,	,	,	,	0
then	then	cs	then	than	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
person	person	n1	person	person	0
so	so	av	so	so	0
standing	standing	vvg	standing	stand	0
,	,	,	,	,	0
the	the	dt	the	the	0
meanes	meanes	n2	means	mean	0
to	to	pc-acp	to	to	0
preserue	preserue	vvi	preserve	preserve	0
him	him	pno31	him	he	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
violence	violence	n1	violence	violence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
restore	restore	vvi	restore	restore	0
the	the	dt	the	the	0
sick	sick	j	sick	sick	0
from	from	p-acp	from	from	0
imminent	imminent	j	imminent	imminent	0
perill	perill	n1	peril	peril	0
of	of	pp-f	of	of	0
death	death	n1	death	death	0
,	,	,	,	,	0
vnto	vnto	p-acp	unto	unto	0
his	his	po31	his	his	0
former	former	j	former	former	0
estate	estate	n1	estate	estate	0
of	of	pp-f	of	of	0
health	health	n1	health	health	0
;	;	;	;	;	0
and	and	cc	and	and	0
perceiuing	perceiuing	vvg	perceiving	perceive	0
,	,	,	,	,	0
right	right	av-jn	right	right	0
Honorable	Honorable	j	Honourable	honourable	0
,	,	,	,	,	0
that	that	cst	that	that	0
no	no	dx	no	no	0
man	man	n1	man	man	0
had	had	vhd	had	have	0
as	as	p-acp	as	as	0
yet	yet	av	yet	yet	0
written	written	vvn	written	write	0
any	any	d	any	any	0
treatise	treatise	n1	treatise	treatise	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
was	was	vbds	was	be	0
contained	contained	vvn	contained	contain	0
such	such	d	such	such	0
speciall	speciall	j	special	special	0
and	and	cc	and	and	0
excellent	excellent	j	excellent	excellent	0
medicines	medicines	n2	medicines	medicine	0
,	,	,	,	,	0
that	that	cst	that	that	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
resist	resist	vvi	resist	resist	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
cure	cure	vvi	cure	cure	0
this	this	d	this	this	0
dangerous	dangerous	j	dangerous	dangerous	0
and	and	cc	and	and	0
contagious	contagious	j	contagious	contagious	0
sick	sick	j	sick	sick	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
;	;	;	;	;	0
and	and	cc	and	and	0
likewise	likewise	av	likewise	likewise	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
sufficient	sufficient	j	sufficient	sufficient	0
instruction	instruction	n1	instruction	instruction	0
&	&	cc	&	and	0
direction	direction	n1	direction	direction	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
inhabitants	inhabitants	n2	inhabitants	inhabitant	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Citie	Citie	n1	City	city	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
preseruation	preseruation	n1	preservation	preservation	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
infectious	infectious	j	infectious	infectious	0
time	time	n1	time	time	0
:	:	:	:	:	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
mooued	mooued	vvn	moved	move	0
in	in	p-acp	in	in	0
conscience	conscience	n1	conscience	conscience	0
(	(	(	(	(	0
my	my	po11	my	my	0
Lord	Lord	n1	Lord	lord	0
)	)	)	)	)	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
dutie	dutie	n1	duty	duty	0
I	I	pns11	I	i	0
owe	owe	vvb	owe	owe	0
,	,	,	,	,	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
loue	loue	n1	love	love	0
I	I	pns11	I	i	0
beare	beare	vvb	bear	bear	0
vnto	vnto	p-acp	unto	unto	0
this	this	d	this	this	0
honorable	honorable	j	honourable	honourable	0
city	city	n1	city	city	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
cōmunicate	cōmunicate	vvi	communicate	communicate	0
vnto	vnto	p-acp	unto	unto	0
them	them	pno32	them	they	0
such	such	d	such	such	0
preseruatiues	preseruatiues	n2	preservatives	preservative	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
Gods	Gods	ng1	Gods	god	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
giuen	giuen	vvn	given	give	0
vnto	vnto	p-acp	unto	unto	0
them	them	pno32	them	they	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
resist	resist	vvi	resist	resist	0
and	and	cc	and	and	0
defend	defend	vvi	defend	defend	0
from	from	p-acp	from	from	0
infection	infection	n1	infection	infection	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
sicknesse	sicknesse	n1	sickness	sickness	0
all	all	d	all	all	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
vse	vse	vvi	use	use	0
thē	thē	pno32	them	they	0
.	.	.	.	.	1
And	And	cc	And	and	0
also	also	av	also	also	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
set	set	vvn	set	set	0
down	down	p-acp	down	down	0
most	most	ds	most	most	0
excellent	excellent	j	excellent	excellent	0
&	&	cc	&	and	0
approued	approued	j-vvn	approved	approve	0
medicines	medicines	n2	medicines	medicine	0
,	,	,	,	,	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
practised	practised	vvn	practised	practise	0
and	and	cc	and	and	0
approued	approued	vvn	approved	approve	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
great	great	j	great	great	0
vtilitie	vtilitie	n1	utility	utility	0
of	of	pp-f	of	of	0
manie	manie	d	many	many	0
,	,	,	,	,	0
beeing	beeing	vbg	being	be	0
able	able	j	able	able	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
Gods	Gods	ng1	Gods	god	0
mercy	mercy	n1	mercy	mercy	0
,	,	,	,	,	0
speedi	speedi	fw-la	speedi	speedi	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
to	to	pc-acp	to	to	0
cure	cure	vvi	cure	cure	0
the	the	dt	the	the	0
most	most	ds	most	most	0
and	and	cc	and	and	0
greatest	greatest	js	greatest	great	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
infected	infected	vvn	infected	infect	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
sicknesse	sicknesse	n1	sickness	sickness	0
,	,	,	,	,	0
beeing	beeing	vbg	being	be	0
vsed	vsed	vvn	used	use	0
in	in	p-acp	in	in	0
time	time	n1	time	time	0
,	,	,	,	,	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
sicknesse	sicknesse	n1	sickness	sickness	0
hath	hath	vhz	hath	have	0
vtterly	vtterly	av-j	utterly	utter	0
ouercome	ouercome	vvn	overcome	overcome	0
nature	nature	n1	nature	nature	0
.	.	.	.	.	1
And	And	cc	And	and	0
although	although	cs	although	although	0
my	my	po11	my	my	0
insufficic̄cy	insufficic̄cy	n1	insufficiccy	insufficiccy	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
any	any	d	any	any	0
publique	publique	j	public	public	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
perswaded	perswaded	vvd	persuaded	persuade	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
relinquish	relinquish	vvi	relinquish	relinquish	0
my	my	po11	my	my	0
intēded	intēded	vvd	intended	intend	0
purpose	purpose	n1	purpose	purpose	0
in	in	p-acp	in	in	0
publishing	publishing	vvg	publishing	publish	0
this	this	d	this	this	0
treatise	treatise	n1	treatise	treatise	0
,	,	,	,	,	0
I	I	pns11	I	i	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
meanest	meanest	js	meanest	mean	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
many	many	d	many	many	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
land	land	n1	land	land	0
,	,	,	,	,	0
and	and	cc	and	and	0
vnable	vnable	j-u	unable	able	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
any	any	d	any	any	0
plausible	plausible	j	plausible	plausible	0
stile	stile	n1	style	stile	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
&	&	cc	&	and	0
plainnes	plainnes	n1	plainness	plainness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
the	the	dt	the	the	0
excellency	excellency	n1	excellency	excellency	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
medicines	medicines	n2	medicines	medicine	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
vtility	vtility	n1	utility	utility	0
that	that	cst	that	that	0
many	many	d	many	many	0
should	should	vmd	should	shall	0
find	find	vvi	find	find	0
thereby	thereby	av	thereby	thereby	0
,	,	,	,	,	0
being	being	vbg	being	be	0
v	v	crd	v	five	0
∣	∣	sy	∣	∣	0
sed	sed	fw-la	sed	sed	0
,	,	,	,	,	0
ouercame	ouercame	vvd	overcame	overcome	0
that	that	d	that	that	0
doubt	doubt	n1	doubt	doubt	0
of	of	pp-f	of	of	0
mind	mind	n1	mind	mind	0
,	,	,	,	,	0
and	and	cc	and	and	0
anima	anima	fw-la	anima	anima	0
∣	∣	sy	∣	∣	0
ted	ted	j-vvn	ted	t	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
proceede	proceede	vvi	proceed	proceed	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
intended	intended	j-vvn	intended	intend	0
purpose	purpose	n1	purpose	purpose	0
;	;	;	;	;	0
not	not	xx	not	not	0
doubting	doubting	vvg	doubting	doubt	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
assuredly	assuredly	av-vvn	assuredly	assure	0
trusting	trusting	vvg	trusting	trust	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
