IN	IN	p-acp	IN	in	0
the	the	dt	the	the	0
ordinary	ordinary	j	ordinary	ordinary	0
exercise	exercise	n1	exercise	exercise	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
ministery	ministery	n1	ministry	ministry	0
among	among	p-acp	among	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
came	came	vvd	came	come	0
to	to	pc-acp	to	to	0
speak	speak	vvi	speak	speak	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ninth	ninth	ord	ninth	nine	0
Cō	Cō	vvi	Con	con	0
∣	∣	sy	∣	∣	0
mandement	mandement	n1	mandment	mandment	0
,	,	,	,	,	0
the	the	dt	the	the	0
first	first	ord	first	first	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
met	met	vvd	met	meet	0
with	with	p-acp	with	with	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
considered	considered	vvn	considered	consider	0
,	,	,	,	,	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
Truth	Truth	n1	Truth	truth	0
and	and	cc	and	and	0
Lying	Lying	vvg	Lying	lie	0
.	.	.	.	.	1
And	And	np1	And	And	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
sidering	sidering	vvg	sidering	sidere	0
hereof	hereof	av	hereof	hereof	0
,	,	,	,	,	0
I	I	pns11	I	i	0
found	found	vvd	found	find	0
two	two	crd	two	two	0
sorts	sorts	n2	sorts	sort	0
of	of	pp-f	of	of	0
Lyes	Lyes	n2	Lies	lie	0
frequent	frequent	j	frequent	frequent	0
among	among	p-acp	among	among	0
men	men	n2	men	man	0
:	:	:	:	:	0
the	the	dt	the	the	0
one	one	pi	one	one	0
,	,	,	,	,	0
an	an	dt	and	a	0
open	open	j	open	open	0
and	and	cc	and	and	0
professed	professed	j-vvn	professed	profess	0
Lye	Lye	n1	Lie	lie	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
a	a	dt	a	a	0
cunning	cunning	j-jn	cunning	cunning	0
and	and	cc	and	and	0
artificiall	artificiall	j	artificial	artificial	0
Lye	Lye	n1	Lie	lie	0
.	.	.	.	.	1
The	The	dt	The	the	0
former	former	j	former	former	0
was	was	vbds	was	be	0
defended	defended	vvn	defended	defend	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Priscillianists	Priscillianists	n2	Priscillianists	priscillianist	0
,	,	,	,	,	0
an	an	dt	and	a	0
old	old	j	old	old	0
kinde	kinde	n1	kind	kind	0
of	of	pp-f	of	of	0
Heretikes	Heretikes	n2	Heretics	heretic	0
:	:	:	:	:	0
&	&	cc	&	and	0
the	the	dt	the	the	0
latter	latter	d	latter	latter	0
is	is	vbz	is	be	0
now	now	av	now	now	0
defended	defended	vvn	defended	defend	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Romanists	Romanists	np1	Romanists	Romanists	0
,	,	,	,	,	0
