Mr.	Mr.	n1	Mr.	mr.	0
Sheriff	Sheriff	n1	Sheriff	sheriff	0
,	,	,	,	,	0
WHen	WHen	c-crq	WHen	when	0
you	you	pn22	you	you	0
first	first	ord	first	first	0
engaged	engaged	vvd	engaged	engage	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
preach	preach	vvi	preach	preach	0
the	the	dt	the	the	0
Assize-Sermon	Assize-Sermon	n1	Assize-Sermon	assize-sermon	0
,	,	,	,	,	0
I	I	pns11	I	i	0
little	little	av-j	little	little	0
thought	thought	vvd	thought	think	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
Pulpit-work	Pulpit-work	n1	Pulpit-work	pulpit-work	0
was	was	vbds	was	be	0
done	done	vdn	done	do	0
,	,	,	,	,	0
my	my	po11	my	my	0
Notes	Notes	n2	Notes	note	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
gone	gone	vvn	gone	go	0
quietly	quietly	av-jn	quietly	quiet	0
to	to	pc-acp	to	to	0
sleep	sleep	vvi	sleep	sleep	0
among	among	p-acp	among	among	0
their	their	po32	their	their	0
Fellows	Fellows	n2	Fellows	fellow	0
.	.	.	.	.	1
I	I	pns11	I	i	0
never	never	av-x	never	never	0
dreamt	dreamt	vvd	dreamed	dream	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Lord	Lord	n1	Lord	lord	0
the	the	dt	the	the	0
Judge	Judge	n1	Judge	judge	0
his	his	po31	his	his	0
Invitation	Invitation	n1	Invitation	invitation	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
your	your	po22	your	your	0
Injunction	Injunction	n1	Injunction	injunction	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
the	the	dt	the	the	0
Desires	Desires	n2	Desires	desire	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
them	them	pno32	them	they	0
made	made	vvd	made	make	0
Publique	Publique	j	Public	public	0
,	,	,	,	,	0
i	i	uh	i	i	0
.	.	.	.	.	1
e	e	sy	e	e	0
.	.	.	.	.	0
to	to	pc-acp	to	to	0
expose	expose	vvi	expose	expose	0
both	both	d	both	both	0
my	my	po11	my	my	0
self	self	n1	self	self	0
and	and	cc	and	and	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
Censure	Censure	n1	Censure	censure	0
.	.	.	.	.	1
Nor	Nor	ccx	Nor	nor	0
am	am	vbm	am	be	0
I	I	pns11	I	i	0
ig	ig	vvb	ig	ig	0
∣	∣	sy	∣	∣	0
norant	norant	j	norant	norant	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
disadvantages	disadvantages	n2	disadvantages	disadvantage	0
that	that	cst	that	that	0
a	a	dt	a	a	0
plain	plain	j	plain	plain	0
Sermon	Sermon	n1	Sermon	sermon	0
receives	receives	vvz	receives	receive	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Press	Press	n1	Press	press	0
.	.	.	.	.	1
There's	There's	pc-acp|vbz	There's	there|be	0
many	many	d	many	many	0
an	an	dt	and	a	0
ordinary	ordinary	j	ordinary	ordinary	0
Face	Face	n1	Face	face	0
,	,	,	,	,	0
that	that	cst	that	that	0
at	at	p-acp	at	at	0
a	a	dt	a	a	0
glance	glance	n1	glance	glance	0
appears	appears	vvz	appears	appear	0
lovely	lovely	j	lovely	lovely	0
,	,	,	,	,	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
some	some	d	some	some	0
∣	∣	sy	∣	∣	0
thing	thing	n1	thing	thing	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
that	that	cst	that	that	0
pleases	pleases	vvz	pleases	please	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
when	when	c-crq	when	when	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
gazed	gazed	vvn	gazed	gaze	0
upon	upon	p-acp	upon	upon	0
,	,	,	,	,	0
and	and	cc	and	and	0
exactly	exactly	av-j	exactly	exact	0
pryed	pryed	vvd	pried	pry	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
to	to	a-acp	to	to	0
,	,	,	,	,	0
discovers	discovers	vvz	discovers	discover	0
its	its	po31	its	its	0
own	own	d	own	own	0
disproportions	disproportions	n2	disproportions	disproportion	0
:	:	:	:	:	0
So	So	av	So	so	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
with	with	p-acp	with	with	0
many	many	d	many	many	0
Printed	Printed	j-vvn	Printed	print	0
Sermons	Sermons	n2	Sermons	sermon	0
;	;	;	;	;	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
please	please	vvi	please	please	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Pulpit	Pulpit	n1	Pulpit	pulpit	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
are	are	vbr	are	be	0
more	more	dc	more	more	0
