MADAM	MADAM	n1	MADAM	madam	0
,	,	,	,	,	0
BY	BY	p-acp	BY	by	0
the	the	dt	the	the	0
Divine	Divine	j-jn	Divine	divine	0
Providence	Providence	n1	Providence	providence	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
disposes	disposes	vvz	disposes	dispose	0
all	all	d	all	all	0
things	things	n2	things	thing	0
wise	wise	n1	wise	wise	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
and	and	cc	and	and	0
charitably	charitably	av-j	charitably	charitable	0
,	,	,	,	,	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
affections	affections	n2	affections	affection	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
No	No	dx	No	no	0
∣	∣	sy	∣	∣	0
blest	blest	j-vvn	blessed	bless	0
Lord	Lord	n1	Lord	lord	0
Successor	Successor	n1	Successor	successor	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
very	very	j	very	very	0
dear	dear	j-jn	dear	dear	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
Excellent	Excellent	j	Excellent	excellent	0
person	person	n1	person	person	0
,	,	,	,	,	0
&	&	cc	&	and	0
designed	designed	vvd	designed	design	0
to	to	pc-acp	to	to	0
fill	fill	vvi	fill	fill	0
up	up	a-acp	up	up	0
those	those	d	those	those	0
offices	offices	n2	offices	office	0
of	of	pp-f	of	of	0
Piety	Piety	n1	Piety	piety	0
to	to	p-acp	to	to	0
her	her	po31	her	her	0
dear	dear	j-jn	dear	dear	0
pledges	pledges	n2	pledges	pledge	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
hast	hast	n1	haste	haste	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
made	made	vvd	made	make	0
to	to	pc-acp	to	to	0
glorify	glorify	vvi	glorify	glorify	0
and	and	cc	and	and	0
secure	secure	vvi	secure	secure	0
her	her	pno31	her	she	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
permit	permit	vvi	permit	permit	0
her	her	pno31	her	she	0
to	to	pc-acp	to	to	0
finish	finish	vvi	finish	finish	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
much	much	d	much	much	0
ado	ado	n1	ado	ado	0
to	to	pc-acp	to	to	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
frain	frain	vvb	frain	frain	0
from	from	p-acp	from	from	0
telling	telling	vvg	telling	tell	0
great	great	j	great	great	0
stories	stories	n2	stories	story	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
Wisdom	Wisdom	n1	Wisdom	wisdom	0
,	,	,	,	,	0
Piety	Piety	n1	Piety	piety	0
,	,	,	,	,	0
Judgment	Judgment	n1	Judgement	judgement	0
,	,	,	,	,	0
Sweet	Sweet	j	Sweet	sweet	0
∣	∣	sy	∣	∣	0
ness	ness	n1	ness	ness	0
,	,	,	,	,	0
and	and	cc	and	and	0
Religion	Religion	n1	Religion	religion	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
would	would	vmd	would	will	0
renew	renew	vvi	renew	renew	0
the	the	dt	the	the	0
wound	wound	n1	wound	wound	0
,	,	,	,	,	0
and	and	cc	and	and	0
make	make	vvb	make	make	0
our	our	po12	our	our	0
sins	sins	n2	sins	sin	0
bleed	bleed	vvi	bleed	bleed	0
afresh	afresh	av	afresh	afresh	0
at	at	p-acp	at	at	0
