IF	IF	cs	IF	if	0
our	our	po12	our	our	0
Souls	Souls	n2	Souls	soul	0
were	were	vbdr	were	be	0
but	but	cc-acp	but	but	0
affected	affected	vvd	affected	affect	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
sad	sad	j	sad	sad	0
and	and	cc	and	and	0
deplorable	deplorable	j	deplorable	deplorable	0
condition	condition	n1	condition	condition	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Churches	Churches	n2	Churches	church	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
rea	rea	fw-la	rea	rea	0
∣	∣	sy	∣	∣	0
son	son	n1	son	son	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
great	great	j	great	great	0
divisions	divisions	n2	divisions	division	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
among	among	p-acp	among	among	0
them	them	pno32	them	they	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
advan	advan	n1	advan	advan	0
∣	∣	sy	∣	∣	0
cing	cing	j	cing	cing	0
of	of	pp-f	of	of	0
every	every	d	every	every	0
novel	novel	j	novel	novel	0
opinion	opinion	n1	opinion	opinion	0
,	,	,	,	,	0
we	we	pns12	we	we	0
should	should	vmd	should	shall	0
take	take	vvi	take	take	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
wish	wish	n1	wish	wish	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Prophet	Prophet	n1	Prophet	prophet	0
,	,	,	,	,	0
and	and	cc	and	and	0
say	say	vvi	say	say	0
,	,	,	,	,	0
Oh	Oh	uh	O	oh	0
that	that	cst	that	that	0
our	our	po12	our	our	0
head	head	n1	head	head	0
were	were	vbdr	were	be	0
waters	waters	n2	waters	water	0
,	,	,	,	,	0
and	and	cc	and	and	0
our	our	po12	our	our	0
eyes	eyes	n2	eyes	eye	0
a	a	dt	a	a	0
foun	foun	n1	foum	foum	0
∣	∣	sy	∣	∣	0
tain	tain	n1	tain	tain	0
of	of	pp-f	of	of	0
tears	tears	n2	tears	tear	0
!	!	!	!	!	0
especially	especially	av-j	especially	especial	0
