Much	Much	av-d	Much	much	0
Honoured	Honoured	vvn	Honoured	honour	0
and	and	cc	and	and	0
Worthy	Worthy	j	Worthy	worthy	0
SIR	SIR	n1	SIR	sir	0
,	,	,	,	,	0
THese	THese	d	THese	these	0
two	two	crd	two	two	0
short	short	j	short	short	0
Treatises	Treatises	n2	Treatises	treatise	0
must	must	vmb	must	must	0
either	either	av-d	either	either	0
have	have	vhb	have	have	0
come	come	vvn	come	come	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
World	World	n1	World	world	0
without	without	p-acp	without	without	0
a	a	dt	a	a	0
Patron	Patron	n1	Patron	patron	0
;	;	;	;	;	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
at	at	p-acp	at	at	0
first	first	ord	first	first	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
)	)	)	)	)	0
or	or	cc	or	or	0
must	must	vmb	must	must	0
shelter	shelter	vvi	shelter	shelter	0
themselves	themselves	px32	themselves	themselves	0
under	under	p-acp	under	under	0
your	your	po22	your	your	0
Patronage	Patronage	n1	Patronage	patronage	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
upon	upon	p-acp	upon	upon	0
second	second	ord	second	second	0
thoughts	thoughts	n2	thoughts	thought	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
presumed	presumed	vvn	presumed	presume	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
this	this	d	this	this	0
Cause	Cause	n1	Cause	cause	0
:	:	:	:	:	0
In	In	p-acp	In	in	0
the	the	dt	the	the	0
Dedication	Dedication	n1	Dedication	dedication	0
of	of	pp-f	of	of	0
Books	Books	n2	Books	book	0
Authors	Authors	n2	Authors	author	0
usual	usual	j	usual	usual	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
aim	aim	n1	aim	aim	0
at	at	p-acp	at	at	0
such	such	d	such	such	0
Mecaenas's	Mecaenas's	npg1	Mecaenas's	mecaenas	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
either	either	av-d	either	either	0
