MOST	MOST	av-ds	MOST	most	0
remarkable	remarkable	j	remarkable	remarkable	0
and	and	cc	and	and	0
learned	learned	j	learned	learned	0
Academi	Academi	np1	Academi	Academi	0
∣	∣	sy	∣	∣	0
ans	ans	fw-fr	ans	ans	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
whose	whose	rg-crq	whose	who	0
due	due	j-jn	due	due	0
prayses	prayses	n2	praises	praise	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
willingly	willingly	av-j	willingly	willing	0
here	here	av	here	here	0
insist	insist	vvi	insist	insist	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
loath	loath	vvb	loath	loathe	0
all	all	d	all	all	0
show	show	n1	show	show	0
of	of	pp-f	of	of	0
oylye	oylye	j	oily	oily	0
assentation	assentation	n1	assentation	assentation	0
.	.	.	.	.	1
You	You	pn22	You	you	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
here	here	av	here	here	0
aduertized	aduertized	vvn	advertized	advertize	0
,	,	,	,	,	0
touching	touching	vvg	touching	touch	0
the	the	dt	the	the	0
ensuing	ensuing	j-vvg	ensuing	ensue	0
Treatises	Treatises	n2	Treatises	treatise	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
made	made	vvn	made	make	0
choice	choice	n1	choice	choice	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
them	them	pno32	them	they	0
downe	downe	p-acp	down	down	0
rather	rather	av-c	rather	rather	0
in	in	p-acp	in	in	0
method	method	n1	method	method	0
of	of	pp-f	of	of	0
Dialogues	Dialogues	n2	Dialogues	dialogue	0
,	,	,	,	,	0
then	then	av	then	then	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
forme	forme	n1	form	form	0
of	of	pp-f	of	of	0
style	style	n1	style	style	0
:	:	:	:	:	0
Because	Because	c-acp	Because	because	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
ony	ony	av-j	only	only	0
delicate	delicate	j	delicate	delicate	0
&	&	cc	&	and	0
fastidious	fastidious	j	fastidious	fastidious	0
age	age	n1	age	age	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
quickly	quickly	av-j	quickly	quick	0
cloyed	cloyed	vvn	cloyed	cloy	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
not	not	xx	not	not	0
accompanyed	accompanyed	vvd	accompanied	accompany	0
with	with	p-acp	with	with	0
Variety	Variety	n1	Variety	variety	0
)	)	)	)	)	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
obserued	obserued	vvn	observed	observe	0
,	,	,	,	,	0
that	that	cst	that	that	0
interlocutory	interlocutory	j-jn	interlocutory	interlocutory	0
Periods	Periods	n2	Periods	period	0
,	,	,	,	,	0
and	and	cc	and	and	0
vicissitude	vicissitude	n1	vicissitude	vicissitude	0
or	or	cc	or	or	0
alternation	alternation	n1	alternation	alternation	0
of	of	pp-f	of	of	0
turnes	turnes	n2	turns	turn	0
in	in	p-acp	in	in	0
speech	speech	n1	speech	speech	0
,	,	,	,	,	0
are	are	vbr	are	be	0
more	more	av-dc	more	more	0
gratefull	gratefull	j	grateful	grateful	0
and	and	cc	and	and	0
pleasing	pleasing	j-vvg	pleasing	please	0
,	,	,	,	,	0
then	then	cs	then	than	0
any	any	d	any	any	0
long	long	j	long	long	0
,	,	,	,	,	0
wearisome	wearisome	j	wearisome	wearisome	0
,	,	,	,	,	0
continued	continued	vvd	continued	continue	0
,	,	,	,	,	0
and	and	cc	and	and	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
interrupted	interrupted	vvn	interrupted	interrupt	0
discourse	discourse	n1	discourse	discourse	0
.	.	.	.	.	1
Though	Though	cs	Though	though	0
the	the	dt	the	the	0
subiect	subiect	n-jn	subject	subject	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
Treatises	Treatises	n2	Treatises	treatise	0
be	be	vbb	be	be	0
seuerall	seuerall	j	several	several	0
mayne	mayne	n1	main	main	0
points	points	n2	points	point	0
and	and	cc	and	and	0
Controuersies	Controuersies	n2	Controversies	controversy	0
in	in	p-acp	in	in	0
fayth	fayth	n1	faith	faith	0
(	(	(	(	(	0
and	and	cc	and	and	0
consequently	consequently	av-j	consequently	consequent	0
,	,	,	,	,	0
Points	Points	n2	Points	point	0
of	of	pp-f	of	of	0
Religion	Religion	n1	Religion	religion	0
and	and	cc	and	and	0
Diuinity	Diuinity	n1	Divinity	divinity	0
)	)	)	)	)	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
presume	presume	vvb	presume	presume	0
,	,	,	,	,	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
is	is	vbz	is	be	0
eyther	eyther	d	either	either	0
so	so	av	so	so	0
froward	froward	j	froward	froward	0
,	,	,	,	,	0
or	or	cc	or	or	0
so	so	av	so	so	0
ignorant	ignorant	j	ignorant	ignorant	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
depraue	depraue	vvi	deprave	deprave	0
and	and	cc	and	and	0
calumniate	calumniate	vvi	calumniate	calumniate	0
the	the	dt	the	the	0
Methode	Methode	n1	Method	method	0
here	here	av	here	here	0
vsed	vsed	vvn	used	use	0
;	;	;	;	;	0
by	by	p-acp	by	by	0
saying	saying	vvg	saying	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
to	to	p-acp	to	to	0
inuulgar	inuulgar	j	inuulgar	inuulgar	0
the	the	dt	the	the	0
Mysteryes	Mysteryes	n2	Mysteries	mystery	0
of	of	pp-f	of	of	0
sacred	sacred	j	sacred	sacred	0
Di	Di	zz	Di	di	0
∣	∣	sy	∣	∣	0
niuity	niuity	n1	niuity	niuity	0
by	by	p-acp	by	by	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
Poeticall	Poeticall	j	Poetical	poetical	0
fiction	fiction	n1	fiction	fiction	0
of	of	pp-f	of	of	0
Dialogues	Dialogues	n2	Dialogues	dialogue	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
forging	forging	vvg	forging	forge	0
that	that	cst	that	that	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
indeed	indeed	av	indeed	indeed	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
aspersion	aspersion	n1	aspersion	aspersion	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
such	such	d	such	such	0
Critick	Critick	n1	Critic	critic	0
is	is	vbz	is	be	0
easily	easily	av-j	easily	easy	0
wyped	wyped	vvd	wiped	wipe	0
away	away	av	away	away	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
warrantable	warrantable	j	warrantable	warrantable	0
examples	examples	n2	examples	example	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
S.	S.	n1	S.	saint	1
Ie	Ie	fw-fr	Ie	je	0
∣	∣	sy	∣	∣	0
rome	rome	vvi	room	roam	0
,	,	,	,	,	0
Theodoret	Theodoret	np1	Theodoret	Theodoret	0
,	,	,	,	,	0
S.	S.	n1	S.	saint	0
Gregory	Gregory	np1	Gregory	Gregory	0
the	the	dt	the	the	0
Great	Great	j	Great	great	0
,	,	,	,	,	0
and	and	cc	and	and	0
others	others	n2-jn	others	other	0
:	:	:	:	:	0
who	who	r-crq	who	who	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
afrayd	afrayd	j	afraid	afraid	0
to	to	pc-acp	to	to	0
treate	treate	vvi	treat	treat	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
highest	highest	js	highest	high	0
matters	matters	n2	matters	matter	0
of	of	pp-f	of	of	0
fayth	fayth	n1	faith	faith	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
forme	forme	n1	form	form	0
of	of	pp-f	of	of	0
Dialogues	Dialogues	n2	Dialogues	dialogue	0
.	.	.	.	.	1
Againe	Againe	av	Again	again	0
,	,	,	,	,	0
such	such	d	such	such	0
an	an	dt	and	a	0
inconsiderate	inconsiderate	j	inconsiderate	inconsiderate	0
assertion	assertion	n1	assertion	assertion	0
must	must	vmb	must	must	0
needs	needs	av	needs	needs	0
condemne	condemne	vvi	condemn	condemn	0
Poetry	Poetry	n1	Poetry	poetry	0
in	in	p-acp	in	in	0
generall	generall	n1	general	general	0
(	(	(	(	(	0
seeing	seeing	vvg	seeing	see	0
Dialogues	Dialogues	n2	Dialogues	dialogue	0
are	are	vbr	are	be	0
a	a	dt	a	a	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
Poe	Poe	np1	Poe	Poe	0
∣	∣	sy	∣	∣	0
try	try	vvb	try	try	0
)	)	)	)	)	0
which	which	r-crq	which	which	0
how	how	c-crq	how	how	0
great	great	j	great	great	0
an	an	dt	and	a	0
errour	errour	n1	error	error	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
might	might	vmd	might	may	0
easily	easily	av-j	easily	easy	0
appeare	appeare	vvi	appear	appear	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
Poëtry	Poëtry	n1	Poëtry	poëtry	0
is	is	vbz	is	be	0
masked	masked	vvn	masked	mask	0
Philosophy	Philosophy	n1	Philosophy	philosophy	0
;	;	;	;	;	0
Philosophy	Philosophy	n1	Philosophy	philosophy	0
Natures	Natures	n2	Nature's	nature	0
true	true	j	true	true	0
History	History	n1	History	history	0
;	;	;	;	;	0
Nature	Nature	n1	Nature	nature	0
Gods	Gods	npg1	Gods	God	0
seruiceable	seruiceable	j	serviceable	serviceable	0
Agent	Agent	n1	Agent	agent	0
or	or	cc	or	or	0
Handmayd	Handmayd	n1	Handmaid	handmaid	0
.	.	.	.	.	1
Be	Be	vbb	Be	be	0
∣	∣	sy	∣	∣	0
sids	sids	n2	sides	side	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
of	of	pp-f	of	of	0
iudgment	iudgment	n1	judgement	judgement	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Body	Body	n1	Body	body	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
long	long	j	long	long	0
Discourse	Discourse	n1	Discourse	discourse	0
(	(	(	(	(	0
like	like	av-j	like	like	0
an	an	dt	and	a	0
vnformed	vnformed	j	unformed	unformed	0
Chäos	Chäos	np1	Chäos	Chäos	0
)	)	)	)	)	0
is	is	vbz	is	be	0
best	best	js	best	best	0
brought	brought	vvn	brought	bring	0
into	into	p-acp	into	into	0
an	an	dt	and	a	0
Orbe	Orbe	n1	Orb	orb	0
of	of	pp-f	of	of	0
forme	forme	n1	form	form	0
and	and	cc	and	and	0
Order	Order	n1	Order	order	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
help	help	n1	help	help	0
of	of	pp-f	of	of	0
interlocutions	interlocutions	n2	interlocutions	interlocution	0
.	.	.	.	.	1
And	And	cc	And	and	0
lastly	lastly	ord	lastly	last	0
,	,	,	,	,	0
admit	admit	vvb	admit	admit	0
this	this	d	this	this	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
Wryting	Wryting	vvg	Writing	write	0
were	were	vbdr	were	be	0
