THese	THese	d	THese	these	0
Lynes	Lynes	n2	Lines	line	0
,	,	,	,	,	0
good	good	j	good	good	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
I	I	pns11	I	i	0
present	present	vvb	present	present	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
Is	Is	vbz	Is	be	0
a	a	dt	a	a	0
Genealogy	Genealogy	n1	Genealogy	genealogy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
old	old	j	old	old	0
Family	Family	n1	Family	family	0
of	of	pp-f	of	of	0
Sinton	Sinton	np1	Sinton	Sinton	0
,	,	,	,	,	0
Which	Which	r-crq	Which	which	0
your	your	po22	your	your	0
self	self	n1	self	self	0
doth	doth	vdz	does	do	0
represent	represent	vvi	represent	represent	0
,	,	,	,	,	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
,	,	,	,	,	0
Except	Except	c-acp	Except	except	0
your	your	po22	your	your	0
Nephew	Nephew	n1	Nephew	nephew	0
the	the	dt	the	the	0
Laird	Laird	np1	Laird	Laird	0
of	of	pp-f	of	of	0
Bonraw	Bonraw	np1	Bonraw	Bonraw	0
,	,	,	,	,	0
It	It	pn31	It	it	0
is	is	vbz	is	be	0
four	four	crd	four	four	0
hundred	hundred	crd	hundred	hundred	0
Winters	Winters	n2	Winter's	winter	0
past	past	vvn	passed	pass	0
in	in	p-acp	in	in	0
order	order	n1	order	order	0
,	,	,	,	,	0
Since	Since	c-acp	Since	since	0
that	that	cst	that	that	0
Buckcleugh	Buckcleugh	np1	Buckcleugh	Buckcleugh	0
was	was	vbds	was	be	0
Warden	Warden	n1	Warden	warden	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Border	Border	n1	Border	border	0
,	,	,	,	,	0
A	A	dt	A	a	0
Son	Son	n1	Son	son	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
same	same	d	same	same	0
tide	tide	n1	tide	tide	0
,	,	,	,	,	0
Which	Which	r-crq	Which	which	0
was	was	vbds	was	be	0
so	so	av	so	so	0
lame	lame	j	lame	lame	0
could	could	vmd	could	can	0
neither	neither	d	neither	neither	0
run	run	vvi	run	run	0
nor	nor	ccx	nor	nor	0
ryde	ryde	vvi	ride	ride	0
,	,	,	,	,	0
The	The	dt	The	the	0
Laird	Laird	np1	Laird	Laird	0
wist	wist	vvd	wist	wit	0
not	not	xx	not	not	0
what	what	r-crq	what	what	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
,	,	,	,	,	0
For	For	c-acp	For	for	0
Border	Border	n1	Border	border	0
service	service	n1	service	service	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
sit	sit	j	fit	fit	0
for	for	p-acp	for	for	0
none	none	pix	none	none	0
,	,	,	,	,	0
At	At	p-acp	At	at	0
his	his	po31	his	his	0
place	place	n1	place	place	0
cal'd	cal'd	vvn	called	call	0
Scotstoun	Scotstoun	np1	Scotstoun	Scotstoun	0
,	,	,	,	,	0
He	He	pns31	He	he	0
did	did	vdd	did	do	0
there	there	a-acp	there	there	0
remain	remain	vvi	remain	remain	0
,	,	,	,	,	0
Four	Four	crd	Four	four	0
Ages	Ages	n2	Ages	age	0
,	,	,	,	,	0
or	or	cc	or	or	0
he	he	pns31	he	he	0
went	went	vvd	went	go	0
to	to	p-acp	to	to	0
Mordistoun	Mordistoun	np1	Mordistoun	Mordistoun	0
,	,	,	,	,	0
And	And	cc	And	and	0
since	since	c-acp	since	since	0
he	he	pns31	he	he	0
went	went	vvd	went	go	0
,	,	,	,	,	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
make	make	vvi	make	make	0
appear	appear	vvi	appear	appear	0
,	,	,	,	,	0
It	It	pn31	It	it	0
is	is	vbz	is	be	0
more	more	av-dc	more	more	0
nor	nor	cc	nor	nor	0
three	three	crd	three	three	0
hundred	hundred	crd	hundred	hundred	0
year	year	n1	year	year	0
,	,	,	,	,	0
Iohn	Iohn	np1	Iohn	John	0
his	his	po31	his	his	0
Lam'd	Lam'd	np1	Lam'd	Lam'd	0
Son	Son	n1	Son	son	0
,	,	,	,	,	0
If	If	cs	If	if	0
my	my	po11	my	my	0
Author	Author	n1	Author	author	0
speak	speak	vvi	speak	speak	0
true	true	j	true	true	0
,	,	,	,	,	0
He	He	pns31	He	he	0
sent	sent	vvd	sent	send	0
him	him	pno31	him	he	0
to	to	p-acp	to	to	0
St.	St.	n1	St.	saint	1
Mungos	Mungos	np1	Mungos	Mungos	0
in	in	p-acp	in	in	0
Glasgow	Glasgow	np1	Glasgow	Glasgow	0
,	,	,	,	,	0
Where	Where	c-crq	Where	where	0
he	he	pns31	he	he	0
remain'd	remain'd	vvd	remained	remain	0
a	a	dt	a	a	0
Scholars	Scholars	ng1	Scholars	scholar	0
time	time	n1	time	time	0
,	,	,	,	,	0
Then	Then	av	Then	then	0
married	married	vvn	married	marry	0
a	a	dt	a	a	0
Wife	Wife	n1	Wife	wife	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
Aud	Aud	cc	And	and	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
them	them	pno32	them	they	0
two	two	crd	two	two	0
was	was	vbds	was	be	0
procreat	procreat	vvb	procreate	procreate	0
,	,	,	,	,	0
Both	Both	d	Both	both	0
Sons	Sons	n2	Sons	son	0
and	and	cc	and	and	0
Daughters	Daughters	n2	Daughters	daughter	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Name	Name	n1	Name	name	0
of	of	pp-f	of	of	0
Scot	Scot	n1	Scot	scot	0
;	;	;	;	;	0
What	What	q-crq	What	what	0
time	time	n1	time	time	0
his	his	po31	his	his	0
Posterity	Posterity	n1	Posterity	posterity	0
did	did	vdd	did	do	0
there	there	a-acp	there	there	0
remain	remain	vvi	remain	remain	0
,	,	,	,	,	0
My	My	po11	My	my	0
Author	Author	n1	Author	author	0
sayes	sayes	vvz	says	say	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
third	third	ord	third	three	0
Generation	Generation	n1	Generation	generation	0
,	,	,	,	,	0
Yet	Yet	av	Yet	yet	0
from	from	p-acp	from	from	0
that	that	d	that	that	0
Stock	Stock	n1	Stock	stock	0
there	there	a-acp	there	there	0
sprung	sprung	vvd	sprung	spring	0
a	a	dt	a	a	0
man	man	n1	man	man	0
,	,	,	,	,	0
That	That	cst	That	that	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
Arch-bishops	Arch-bishops	n2	Archbishop's	archbishop	0
Chamberlain	Chamberlain	n1	Chamberlain	chamberlain	0
,	,	,	,	,	0
A	A	dt	A	a	0
quick	quick	j	quick	quick	0
Mettel'd	Mettel'd	j-vvn	Mettled	mettle	0
little	little	j	little	little	0
Man	Man	n1	Man	man	0
,	,	,	,	,	0
For	For	p-acp	For	for	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
cal'd	cal'd	vvd	called	call	0
him	him	pno31	him	he	0
Wat	Wat	r-crq	What	what	0
the	the	dt	the	the	0
Ratten	Ratten	np1	Ratten	Ratten	0
,	,	,	,	,	0
This	This	d	This	this	0
worthy	worthy	j	worthy	worthy	0
Ratten	Ratten	np1	Ratten	Ratten	0
did	did	vdd	did	do	0
begin	begin	vvi	begin	begin	0
,	,	,	,	,	0
When	When	c-crq	When	when	0
Robert	Robert	np1	Robert	Robert	0
cal'd	cal'd	vvd	called	call	0
Fern-year	Fern-year	n1	Fern-year	fern-year	0
was	was	vbds	was	be	0
Scotlands	Scotlands	npg1	Scotlands	Scotland	0
King	King	n1	King	king	0
.	.	.	.	.	1
The	The	dt	The	the	0
Bishop	Bishop	n1	Bishop	bishop	0
lov'd	lov'd	vvd	loved	love	0
Wat	Wat	np1	Wat	Wat	0
well	well	av	well	well	0
enough	enough	av-d	enough	enough	0
,	,	,	,	,	0
And	And	cc	And	and	0
recommended	recommended	vvd	recommended	recommend	0
him	him	pno31	him	he	0
to	to	p-acp	to	to	0
Buckcleugh	Buckcleugh	np1	Buckcleugh	Buckcleugh	0
,	,	,	,	,	0
His	His	po31	His	his	0
Chamberlain	Chamberlain	n1	Chamberlain	chamberlain	0
he	he	pns31	he	he	0
did	did	vdd	did	do	0
continue	continue	vvi	continue	continue	0
still	still	av	still	still	0
,	,	,	,	,	0
And	And	cc	And	and	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Burn-foot	Burn-foot	n1	Burn-foot	burn-foot	0
in	in	p-acp	in	in	0
Aill	Aill	n1	Aill	aill	0
,	,	,	,	,	0
He	He	pns31	He	he	0
built	built	vvd	built	build	0
both	both	d	both	both	0
Kill	Kill	vvi	Kill	kill	0
and	and	cc	and	and	0
Mill	Mill	n1	Mill	mill	0
,	,	,	,	,	0
Then	Then	av	Then	then	0
down	down	a-acp	down	down	0
the	the	dt	the	the	0
Water	Water	n1	Water	water	0
he	he	pns31	he	he	0
sought	sought	vvd	sought	seek	0
with	with	p-acp	with	with	0
speed	speed	n1	speed	speed	0
,	,	,	,	,	0
And	And	cc	And	and	0
married	married	vvd	married	marry	0
Head-shaws	Head-shaws	j	Head-shaws	head-shaws	0
Daughter	Daughter	n1	Daughter	daughter	0
,	,	,	,	,	0
Her	Her	po31	Her	her	0
Name	Name	n1	Name	name	0
was	was	vbds	was	be	0
ShortReid	ShortReid	vvn	ShortReid	shortreid	0
,	,	,	,	,	0
And	And	cc	And	and	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
them	them	pno32	them	they	0
two	two	crd	two	two	0
was	was	vbds	was	be	0
procreat	procreat	vvb	procreate	procreate	0
,	,	,	,	,	0
Head-shaw	Head-shaw	j	Headshaw	headshaw	0
,	,	,	,	,	0
Askirk	Askirk	np1	Askirk	Askirk	0
,	,	,	,	,	0
Sinton	Sinton	np1	Sinton	Sinton	0
,	,	,	,	,	0
and	and	cc	and	and	0
Glack	Glack	np1	Glack	Glack	0
,	,	,	,	,	0
George	George	np1	George	George	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
first	first	ord	first	first	0
did	did	vdd	did	do	0
Sintons	Sintons	npg1	Sintons	sintons	0
sweet	sweet	j	sweet	sweet	0
Knows	Knows	vvz	Knows	know	0
Flock	Flock	vvb	Flock	flock	0
,	,	,	,	,	0
He	He	pns31	He	he	0
married	married	vvd	married	marry	0
Turnbuls	Turnbuls	n2	Turnbuls	turnbul	0
daughter	daughter	n1	daughter	daughter	0
,	,	,	,	,	0
The	The	dt	The	the	0
Knight	Knight	n1	Knight	knight	0
of	of	pp-f	of	of	0
Falshope	Falshope	np1	Falshope	Falshope	0
,	,	,	,	,	0
Walter	Walter	np1	Walter	Walter	0
his	his	po31	his	his	0
Son	Son	n1	Son	son	0
was	was	vbds	was	be	0
cal'd	cal'd	vvn	called	call	0
a	a	dt	a	a	0
pretty	pretty	j	pretty	pretty	0
man	man	n1	man	man	0
,	,	,	,	,	0
He	He	pns31	He	he	0
married	married	vvd	married	marry	0
with	with	p-acp	with	with	0
Scot	Scot	np1	Scot	Scot	0
the	the	dt	the	the	0
Laird	Laird	np1	Laird	Laird	0
of	of	pp-f	of	of	0
Hassindean	Hassindean	np1	Hassindean	Hassindean	0
,	,	,	,	,	0
Iohn	Iohn	np1	Iohn	John	0
,	,	,	,	,	0
Walters	Walters	np1	Walters	Walters	0
Son	Son	n1	Son	son	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
heard	heard	vvn	herd	hear	0
relation	relation	n1	relation	relation	0
,	,	,	,	,	0
Married	Married	vvd	Married	marry	0
the	the	dt	the	the	0
Laird	Laird	np1	Laird	Laird	0
of	of	pp-f	of	of	0
Riddels	Riddels	n2	Riddels	riddle	0
Daughter	Daughter	n1	Daughter	daughter	0
,	,	,	,	,	0
And	And	cc	And	and	0
died	died	vvd	died	die	0
without	without	p-acp	without	without	0
Succession	Succession	n1	Succession	succession	0
;	;	;	;	;	0
Walter	Walter	np1	Walter	Walter	0
succeeded	succeeded	vvd	succeeded	succeed	0
his	his	po31	his	his	0
Brother	Brother	n1	Brother	brother	0
Iohn	Iohn	np1	Iohn	John	0
,	,	,	,	,	0
And	And	cc	And	and	0
married	married	vvd	married	marry	0
a	a	dt	a	a	0
Daughter	Daughter	n1	Daughter	daughter	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Laird	Laird	np1	Laird	Laird	0
Iohnston	Iohnston	np1	Iohnston	Iohnston	0
,	,	,	,	,	0
Then	Then	cs	Then	than	0
George	George	np1	George	George	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
Walter's	Walter's	npg1	Walter's	Walter	0
Son	Son	n1	Son	son	0
,	,	,	,	,	0
He	He	pns31	He	he	0
married	married	vvd	married	marry	0
Scot	Scot	np1	Scot	Scot	0
daughter	daughter	n1	daughter	daughter	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Laird	Laird	np1	Laird	Laird	0
of	of	pp-f	of	of	0
Roberton	Roberton	np1	Roberton	Roberton	0
,	,	,	,	,	0
This	This	d	This	this	0
George	George	np1	George	George	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
very	very	j	very	very	0
Man	Man	n1	Man	man	0
,	,	,	,	,	0
That	That	cst	That	that	0
was	was	vbds	was	be	0
Father	Father	n1	Father	father	0
to	to	p-acp	to	to	0
Sinton	Sinton	np1	Sinton	Sinton	0
,	,	,	,	,	0
White-slade	White-slade	j	White-slade	white-slade	0
and	and	cc	and	and	0
Hardin	Hardin	np1	Hardin	Hardin	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
Walter	Walter	np1	Walter	Walter	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
George's	George's	npg1	George's	George	0
Son	Son	n1	Son	son	0
,	,	,	,	,	0
The	The	dt	The	the	0
elder	elder	jc-jn	elder	elder	0
brother	brother	n1	brother	brother	0
of	of	pp-f	of	of	0
William	William	np1	William	William	0
of	of	pp-f	of	of	0
Hardin	Hardin	np1	Hardin	Hardin	0
,	,	,	,	,	0
This	This	d	This	this	0
Walter	Walter	np1	Walter	Walter	0
Scot	Scot	np1	Scot	Scot	0
ye's	ye's	vvz	ye's	ye'	0
understand	understand	vvb	understand	understand	0
,	,	,	,	,	0
He	He	pns31	He	he	0
married	married	vvd	married	marry	0
Cockburn	Cockburn	np1	Cockburn	Cockburn	0
a	a	dt	a	a	0
Daughter	Daughter	n1	Daughter	daughter	0
of	of	pp-f	of	of	0
Henderland	Henderland	np1	Henderland	Henderland	0
,	,	,	,	,	0
And	And	cc	And	and	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
them	them	pno32	them	they	0
they	they	pns32	they	they	0
got	got	vvd	god	get	0
one	one	crd	one	one	0
only	only	j	only	only	0
Son	Son	n1	Son	son	0
,	,	,	,	,	0
The	The	dt	The	the	0
Lady	Lady	n1	Lady	lady	0
died	died	vvd	died	die	0
when	when	c-crq	when	when	0
she	she	pns31	she	she	0
was	was	vbds	was	be	0
young	young	j	young	young	0
,	,	,	,	,	0
Their	Their	po32	Their	their	0
Son	Son	n1	Son	son	0
Walter	Walter	np1	Walter	Walter	0
did	did	vdd	did	do	0
to	to	p-acp	to	to	0
Riddel	Riddel	np1	Riddel	Riddel	0
ride	ride	vvb	ride	ride	0
,	,	,	,	,	0
And	And	cc	And	and	0
took	took	vvd	took	take	0
the	the	dt	the	the	0
Lairds	Lairds	np1	Lairds	Lairds	0
Daughter	Daughter	n1	Daughter	daughter	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Bride	Bride	n1	Bride	bride	0
,	,	,	,	,	0
His	His	po31	His	his	0
Father	Father	n1	Father	father	0
Walter	Walter	np1	Walter	Walter	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
an	an	dt	and	a	0
old	old	j	old	old	0
man	man	n1	man	man	0
,	,	,	,	,	0
He	He	pns31	He	he	0
married	married	vvd	married	marry	0
another	another	j-jn	another	another	0
Daughter	Daughter	n1	Daughter	daughter	0
of	of	pp-f	of	of	0
Riddels	Riddels	n2	Riddels	riddle	0
then	then	av	then	then	0
,	,	,	,	,	0
And	And	cc	And	and	0
left	left	vvd	left	leave	0
Sinton	Sinton	np1	Sinton	Sinton	0
unto	unto	p-acp	unto	unto	0
his	his	po31	his	his	0
Son	Son	n1	Son	son	0
,	,	,	,	,	0
And	And	cc	And	and	0
then	then	av	then	then	0
in	in	p-acp	in	in	0
White-slade	White-slade	j	White-slade	white-slade	0
he	he	pns31	he	he	0
sat	sat	vvd	sat	sit	0
down	down	a-acp	down	down	0
,	,	,	,	,	0
Betwixt	Betwixt	p-acp	Betwixt	betwixt	0
him	him	pno31	him	he	0
and	and	cc	and	and	0
Margaret	Margaret	np1	Margaret	Margaret	0
Riddel	Riddel	np1	Riddel	Riddel	0
was	was	vbds	was	be	0
procreat	procreat	vvb	procreate	procreate	0
,	,	,	,	,	0
Twelve	Twelve	crd	Twelve	twelve	0
Bairns	Bairns	np1	Bairns	Bairns	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
all	all	d	all	all	0
married	married	vvn	married	marry	0
,	,	,	,	,	0
Robert	Robert	np1	Robert	Robert	0
of	of	pp-f	of	of	0
Whit-slade	Whit-slade	j	Whitslade	whitslade	0
was	was	vbds	was	be	0
their	their	po32	their	their	0
first	first	ord	first	first	0
Son	Son	n1	Son	son	0
,	,	,	,	,	0
And	And	cc	And	and	0
William	William	np1	William	William	0
of	of	pp-f	of	of	0
Huntly	Huntly	np1	Huntly	Huntly	0
was	was	vbds	was	be	0
his	his	po31	his	his	0
Brother-German	Brother-German	j	Brother-German	brother-german	0
,	,	,	,	,	0
Iames	Iames	np1	Iames	Iames	0
of	of	pp-f	of	of	0
Satchels	Satchels	n2	Satchels	satchel	0
he	he	pns31	he	he	0
