May	May	vmb	May	may	0
it	it	pn31	it	it	0
please	please	vvi	please	please	0
your	your	po22	your	your	0
Ladiships	Ladiships	n2	Ladyships	ladyship	0
,	,	,	,	,	0
BEing	BEing	vbg	BEing	be	0
pressed	pressed	vvn	pressed	press	0
in	in	p-acp	in	in	0
spi	spi	vvb	spi	spi	0
∣	∣	sy	∣	∣	0
rit	rit	vvb	rit	rit	0
to	to	pc-acp	to	to	0
divulge	divulge	vvi	divulge	divulge	0
this	this	d	this	this	0
insuing	insuing	j-vvg	ensuing	ensue	0
discourse	discourse	n1	discourse	discourse	0
,	,	,	,	,	0
the	the	dt	the	the	0
maine	maine	j	main	main	0
scope	scope	n1	scope	scope	0
whereof	whereof	c-crq	whereof	whereof	0
,	,	,	,	,	0
being	being	vbg	being	be	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
this	this	d	this	this	0
present	present	j	present	present	0
age	age	n1	age	age	0
more	more	av-dc	more	more	0
sensible	sensible	j	sensible	sensible	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
late	late	j	late	late	0
past	past	j	past	past	0
,	,	,	,	,	0
and	and	cc	and	and	0
present	present	j	present	present	0
footsteps	footsteps	n2	footsteps	footstep	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
order	order	n1	order	order	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
setting	setting	n-vvg	setting	set	0
up	up	a-acp	up	up	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
kingdom	kingdom	n1	kingdom	kingdom	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
Iesus	Iesus	np1	Iesus	Jesus	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
ma	ma	n1	ma	man	0
∣	∣	sy	∣	∣	0
king	king	n1	king	king	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
dominions	dominions	n2	dominions	dominion	0
to	to	pc-acp	to	to	0
serve	serve	vvi	serve	serve	0
and	and	cc	and	and	0
obey	obey	vvi	obey	obey	0
him	him	pno31	him	he	0
.	.	.	.	.	1
And	And	np1	And	And	0
observing	observing	vvg	observing	observe	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
that	that	d	that	that	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
mong	mong	p-acp	mong	among	0
the	the	dt	the	the	0
many	many	d	many	many	0
pious	pious	j	pious	pious	0
,	,	,	,	,	0
precious	precious	j	precious	precious	0
,	,	,	,	,	0
prudent	prudent	j	prudent	prudent	0
,	,	,	,	,	0
and	and	cc	and	and	0
sage	sage	j-jn	sage	sage	0
Matrons	Matrons	n2	Matrons	matron	0
,	,	,	,	,	0
and	and	cc	and	and	0
holy	holy	j	holy	holy	0
women	women	n2	women	woman	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
which	which	r-crq	which	which	0
this	this	d	this	this	0
Common-wealth	Common-wealth	n1	Commonwealth	commonwealth	0
is	is	vbz	is	be	0
adorned	adorned	vvn	adorned	adorn	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
with	with	p-acp	with	with	0
so	so	av	so	so	0
many	many	d	many	many	0
precious	precious	j	precious	precious	0
jewels	jewels	n2	jewels	jewel	0
,	,	,	,	,	0
and	and	cc	and	and	0
choice	choice	j	choice	choice	0
gemmes	gemmes	n2	gems	gem	0
,	,	,	,	,	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
having	having	vhg	having	have	0
here	here	av	here	here	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
pla	pla	zz	pla	pla	0
∣	∣	sy	∣	∣	0
ced	ced	vvn	ced	ce	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
set	set	vvi	set	set	0
out	out	av	out	out	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
and	and	cc	and	and	0
lustre	lustre	n1	lustre	lustre	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
This	This	d	This	this	0
Nation	Nation	n1	Nation	nation	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
excels	excels	vvz	excels	excel	0
in	in	p-acp	in	in	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
happi	happi	fw-la	happi	happi	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
all	all	d	all	all	0
other	other	n-jn	other	other	0
Na	Na	fw-mi	Na	na	0
