Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
YOu	YOu	pn22	YOu	you	0
were	were	vbdr	were	be	0
an	an	dt	and	a	0
hearer	hearer	n1	hearer	hearer	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
heard	heard	vvn	herd	hear	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Disputation	Disputation	n1	Disputation	disputation	0
at	at	p-acp	at	at	0
Killingworth	Killingworth	np1	Killingworth	Killingworth	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
Dr.	Dr.	n1	Dr.	dr.	1
John	John	np1	John	John	0
Brian	Brian	np1	Brian	Brian	0
,	,	,	,	,	0
and	and	cc	and	and	0
John	John	np1	John	John	0
Onely	Onely	av-j	Only	only	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
set	set	vvn	set	set	0
it	it	pn31	it	it	0
forth	forth	av	forth	forth	0
in	in	p-acp	in	in	0
print	print	n1	print	print	0
)	)	)	)	)	0
it	it	pn31	it	it	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
more	more	av-dc	more	more	0
suitable	suitable	j	suitable	suitable	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
Dr.	Dr.	n1	Dr.	dr.	1
John	John	np1	John	John	0
Onely	Onely	av-j	Only	only	0
,	,	,	,	,	0
and	and	cc	and	and	0
John	John	np1	John	John	0
Brian	Brian	np1	Brian	Brian	0
;	;	;	;	;	0
so	so	av	so	so	0
far	far	av-j	far	far	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
arrogancy	arrogancy	n1	arrogance	arrogancy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
man	man	n1	man	man	0
magnified	magnified	vvd	magnified	magnify	0
himself	himself	px31	himself	himself	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
due	due	j-jn	due	due	0
respect	respect	n1	respect	respect	0
